filter,mjd,flux,zp,magsys,fluxerr,ra_unc,dec_unc,ra,dec
ztfg,58318.42627999978,30902.95432513592,25.0,ab,370.0147478059283,0.25,0.22,342.4595921,51.263392
ztfg,58322.44964999985,29457.77902339458,25.0,ab,352.71102437602207,0.25,0.22,342.4596105,51.2633906
ztfg,58673.46259000013,29349.452222697928,25.0,ab,351.41397965276747,0.25,0.22,342.4596667,51.2633784
ztfg,58344.3640399999,30676.08976917941,25.0,ab,367.29839808171846,0.25,0.22,342.4596184,51.2633871
ztfg,58765.18616000004,30959.93213309174,25.0,ab,370.69696831531695,0.25,0.22,342.4596246,51.2633757
ztfg,58334.32120000012,30283.07694265781,25.0,ab,362.5926815874349,0.25,0.22,342.459597,51.2633873
ztfg,58777.18161999993,30116.18803078821,25.0,ab,360.59444679126176,0.25,0.22,342.4596152,51.2633703
ztfg,58790.26428999985,25538.771357793248,25.0,ab,305.78701129363856,0.25,0.22,342.4596457,51.2633752
ztfg,58787.1792700002,30394.84968770113,25.0,ab,363.9309861273067,0.25,0.22,342.4596353,51.2633795
ztfg,58800.18349999981,30060.76302628235,25.0,ab,359.93081868475105,0.25,0.22,342.459635,51.2633755
ztfg,58779.18159999978,27365.286541924663,25.0,ab,327.6566858920432,0.25,0.22,342.4596362,51.2633764
ztfg,58794.16899000015,29593.749953433922,25.0,ab,354.3390644934202,0.25,0.22,342.4596177,51.2633649
ztfg,58796.19688000018,30760.96814740711,25.0,ab,368.3146844659803,0.25,0.22,342.4596389,51.2633719
ztfg,58786.189329999965,31332.85724315589,25.0,ab,375.162165690917,0.25,0.22,342.4596494,51.2633844
ztfg,58795.182810000144,30563.282803659662,25.0,ab,365.94771036240263,0.25,0.22,342.4596371,51.263383
ztfg,58767.18221999984,28418.424680635944,25.0,ab,340.2663748784164,0.25,0.22,342.4596046,51.2633732
ztfg,58768.23919000011,20026.26690340901,25.0,ab,258.2282295162731,0.25,0.22,342.4596328,51.2633849
ztfg,58764.185479999986,30647.849053700294,25.0,ab,366.9602594977526,0.25,0.22,342.4596146,51.263381
ztfg,58774.18186999997,30283.07694265781,25.0,ab,362.5926815874349,0.25,0.22,342.459627,51.2633851
ztfg,58765.23955000006,31045.595881283556,25.0,ab,371.7226582817136,0.25,0.22,342.4596353,51.2633808
ztfg,58770.23955000006,30619.634336906754,25.0,ab,366.6224322075545,0.25,0.22,342.4596253,51.2633773
ztfg,58771.18298000004,31045.595881283556,25.0,ab,371.7226582817136,0.25,0.22,342.4596328,51.2633876
ztfg,58775.181950000115,31332.85724315589,25.0,ab,375.162165690917,0.25,0.22,342.4596268,51.263382
ztfg,58789.180559999775,21478.304741305332,25.0,ab,257.1692475916059,0.25,0.22,342.4596559,51.2633719
ztfg,58772.18336000014,30338.911841942718,25.0,ab,363.2612175455284,0.25,0.22,342.4596212,51.2633722
ztfg,58783.18088999996,29566.5056508294,25.0,ab,354.01285640175047,0.25,0.22,342.4596484,51.2633857
ztfg,58778.181799999904,15966.14245993414,25.0,ab,205.87504997906305,0.25,0.22,342.4596392,51.2633731
ztfg,58351.419170000125,31275.193114079797,25.0,ab,374.4717275550335,0.25,0.22,342.4595748,51.2634042
ztfg,58342.41289999988,29053.603143031454,25.0,ab,347.8716476980402,0.25,0.22,342.4596137,51.2633833
ztfg,58337.392219999805,21340.27442848977,25.0,ab,255.51654957287695,0.25,0.22,342.4595895,51.2633839
ztfg,58345.40889000008,30988.46042012061,25.0,ab,371.0385501207088,0.25,0.22,342.4596195,51.263395
ztfg,58349.37783000013,30846.081377571445,25.0,ab,369.3337828364098,0.25,0.22,342.4595894,51.2633929
ztfg,58336.32202999992,15079.953418017893,25.0,ab,194.44810613503586,0.25,0.22,342.4596184,51.2633908
ztfg,58347.34749000007,23141.95261511252,25.0,ab,277.0888398088438,0.25,0.22,342.4595843,51.263382
ztfg,58333.4466599999,31131.496654470284,25.0,ab,372.75118625326644,0.25,0.22,342.4595849,51.2633692
ztfg,58338.37852999987,30591.445594864148,25.0,ab,366.284915924544,0.25,0.22,342.459624,51.263382
ztfg,58361.390430000145,30846.081377571445,25.0,ab,369.3337828364098,0.25,0.22,342.4596199,51.26339
ztfg,58811.18447000021,30874.504755874485,25.0,ab,369.6741085232014,0.25,0.22,342.4596395,51.2633666
ztfg,58282.42648999998,30959.93213309174,25.0,ab,370.69696831531695,0.25,0.22,342.4595793,51.2633915
ztfg,58640.454520000145,30676.08976917941,25.0,ab,367.29839808171846,0.25,0.22,342.4596095,51.2633812
ztfg,58743.25258000009,28866.89017948273,25.0,ab,345.6360507582555,0.25,0.22,342.4596315,51.2633812
ztfg,58782.17986000003,30846.081377571445,25.0,ab,369.3337828364098,0.25,0.22,342.4596265,51.2633672
ztfg,58798.15821000002,24099.05428686598,25.0,ab,288.54864167673304,0.25,0.22,342.4596082,51.2633849
ztfg,58788.180170000065,22080.047330189012,25.0,ab,264.37417790109345,0.25,0.22,342.4596303,51.2633783
ztfg,58785.180559999775,30959.93213309174,25.0,ab,370.69696831531695,0.25,0.22,342.4596422,51.2633859
ztfg,58768.182810000144,14914.201280943966,25.0,ab,192.31081908590278,0.25,0.22,342.4596465,51.2633776
ztfg,58764.240929999854,29785.16429429191,25.0,ab,356.63095310425757,0.25,0.22,342.4596289,51.2633795
ztfg,58492.17974000005,33204.73357975072,25.0,ab,397.57496944171095,0.25,0.22,342.4596176,51.2633886
ztfg,58769.18273,29922.64636608189,25.0,ab,358.2770867905709,0.25,0.22,342.4596173,51.2633768
ztfg,58618.40260000015,28366.124193125146,25.0,ab,339.64015799659893,0.25,0.22,342.459602,51.2633851
ztfg,58509.15952999983,26915.348039269138,25.0,ab,322.26937308574475,0.25,0.22,342.4595714,51.2634164
ztfg,58638.448290000204,30422.85727480961,25.0,ab,364.26633336212325,0.25,0.22,342.459613,51.2633904
ztfg,58634.4679200002,31102.83668685142,25.0,ab,372.40802777789713,0.25,0.22,342.459623,51.263381
ztfg,58510.135410000104,21164.10950770868,25.0,ab,253.40724901703825,0.25,0.22,342.4595821,51.2633738
ztfg,58262.47552999994,30704.356507300683,25.0,ab,367.6368482462949,0.25,0.22,342.4594833,51.2633943
ztfg,58242.444099999964,30959.93213309174,25.0,ab,370.69696831531695,0.25,0.22,342.4595621,51.2634105
ztfg,58274.44497000007,29621.019360527673,25.0,ab,354.6655731722492,0.25,0.22,342.4596038,51.2633853
ztfg,58760.25337000005,30874.504755874485,25.0,ab,369.6741085232014,0.25,0.22,342.4596368,51.2633809
ztfg,58246.483519999776,30005.440024430936,25.0,ab,359.2684119011618,0.25,0.22,342.459563,51.2633963
ztfg,58247.48499999987,30846.081377571445,25.0,ab,369.3337828364098,0.25,0.22,342.4595771,51.2633911
ztfg,58252.463549999986,30959.93213309174,25.0,ab,370.69696831531695,0.25,0.22,342.4595935,51.2633903
ztfg,58267.46621000022,29977.816715823814,25.0,ab,358.93766580289906,0.25,0.22,342.4595293,51.263396
ztfg,58272.431530000176,30732.649292042897,25.0,ab,367.97561027859035,0.25,0.22,342.4595825,51.2633922
ztfg,58235.50035999995,24032.558049332427,25.0,ab,287.7524527977621,0.25,0.22,342.4595732,51.2634018
ztfg,58245.466829999816,30563.282803659662,25.0,ab,365.94771036240263,0.25,0.22,342.4595858,51.2633925
ztfg,58270.46901000012,28183.82931264455,25.0,ab,337.45746072055,0.25,0.22,342.4594716,51.2633818
ztfg,58494.141100000124,29349.452222697928,25.0,ab,351.41397965276747,0.25,0.22,342.4596341,51.263389
ztfg,58483.11222000001,29403.565736725068,25.0,ab,352.0619047033947,0.25,0.22,342.4596151,51.2633862
ztfg,58469.157790000085,22120.757764641283,25.0,ab,264.861621948625,0.25,0.22,342.4596514,51.2633825
ztfg,58507.15685999999,31045.595881283556,25.0,ab,371.7226582817136,0.25,0.22,342.459637,51.2633791
ztfg,58771.24057999998,31275.193114079797,25.0,ab,374.4717275550335,0.25,0.22,342.4596272,51.2633815
ztfg,58493.159229999874,30619.634336906754,25.0,ab,366.6224322075545,0.25,0.22,342.4595917,51.2633807
ztfg,58511.136049999855,30422.85727480961,25.0,ab,364.26633336212325,0.25,0.22,342.4595851,51.2633811
ztfg,58472.158520000055,30619.634336906754,25.0,ab,366.6224322075545,0.25,0.22,342.4596233,51.2633814
ztfg,58503.17962000007,30846.081377571445,25.0,ab,369.3337828364098,0.25,0.22,342.459657,51.2633935
ztfg,58628.4673299999,30647.849053700294,25.0,ab,366.9602594977526,0.25,0.22,342.4595996,51.2634024
ztfg,58608.45345999999,30535.14593940289,25.0,ab,365.6108152350797,0.25,0.22,342.4596059,51.2633977
ztfg,58457.11697999993,26619.50651151839,25.0,ab,318.7271315534465,0.25,0.22,342.4595837,51.2634324
ztfg,58244.449080000166,15761.58904963839,25.0,ab,203.23744082120268,0.25,0.22,342.4596128,51.2633954
ztfg,58487.16272999998,31217.6351084817,25.0,ab,373.78256008251554,0.25,0.22,342.4596313,51.2633725
ztfg,58505.17656000005,29675.63358073526,25.0,ab,355.3194933995554,0.25,0.22,342.4596514,51.2633983
ztfg,58639.444389999844,31188.895840939353,25.0,ab,373.4384521140693,0.25,0.22,342.4596059,51.2633716
ztfg,58488.13974000001,28444.61107447914,25.0,ab,340.57991616032405,0.25,0.22,342.4596357,51.2633761
ztfg,58482.138590000104,31160.18303105461,25.0,ab,373.0946609348661,0.25,0.22,342.4596142,51.2633765
ztfg,58637.468760000076,23099.3628017319,25.0,ab,276.5788931257102,0.25,0.22,342.4596153,51.2633828
ztfg,58466.28594999993,33388.7376725123,25.0,ab,399.7781318727882,0.25,0.22,342.4595942,51.2633934
ztfg,58617.46939000022,30005.440024430936,25.0,ab,359.2684119011618,0.25,0.22,342.4595989,51.2633926
ztfg,58607.475829999894,30366.86788465786,25.0,ab,363.5959476165133,0.25,0.22,342.4595924,51.2633863
ztfg,58491.13829000015,31361.729165129902,25.0,ab,375.5078619895779,0.25,0.22,342.459639,51.2633912
ztfg,58275.47403999977,18932.15275777464,25.0,ab,244.120200292525,0.25,0.22,342.4596028,51.2633925
ztfg,58273.46405000007,31045.595881283556,25.0,ab,371.7226582817136,0.25,0.22,342.459599,51.2633816
ztfg,58269.47202999983,30199.51720402013,25.0,ab,361.59218385853,0.25,0.22,342.4595697,51.2634021
ztfg,58759.2565299999,26061.535499988924,25.0,ab,312.0462977101215,0.25,0.22,342.4596273,51.2633786
ztfg,58760.24365000008,30988.46042012061,25.0,ab,371.0385501207088,0.25,0.22,342.4596273,51.2633816
ztfg,58762.19958999986,30171.715226017754,25.0,ab,361.25929847253025,0.25,0.22,342.4596213,51.2633766
ztfg,58761.20037999982,30959.93213309174,25.0,ab,370.69696831531695,0.25,0.22,342.459615,51.2633662
ztfg,58763.200999999885,29160.837985212343,25.0,ab,349.15561791875456,0.25,0.22,342.4596273,51.2633783
ztfg,58762.25557000004,30789.313097416132,25.0,ab,368.65407109610027,0.25,0.22,342.4596315,51.2633751
ztfg,58761.27259999979,31419.552846410745,25.0,ab,376.20021051461646,0.25,0.22,342.4596672,51.2633753
ztfg,58760.20131999999,31131.496654470284,25.0,ab,372.75118625326644,0.25,0.22,342.45962,51.2633709
ztfg,58757.41849000007,30760.96814740711,25.0,ab,368.3146844659803,0.25,0.22,342.4596291,51.2633905
ztfg,58758.25724000018,17186.99695397738,25.0,ab,221.617329656765,0.25,0.22,342.4596253,51.2633827
ztfg,58693.40784,29539.286429602842,25.0,ab,353.6869486205185,0.25,0.22,342.4596356,51.2633775
ztfg,58653.38831999991,30817.68416611515,25.0,ab,368.993770456854,0.25,0.22,342.4596189,51.2633783
ztfg,58766.24061999982,31160.18303105461,25.0,ab,373.0946609348661,0.25,0.22,342.4596406,51.2633864
ztfg,58771.23376999982,31246.40085806115,25.0,ab,374.12698513211126,0.25,0.22,342.4596315,51.2633876
ztfg,58776.18117000023,31045.595881283556,25.0,ab,371.7226582817136,0.25,0.22,342.4596239,51.263377
ztfg,58770.232720000204,29950.218837511322,25.0,ab,358.6072241928078,0.25,0.22,342.459648,51.2633799
ztfg,58770.18276999984,30931.430109489633,25.0,ab,370.3557009735562,0.25,0.22,342.4596178,51.2633792
ztfg,58773.181950000115,16338.041693006799,25.0,ab,210.67049592902512,0.25,0.22,342.4596074,51.2633801
ztfg,58330.474930000026,30450.89066974223,25.0,ab,364.60198960543914,0.25,0.22,342.4595832,51.2633975
ztfg,58763.25326000014,29484.923138943665,25.0,ab,353.03603288374063,0.25,0.22,342.4596263,51.263379
ztfg,58276.40669000009,29840.0811593022,25.0,ab,357.28849703171784,0.25,0.22,342.4596054,51.2634063
ztfg,58758.24752000021,15431.21065657794,25.0,ab,198.9773843702468,0.25,0.22,342.4596234,51.2633823
ztfg,58279.45502000023,30507.034978225158,25.0,ab,365.27423025678524,0.25,0.22,342.4595965,51.2633849
ztfg,58254.44437999977,20989.398836235243,25.0,ab,251.31536083171784,0.25,0.22,342.4596013,51.2633818
ztfg,58268.466829999816,31045.595881283556,25.0,ab,371.7226582817136,0.25,0.22,342.4595533,51.2633836
ztfg,58255.42792000016,24615.00906233769,25.0,ab,294.7263965320397,0.25,0.22,342.4596045,51.2633825
ztfg,58259.43029000005,31622.776601683792,25.0,ab,378.63349847033686,0.25,0.22,342.4595645,51.2633985
ztfg,58277.44785000011,30704.356507300683,25.0,ab,367.6368482462949,0.25,0.22,342.4595952,51.2633856
ztfg,58271.46799999988,30931.430109489633,25.0,ab,370.3557009735562,0.25,0.22,342.4591648,51.263563
ztfg,58760.34737000009,27925.43841237342,25.0,ab,334.3636321243175,0.25,0.22,342.4596287,51.2633905
ztfg,58761.24256999977,31304.01190096241,25.0,ab,374.8167876437309,0.25,0.22,342.4596301,51.2633778
ztfg,58763.24352000002,29403.565736725068,25.0,ab,352.0619047033947,0.25,0.22,342.4596421,51.2633905
ztfg,58754.25204999978,30255.19803872309,25.0,ab,362.2588751332047,0.25,0.22,342.459635,51.2633838
ztfg,58228.485390000045,29785.16429429191,25.0,ab,356.63095310425757,0.25,0.22,342.4596073,51.2633848
ztfg,58263.46334999986,30060.76302628235,25.0,ab,359.93081868475105,0.25,0.22,342.4594892,51.2633781
ztfg,58278.434119999874,30931.430109489633,25.0,ab,370.3557009735562,0.25,0.22,342.4595903,51.2633897
ztfg,58758.34898999985,30005.440024430936,25.0,ab,359.2684119011618,0.25,0.22,342.4596433,51.2633813
ztfg,58761.252309999894,31188.895840939353,25.0,ab,373.4384521140693,0.25,0.22,342.459658,51.2633731
ztfg,58762.24583999999,30931.430109489633,25.0,ab,370.3557009735562,0.25,0.22,342.4595664,51.2634171
ztfg,58759.246809999924,27415.741719278863,25.0,ab,328.26080805873954,0.25,0.22,342.4596425,51.2633807
ztfg,58754.24234999996,30676.08976917941,25.0,ab,367.29839808171846,0.25,0.22,342.4596476,51.2633875
ztfg,58660.45454999991,30647.849053700294,25.0,ab,366.9602594977526,0.25,0.22,342.4596301,51.2633909
ztfg,58375.399439999834,34197.944251370944,25.0,ab,409.4671203445388,0.25,0.22,342.4596247,51.2633812
ztfg,58645.45294000022,30535.14593940289,25.0,ab,365.6108152350797,0.25,0.22,342.4596,51.2633906
ztfg,58739.498749999795,28131.960567999628,25.0,ab,336.83641328712736,0.25,0.22,342.4596226,51.2633874
ztfg,58738.205920000095,27466.289924159555,25.0,ab,328.86604408517854,0.25,0.22,342.4596398,51.2633642
ztfg,58738.2530100001,19570.413414806757,25.0,ab,252.35023738482204,0.25,0.22,342.4596315,51.2633759
ztfg,58732.39417000022,30902.95432513592,25.0,ab,370.0147478059283,0.25,0.22,342.4596526,51.2633781
ztfg,58740.25276000006,30846.081377571445,25.0,ab,369.3337828364098,0.25,0.22,342.4596196,51.2633745
ztfg,58741.24316000007,30789.313097416132,25.0,ab,368.65407109610027,0.25,0.22,342.4596146,51.2633796
ztfg,58301.47055999981,29268.468623787892,25.0,ab,350.4443271848563,0.25,0.22,342.4595975,51.2633972
ztfg,58290.453259999864,29295.438297694327,25.0,ab,350.7672470255908,0.25,0.22,342.4595897,51.2633912
ztfg,58291.454520000145,29484.923138943665,25.0,ab,353.03603288374063,0.25,0.22,342.4595918,51.2633936
ztfg,58386.17989999987,14709.570767969777,25.0,ab,189.67221572936123,0.25,0.22,342.4596089,51.2633795
ztfg,58369.30623999983,31332.85724315589,25.0,ab,375.162165690917,0.25,0.22,342.4596141,51.2633875
ztfg,58377.34916999983,19480.495532907655,25.0,ab,251.19079336279583,0.25,0.22,342.459641,51.2634072
ztfg,58429.22451000009,29895.09927814587,25.0,ab,357.94725331613364,0.25,0.22,342.459632,51.2633836
ztfg,58375.30541000003,31448.504654769626,25.0,ab,376.54686332831596,0.25,0.22,342.4596157,51.2633776
ztfg,58367.31603999995,16248.00335227319,25.0,ab,209.50949865337887,0.25,0.22,342.4595942,51.2633834
ztfg,58436.23572000023,31361.729165129902,25.0,ab,375.5078619895779,0.25,0.22,342.4596173,51.2633933
ztfg,58441.2518000002,31246.40085806115,25.0,ab,374.12698513211126,0.25,0.22,342.4596276,51.2633836
ztfg,58735.43283999991,30366.86788465786,25.0,ab,363.5959476165133,0.25,0.22,342.4596362,51.2633708
ztfg,58740.24307999993,30988.46042012061,25.0,ab,371.0385501207088,0.25,0.22,342.4596109,51.2633666
ztfg,58743.20232999977,29895.09927814587,25.0,ab,357.94725331613364,0.25,0.22,342.4596256,51.2633734
ztfg,58740.20479999995,31217.6351084817,25.0,ab,373.78256008251554,0.25,0.22,342.4595975,51.263372
ztfg,58750.20253999997,31944.78724208688,25.0,ab,382.4890743691971,0.25,0.22,342.4596362,51.2634003
ztfg,58749.24293999979,30507.034978225158,25.0,ab,365.27423025678524,0.25,0.22,342.4596254,51.2633739
ztfg,58751.20018000016,30988.46042012061,25.0,ab,371.0385501207088,0.25,0.22,342.4596254,51.2633684
ztfg,58750.24329000013,31160.18303105461,25.0,ab,373.0946609348661,0.25,0.22,342.4596438,51.263366
ztfg,58751.25277000014,35416.04004264618,25.0,ab,424.0519203047668,0.25,0.22,342.459611,51.2633523
ztfg,58744.243300000206,30732.649292042897,25.0,ab,367.97561027859035,0.25,0.22,342.4596264,51.2633821
ztfg,58747.201479999814,20511.621788255667,25.0,ab,264.48662671059446,0.25,0.22,342.4596252,51.2633813
ztfg,58425.152290000115,31564.578912990713,25.0,ab,377.9366717890398,0.25,0.22,342.4594628,51.2634146
ztfg,58743.2428799998,29187.708481971455,25.0,ab,349.47735026761467,0.25,0.22,342.4596276,51.2633731
ztfg,58739.24275999982,30338.911841942718,25.0,ab,363.2612175455284,0.25,0.22,342.4596111,51.2633855
ztfg,58739.205000000075,30338.911841942718,25.0,ab,363.2612175455284,0.25,0.22,342.4596302,51.2633848
ztfg,58736.47294999985,31045.595881283556,25.0,ab,371.7226582817136,0.25,0.22,342.4596507,51.2633903
ztfg,58814.12376999995,31885.9969338639,25.0,ab,381.7851519920131,0.25,0.22,342.4596052,51.2633831
ztfg,58748.24312000023,15346.16982799294,25.0,ab,197.88082739794544,0.25,0.22,342.4596305,51.2633736
ztfg,58744.25298999995,30422.85727480961,25.0,ab,364.26633336212325,0.25,0.22,342.4596108,51.2633859
ztfg,58745.25314999977,31304.01190096241,25.0,ab,374.8167876437309,0.25,0.22,342.4596597,51.2633726
ztfg,58748.265720000025,14723.125024327193,25.0,ab,189.84699077048433,0.25,0.22,342.4596382,51.2633698
ztfg,58380.349770000204,31217.6351084817,25.0,ab,373.78256008251554,0.25,0.22,342.4596309,51.263374
ztfg,58382.40786000015,30060.76302628235,25.0,ab,359.93081868475105,0.25,0.22,342.4595976,51.2633783
ztfg,58366.4108500001,30647.849053700294,25.0,ab,366.9602594977526,0.25,0.22,342.4595938,51.2633906
ztfg,58378.32892999984,26767.01855625896,25.0,ab,320.4933585445217,0.25,0.22,342.4596141,51.2633835
ztfg,58365.30341000017,29621.019360527673,25.0,ab,354.6655731722492,0.25,0.22,342.4596021,51.2633883
ztfg,58368.372020000126,25609.435171567697,25.0,ab,306.63310040724446,0.25,0.22,342.4596198,51.2633887
ztfg,58362.26362999994,30005.440024430936,25.0,ab,359.2684119011618,0.25,0.22,342.4595982,51.263387
ztfg,58431.22702000011,31768.740706497756,25.0,ab,380.38119129165153,0.25,0.22,342.4596439,51.2633667
ztfg,58388.32060999982,22908.676527677748,25.0,ab,274.29572198091097,0.25,0.22,342.4596259,51.2633819
ztfg,58440.22094999999,30143.93884279472,25.0,ab,360.9267195441502,0.25,0.22,342.4596419,51.2633893
ztfg,58428.184400000144,22761.453931416472,25.0,ab,272.53296068456973,0.25,0.22,342.4596289,51.2633809
ztfg,58427.189290000126,21677.041048196963,25.0,ab,259.54880534199793,0.25,0.22,342.459624,51.2633876
ztfg,58387.28702000016,14832.009671818772,25.0,ab,191.2510013071894,0.25,0.22,342.4596162,51.2633758
ztfg,58430.16428000014,30874.504755874485,25.0,ab,369.6741085232014,0.25,0.22,342.4596381,51.2633901
ztfg,58643.45129000023,30676.08976917941,25.0,ab,367.29839808171846,0.25,0.22,342.4596201,51.2633856
ztfg,58438.368300000206,30563.282803659662,25.0,ab,365.94771036240263,0.25,0.22,342.459651,51.2633946
ztfg,58383.43057999993,29295.438297694327,25.0,ab,350.7672470255908,0.25,0.22,342.459624,51.2633855
ztfg,58442.2490699999,36140.98626396131,25.0,ab,432.73202222740395,0.25,0.22,342.4596496,51.263389
ztfg,58434.15837999992,30227.344800386552,25.0,ab,361.92537598453947,0.25,0.22,342.4596214,51.2633895
ztfg,58375.14953000005,21938.149918979077,25.0,ab,262.67517740195825,0.25,0.22,342.4596042,51.2634012
ztfg,58372.28576999996,29133.992225701673,25.0,ab,348.83418175991716,0.25,0.22,342.4596149,51.2633844
ztfg,58364.28556000022,31448.504654769626,25.0,ab,376.54686332831596,0.25,0.22,342.4596109,51.2633853
ztfg,58374.286600000225,31017.0149947769,25.0,ab,371.38044667949697,0.25,0.22,342.4596278,51.2633943
ztfg,58435.19553000014,31246.40085806115,25.0,ab,374.12698513211126,0.25,0.22,342.4596055,51.2633943
ztfg,58437.22484999988,29895.09927814587,25.0,ab,357.94725331613364,0.25,0.22,342.459612,51.263378
ztfg,58379.34617999988,30619.634336906754,25.0,ab,366.6224322075545,0.25,0.22,342.4596292,51.2633987
ztfg,58389.20606999984,30846.081377571445,25.0,ab,369.3337828364098,0.25,0.22,342.4595926,51.2633721
ztfg,58400.266830000095,31074.20310388586,25.0,ab,372.065185217658,0.25,0.22,342.459628,51.2633795
ztfg,58289.42224000022,30283.07694265781,25.0,ab,362.5926815874349,0.25,0.22,342.459587,51.2634046
ztfg,58385.35130999982,30931.430109489633,25.0,ab,370.3557009735562,0.25,0.22,342.4596316,51.2633849
ztfg,58371.346940000076,30507.034978225158,25.0,ab,365.27423025678524,0.25,0.22,342.4596264,51.263392
ztfg,58384.338930000085,30507.034978225158,25.0,ab,365.27423025678524,0.25,0.22,342.4596381,51.2633838
ztfg,58376.30689000012,28946.762641760284,25.0,ab,346.592399095548,0.25,0.22,342.4596392,51.2633919
ztfg,58373.37405999983,29484.923138943665,25.0,ab,353.03603288374063,0.25,0.22,342.4596382,51.2633904
ztfg,58742.201979999896,29026.85610499057,25.0,ab,347.55139357504834,0.25,0.22,342.4596087,51.2633793
ztfg,58736.47198999999,30676.08976917941,25.0,ab,367.29839808171846,0.25,0.22,342.4596369,51.2633864
ztfg,58734.391449999996,29160.837985212343,25.0,ab,349.15561791875456,0.25,0.22,342.4596384,51.2633681
ztfg,58751.24306999985,31102.83668685142,25.0,ab,372.40802777789713,0.25,0.22,342.4596351,51.2633762
