filter,mjd,flux,zp,magsys,fluxerr
ztfg,59356.2008564998,-64.2865496498974,23.9,ab,13.7578218999863
ztfg,59369.2149999999,-44.4999817389657,23.9,ab,6.84121872724252
ztfg,58438.4868633999,,23.9,ab,4.07746169157129
ztfg,58435.4969676002,,23.9,ab,11.744370387165
ztfg,59359.1851968002,,23.9,ab,14.846711738798
ztfg,59369.2149999999,44.4991218268179,23.9,ab,6.8410950785575
ztfg,59179.4861458,42.9137016759012,23.9,ab,6.34632854687634
ztfg,59367.2432638998,,23.9,ab,8.75143017724003
ztfg,59198.5062384,,23.9,ab,4.49272928877133
ztfg,59365.1946991002,,23.9,ab,6.63007707030784
ztfg,59176.5066435002,54.2264433638679,23.9,ab,5.89818742669627
ztfg,59173.4878818998,48.4669350439402,23.9,ab,7.47437492969426
ztfg,59359.1851968002,,23.9,ab,24.7445195646633
ztfg,59200.4479282,64.4050138165944,23.9,ab,10.4007931814577
ztfg,59356.2008564998,64.2865496498974,23.9,ab,13.7578218999863
ztfg,59293.2971759001,47.4722503564094,23.9,ab,7.56032800055427
ztfg,59350.1940509002,,23.9,ab,9.80480421419784
ztfg,59348.2459028,,23.9,ab,6.06231389224327
ztfg,59346.3310532002,,23.9,ab,9.86004294088874
ztfg,59291.2867824002,,23.9,ab,3.51422814747077
ztfg,59203.4029629999,44.4264802215516,23.9,ab,7.9738270518137
ztfg,59373.1867593001,,23.9,ab,6.84918757595603
ztfg,58280.2153703999,,23.9,ab,4.41235335657414
ztfg,59270.4161573998,,23.9,ab,12.7946940124293
ztfg,58283.2552777999,,23.9,ab,5.58611877089053
ztfg,58286.2182060001,,23.9,ab,4.80961167085685
ztfg,58423.4960995,,23.9,ab,12.1862414411912
ztfg,58426.4931134,48.721413459797,23.9,ab,7.78906321503446
ztfg,59373.1867593001,,23.9,ab,4.10951254557362
ztfg,58429.4881019001,,23.9,ab,4.54977250579489
ztfg,58432.4910531999,56.8800568743265,23.9,ab,7.62440842780458
ztfg,59206.4138773,,23.9,ab,13.2589748129415
ztfg,59344.2894096999,,23.9,ab,3.58715581107644
ztfg,58538.2975694002,,23.9,ab,19.4764483057654
ztfg,58526.4407639001,39.5877001589101,23.9,ab,7.55590502676632
ztfg,59329.3170949002,,23.9,ab,28.7368223264899
ztfg,58628.1944907,,23.9,ab,3.94448374071368
ztfg,58543.2804282,,23.9,ab,11.8268762615328
ztfg,58633.2429167,,23.9,ab,4.34420067233508
ztfg,58636.2441667002,,23.9,ab,4.14371482311362
ztfg,59227.4420369999,,23.9,ab,5.90362545364914
ztfg,58639.2259375001,67.1367237564167,23.9,ab,9.27608500250448
ztfg,58642.1696064998,,23.9,ab,8.0410032673176
ztfg,58645.1953818998,,23.9,ab,10.1286088930157
ztfg,58648.1861227001,,23.9,ab,11.8869482066687
ztfg,59325.3223611,,23.9,ab,15.6084034256398
ztfg,58556.3702778001,,23.9,ab,6.65196815848096
ztfg,58651.1729398002,,23.9,ab,14.0549601064744
ztfg,59231.4223611001,,23.9,ab,5.6869428951473
ztfg,59323.2593056001,,23.9,ab,9.89735450427227
ztfg,59264.3292939998,,23.9,ab,6.79514871997114
ztfg,58654.2640625001,,23.9,ab,16.5009762966864
ztfg,59321.2552546002,,23.9,ab,5.44551351822669
ztfg,58658.1941898,,23.9,ab,5.43938885076817
ztfg,59317.1759490999,42.1900423125357,23.9,ab,5.93529064846746
ztfg,59262.4116318999,66.0815096581968,23.9,ab,5.98858541272206
ztfg,59315.2283218,,23.9,ab,6.17616245693356
ztfg,58662.2006250001,,23.9,ab,5.78668696545769
ztfg,58567.2559027998,30.4088737616735,23.9,ab,5.41070567602269
ztfg,58667.2074074,75.7181743823914,23.9,ab,10.3690058572611
ztfg,59313.2488773,,23.9,ab,6.4905069172953
ztfg,58672.1742476998,,23.9,ab,12.9285649144927
ztfg,59335.2557755001,,23.9,ab,8.7910150508947
ztfg,59176.5066435002,54.225014461947,23.9,ab,5.89802865669086
ztfg,58608.2774653002,,23.9,ab,4.37270623795922
ztfg,58586.1725694002,70.508268760796,23.9,ab,8.11405752381471
ztfg,59268.4898843002,,23.9,ab,8.23529267553506
ztfg,59221.463831,70.6110269922235,23.9,ab,10.5527858991123
ztfg,58588.2044791998,,23.9,ab,57.9362410315391
ztfg,58612.1727894,,23.9,ab,3.52103181526849
ztfg,58591.2098148,,23.9,ab,13.9955564481935
ztfg,58592.2073264001,,23.9,ab,12.9619492130986
ztfg,58585.1995023,,23.9,ab,5.3121491533612
ztfg,59342.2369213002,-62.1670387333539,23.9,ab,7.55020608945332
ztfg,59342.2369213002,62.1690045604399,23.9,ab,7.55044228005001
ztfg,58580.2540046,,23.9,ab,3.54348227106877
ztfg,58597.2531944001,,23.9,ab,3.74688510923683
ztfg,58600.1908449,,23.9,ab,3.4612244566274
ztfg,58546.2744097002,41.6946138531781,23.9,ab,7.78296520141777
ztfg,58601.2471181001,67.4341208189525,23.9,ab,7.57513879652004
ztfg,58605.2347916998,31.4977639594104,23.9,ab,5.15966473375073
ztfg,59340.2149537001,,23.9,ab,5.90743287227488
ztfg,59338.2990509002,,23.9,ab,7.74530846060973
ztfg,59344.2894096999,,23.9,ab,5.97859301846073
ztfg,59223.4020254999,48.4886514912168,23.9,ab,7.08865559606905
ztfr,59252.3202431002,,23.9,ab,6.23905167835763
ztfr,59270.3406019001,95.2620965862031,23.9,ab,10.8479524985439
ztfr,59248.4209491001,,23.9,ab,8.18009798763163
ztfr,59231.4644328998,,23.9,ab,6.07237570736548
ztfr,59254.3997569,,23.9,ab,6.51986507831269
ztfr,59200.5169676002,,23.9,ab,10.3511750111613
ztfr,59219.4759954,67.347224465222,23.9,ab,10.6106332751368
ztfr,59203.4847569,84.5902388937106,23.9,ab,10.7302995723157
ztfr,59229.4324305998,84.8867735501213,23.9,ab,9.72252279458332
ztfr,59215.4440394002,,23.9,ab,15.3175744309187
ztfr,59223.4693866,,23.9,ab,6.10196901617933
ztfr,59229.4324305998,84.8870717974399,23.9,ab,9.72258724519335
ztfr,59225.4116551001,,23.9,ab,5.60983871498442
ztfr,59250.3792476999,,23.9,ab,8.2307367648969
ztfr,59206.4857176002,,23.9,ab,17.6128628356597
ztfr,59221.4268981,,23.9,ab,6.00772928373711
ztfr,58218.2740278002,,23.9,ab,4.37511895004421
ztfr,59275.3364582998,73.3229396279215,23.9,ab,10.8596992484893
ztfr,59346.2915624999,-63.0143400273781,23.9,ab,7.78502928601358
ztfr,59344.2236806001,-68.6815693311242,23.9,ab,9.11662528834721
ztfr,59346.2915624999,63.0143400273781,23.9,ab,7.78502928601358
ztfr,59281.2911111,91.707002044615,23.9,ab,5.90255654195289
ztfr,59344.2236806001,68.6802421369662,23.9,ab,9.11644157900373
ztfr,59342.2574653002,,23.9,ab,6.30374393608097
ztfr,59346.2915624999,-63.0144507268467,23.9,ab,7.78504642160497
ztfr,59344.2236806001,-68.6802421369662,23.9,ab,9.11644157900373
ztfr,59340.2576156999,,23.9,ab,6.56445708739453
ztfr,59338.2390394001,,23.9,ab,6.89729197729003
ztfr,59335.2077083001,,23.9,ab,9.3016152555925
ztfr,59329.2362500001,97.8588202106227,23.9,ab,15.444810399115
ztfr,59329.2362500001,97.8629461812795,23.9,ab,15.4454669631123
ztfr,59325.2583332998,,23.9,ab,10.1774369214182
ztfr,59342.2574653002,,23.9,ab,3.78224636164858
ztfr,59348.1957522999,,23.9,ab,3.63906927263338
ztfr,59350.2450231002,,23.9,ab,7.11393196728267
ztfr,59356.2577893999,,23.9,ab,10.865999194806
ztfr,59369.1857175999,,23.9,ab,6.06678848689594
ztfr,59367.1964004999,,23.9,ab,7.92060885662244
ztfr,59362.2406250001,,23.9,ab,11.0927308175952
ztfr,59359.1973494999,,23.9,ab,21.7589895961812
ztfr,59356.2577893999,,23.9,ab,18.1099986580099
ztfr,59350.2450231002,,23.9,ab,11.8565532788045
ztfr,59348.1957522999,,23.9,ab,6.06511545438897
ztfr,59375.2166319001,89.102895094977,23.9,ab,7.39859637682781
ztfr,59373.2257754998,96.6050878989812,23.9,ab,10.4903380019405
ztfr,59371.2184374998,,23.9,ab,7.03588772033583
ztfr,59373.2257754998,96.6079730009611,23.9,ab,10.4906758239474
ztfr,59371.2184374998,,23.9,ab,4.2215326322015
ztfr,59369.1857175999,,23.9,ab,3.64007309213757
ztfr,59367.1964004999,,23.9,ab,4.75236531397346
ztfr,59323.3203472002,,23.9,ab,8.4115990284704
ztfr,59321.2894329,,23.9,ab,5.4802250371595
ztfr,59317.1959491,,23.9,ab,5.2776268651482
ztfr,59315.2491088002,,23.9,ab,22.5734871978497
ztfr,59311.173287,,23.9,ab,5.09741906205827
ztfr,59309.2542245002,,23.9,ab,4.44170405265055
ztfr,59307.2454398,,23.9,ab,3.54380598337277
ztfr,59298.3081943998,,23.9,ab,46.202979171039
ztfr,59296.3610879998,78.6465410086529,23.9,ab,14.1677128474205
ztfr,59296.3610879998,78.6484752860866,23.9,ab,14.1680861225601
ztfr,59293.2367707999,-86.6562692619604,23.9,ab,7.33716390198101
ztfr,59293.2367707999,-86.6545947269222,23.9,ab,7.3370155784432
ztfr,59293.2367707999,86.6545947269222,23.9,ab,7.33701557844321
ztfr,59291.3370718001,,23.9,ab,5.84411730601715
ztfr,59278.4255670998,100.415308477409,23.9,ab,11.3767851736119
ztfr,59278.4255670998,100.419189415924,23.9,ab,11.3771835275137
ztfr,59313.2150463001,,23.9,ab,5.69049467526975
ztfr,59275.3364582998,73.3256446632171,23.9,ab,10.8600817709051
ztfr,59298.3081943998,,23.9,ab,77.004965285065
ztfr,59317.1959491,,23.9,ab,3.16657611908892
ztfr,59313.2150463001,,23.9,ab,9.48415779211624
ztfr,59311.173287,,23.9,ab,8.49569843676379
ztfr,59309.2542245002,,23.9,ab,7.40284008775091
ztfr,59307.2454398,,23.9,ab,5.90634330562128
ztfr,59304.2770833001,,23.9,ab,18.0883459839994
ztfr,59315.2491088002,,23.9,ab,13.5440923187098
ztfr,59304.2770833001,,23.9,ab,10.8530075903996
ztfr,59302.2632176001,-92.0110261676326,23.9,ab,16.0154179914788
ztfr,59340.2576156999,,23.9,ab,3.93867425243671
ztfr,59338.2390394001,,23.9,ab,4.13837518637402
ztfr,59335.2077083001,,23.9,ab,5.5809691533555
ztfr,59329.2362500001,-97.8629461812795,23.9,ab,15.4454669631123
ztfr,59325.2583332998,,23.9,ab,6.10646215285093
ztfr,59323.3203472002,,23.9,ab,5.04695941708224
ztfr,59321.2894329,,23.9,ab,3.2881350222957
ztfr,59302.2632176001,92.0110261676326,23.9,ab,16.0154179914788
ztfr,59329.2362500001,-97.8588202106227,23.9,ab,15.444810399115
ztfr,59165.4858448999,90.0698242218201,23.9,ab,11.1404479049692
ztfr,59176.5531366002,83.5371645562945,23.9,ab,10.1566942961912
ztfr,58654.1753818998,,23.9,ab,7.16985097084737
ztfr,58557.2653124998,65.1928521647719,23.9,ab,10.7785883736023
ztfr,58651.2365394002,104.01119309524,23.9,ab,11.996382016516
ztfr,58648.1965740998,,23.9,ab,12.4953969702025
ztfr,58642.2224074001,51.7225177097411,23.9,ab,11.0499663996687
ztfr,58639.1790394001,,23.9,ab,4.29131012844548
ztfr,58633.1856133998,102.385940954845,23.9,ab,13.4561775033471
ztfr,58618.3035995001,114.193196068582,23.9,ab,17.9375265417127
ztfr,58558.2069907002,107.5970171826,23.9,ab,11.1114468237627
ztfr,58618.2679397999,,23.9,ab,11.8116360180081
ztfr,58608.2345138998,60.2504121324264,23.9,ab,9.56488475568734
ztfr,58606.2431019,,23.9,ab,4.31032701399358
ztfr,58597.3290277999,68.7511018881884,23.9,ab,7.61378638784731
ztfr,58597.2441898002,,23.9,ab,3.76972914290329
ztfr,58594.3183565,96.6495619820216,23.9,ab,13.5991199388558
ztfr,58593.2811226999,,23.9,ab,11.3467117568496
ztfr,58591.3532523001,131.558883233672,23.9,ab,15.8438535519095
ztfr,58586.1904051001,,23.9,ab,6.93346283856369
ztfr,58612.1925230999,,23.9,ab,3.86002389585573
ztfr,58559.2498148,76.3483547228403,23.9,ab,11.2468904812027
ztfr,58658.1818055999,84.6135726984017,23.9,ab,11.2591449252096
ztfr,58559.2541550999,79.2647414957028,23.9,ab,12.7928307498814
ztfr,58833.4774074,82.9086518941537,23.9,ab,13.3635254389714
ztfr,58911.2364236,53.4465801927084,23.9,ab,10.1388084351291
ztfr,58906.4491319,79.3889077122288,23.9,ab,9.54602102135603
ztfr,58904.2442708001,,23.9,ab,4.20407423871295
ztfr,58901.3796875002,66.748291672413,23.9,ab,7.57807896305292
ztfr,58900.4003472002,81.8464558082964,23.9,ab,8.16371757317993
ztfr,58899.3367824,,23.9,ab,3.44627461378362
ztfr,58898.3409143998,,23.9,ab,3.42507175703492
ztfr,58831.4554861002,,23.9,ab,16.5603629777144
ztfr,58828.4235069002,,23.9,ab,11.2013417316457
ztfr,58812.5534605999,64.1032931008151,23.9,ab,9.55542362680688
ztfr,58799.4879398001,,23.9,ab,11.8781809198254
ztfr,58792.5093171001,,23.9,ab,7.81033852014951
ztfr,58785.5120832999,,23.9,ab,8.67740299531038
ztfr,58676.1965278001,,23.9,ab,11.2209579436711
ztfr,58672.1976620001,,23.9,ab,9.21022414437143
ztfr,58667.2263310002,,23.9,ab,7.77803841138725
ztfr,58567.2351735998,96.9883711050292,23.9,ab,11.1464571138609
ztfr,58662.1787383999,,23.9,ab,9.93184782481501
ztfr,58583.2555439998,99.3390622881328,23.9,ab,9.28377962689381
ztfr,58836.5059258998,92.4613186734653,23.9,ab,10.0579945462944
ztfr,58582.2039468,106.75784799877,23.9,ab,7.96197980846617
ztfr,58543.3376968,82.7331859035932,23.9,ab,10.9234340453234
ztfr,58266.2327661999,67.0317202588374,23.9,ab,12.1901425636988
ztfr,58260.1692245002,109.647896663123,23.9,ab,9.54956164231212
ztfr,58257.2143056002,75.6066556449993,23.9,ab,6.97031556855772
ztfr,58254.1928009,,23.9,ab,3.97072917313625
ztfr,58248.235787,,23.9,ab,4.26963104118691
ztfr,58245.1691319002,38.1206349458098,23.9,ab,4.85295971129063
ztfr,58245.1691319002,,23.9,ab,3.99272786990957
ztfr,58242.2576389001,,23.9,ab,4.04976371040381
ztfr,58269.1854976998,,23.9,ab,5.92202549525437
ztfr,58233.1756712999,74.2540356589773,23.9,ab,6.61260854732189
ztfr,58230.228044,,23.9,ab,38.2075935909266
ztfr,58227.2425231002,,23.9,ab,4.3194686394597
ztfr,58224.2255556001,,23.9,ab,5.98728941954983
ztfr,58224.1992708002,,23.9,ab,12.8076697366383
ztfr,58221.2407869999,,23.9,ab,10.0422194761934
ztfr,58221.2289467999,,23.9,ab,7.75157549315914
ztfr,58218.3002199,,23.9,ab,4.73576389355683
ztfr,58218.2740278002,104.510482089978,23.9,ab,5.05584006473821
ztfr,58233.1756712999,,23.9,ab,9.21786422649269
ztfr,58272.1663772999,,23.9,ab,6.64094596930247
ztfr,58280.2003588001,87.8294755133978,23.9,ab,7.14705988314942
ztfr,58283.1968171,,23.9,ab,4.48734980933788
ztfr,58540.2546064998,93.8079915340095,23.9,ab,10.1571391910194
ztfr,58538.2447684999,,23.9,ab,53.8158134225169
ztfr,58526.4893633998,,23.9,ab,10.4642946007397
ztfr,58514.4355556001,67.85788850029,23.9,ab,9.79909691927721
ztfr,58511.3806829001,74.982465574365,23.9,ab,7.86340054555727
ztfr,58508.4799883999,,23.9,ab,11.2665263289356
ztfr,58505.5271875001,,23.9,ab,19.7019887925161
ztfr,58502.5273727002,,23.9,ab,10.8730069916329
ztfr,58494.4531366001,,23.9,ab,3.47112539790729
ztfr,58491.5283565,,23.9,ab,6.46175096882587
ztfr,58486.4839814999,,23.9,ab,3.74895251429268
ztfr,58476.5040972,,23.9,ab,7.8088979816637
ztfr,58467.5387037001,,23.9,ab,14.7635103589725
ztfr,58464.5402199002,77.6175391482614,23.9,ab,6.64548987031581
ztfr,58461.5388541999,,23.9,ab,5.27703730222656
ztfr,58447.4891319,,23.9,ab,10.4315690412305
ztfr,58438.5570717999,103.447573077956,23.9,ab,11.1970616352103
ztfr,58432.5534028001,,23.9,ab,10.0006892940562
ztfr,58426.5427199001,57.7297921534967,23.9,ab,8.1875520424597
ztfr,58556.2826272999,79.4475046750791,23.9,ab,9.66538869376442
ztfr,59198.4861226999,,23.9,ab,5.73680679550768
ztfr,58846.4632870001,,23.9,ab,4.50183859347473
ztfr,58851.4731366001,96.9348856986345,23.9,ab,10.5572204239748
ztfr,59221.4268981,,23.9,ab,10.0128821395618
ztfr,59215.4440394002,,23.9,ab,25.5292907181979
ztfr,59206.4857176002,,23.9,ab,29.3547713927662
ztfr,59200.5169676002,,23.9,ab,17.2519583519355
ztfr,59219.4759954,67.3498273595543,23.9,ab,10.6110322720622
ztfr,59203.4847569,84.5865239136609,23.9,ab,10.7297911768921
ztfr,59194.5175116002,,23.9,ab,4.87023335859179
ztfr,59192.5069443998,,23.9,ab,19.913622290643
ztfr,59223.4693866,,23.9,ab,10.1699483602989
ztfr,59188.3843981,,23.9,ab,15.4109627189999
ztfr,59181.4937731,,23.9,ab,9.52686294735836
ztfr,59176.5531366002,83.5352567956481,23.9,ab,10.1564921534575
ztfr,59173.5315856002,,23.9,ab,13.9955564481935
ztfr,59170.5477777999,82.9599359735256,23.9,ab,9.62885681461567
ztfr,59168.5372222001,,23.9,ab,5.07212203555624
ztfr,59165.4858448999,90.065868592844,23.9,ab,11.1399388681875
ztfr,59359.1973494999,,23.9,ab,13.0553937577087
ztfr,59159.4921065001,77.460482914514,23.9,ab,10.5914782034278
ztfr,59184.5100115999,,23.9,ab,7.99448053755294
ztfr,59225.4116551001,,23.9,ab,9.3497311916407
ztfr,59256.3981597,,23.9,ab,5.50856378668408
ztfr,59170.5477777999,82.962122079201,23.9,ab,9.62907752817865
ztfr,59291.3370718001,,23.9,ab,3.50647038361029
ztfr,59281.2911111,91.706518731735,23.9,ab,5.90248641704384
ztfr,59270.3406019001,-95.2620965862031,23.9,ab,10.8479524985439
ztfr,59268.3501619999,,23.9,ab,5.77923017664853
ztfr,59266.3616319001,,23.9,ab,8.33278698877624
ztfr,59264.3715161998,,23.9,ab,3.26430184590278
ztfr,59262.3468749998,,23.9,ab,3.77112010506252
ztfr,59270.3406019001,95.2641048082084,23.9,ab,10.8481877216794
