wavelengths,fluxes
4211.957,3.223864e-17
4214.736,2.6581709999999996e-17
4217.516,2.2302779999999996e-17
4220.2970000000005,1.991922e-17
4223.079000000001,2.7634109999999995e-17
4225.862,3.423957e-17
4228.646,2.859057e-17
4231.431,2.3663040000000003e-17
4234.217000000001,2.807857e-17
4237.004,2.4339380000000002e-17
4239.791,2.914935e-17
4242.58,3.492289e-17
4245.37,2.708625e-17
4248.161,2.669472e-17
4250.952,2.570479e-17
4253.745,3.353913e-17
4256.539000000001,2.180302e-17
4259.333,2.936002e-17
4262.129,3.7571659999999997e-17
4264.925,3.30234e-17
4267.723,3.86662e-17
4270.521,3.42388e-17
4273.32,3.2261690000000003e-17
4276.121,1.940806e-17
4278.9220000000005,3.102745e-17
4281.724,2.359455e-17
4284.527,2.869199e-17
4287.331,3.588534e-17
4290.1359999999995,2.3021839999999998e-17
4292.942,2.1688060000000002e-17
4295.749,2.6312490000000004e-17
4298.557,2.124046e-17
4301.366,2.9242779999999994e-17
4304.175,2.098902e-17
4306.986,2.412353e-17
4309.798,2.849286e-17
4312.61,2.4739760000000002e-17
4315.423,3.321851e-17
4318.238,2.0666320000000002e-17
4321.053,4.457720999999999e-17
4323.869000000001,2.3351159999999997e-17
4326.686,2.414271e-17
4329.504,2.172635e-17
4332.323,3.0966129999999995e-17
4335.143,3.0690800000000003e-17
4337.964,3.106268e-17
4340.785,3.4077870000000005e-17
4343.608,3.052231e-17
4346.432,2.1967260000000003e-17
4349.255999999999,2.859714e-17
4352.081,2.858752e-17
4354.907,2.67192e-17
4357.735,3.4726690000000004e-17
4360.563,2.5723989999999995e-17
4363.392,3.228899e-17
4366.221,3.515782e-17
4369.052,3.197406e-17
4371.884,2.323838e-17
4374.715999999999,2.656942e-17
4377.55,2.579535e-17
4380.384,2.6816659999999998e-17
4383.219,2.104061e-17
4386.055,2.098909e-17
4388.892,3.48556e-17
4391.73,2.611507e-17
4394.569,2.7708449999999997e-17
4397.407999999999,2.5313779999999996e-17
4400.249,3.0981909999999995e-17
4403.09,2.570437e-17
4405.933,2.2648289999999996e-17
4408.776,3.014929e-17
4411.62,3.1351119999999996e-17
4414.465,2.4093850000000004e-17
4417.31,2.23516e-17
4420.157,3.005941e-17
4423.005,2.819235e-17
4425.853,3.756001e-17
4428.702,2.3539189999999997e-17
4431.552,2.915318e-17
4434.403,2.7287640000000002e-17
4437.255,2.5159929999999996e-17
4440.108,2.257333e-17
4442.962,2.815836e-17
4445.816,2.576621e-17
4448.670999999999,2.483351e-17
4451.527,2.4754250000000004e-17
4454.384,3.7223959999999993e-17
4457.242,2.616902e-17
4460.101,2.9390949999999997e-17
4462.960999999999,3.4659609999999995e-17
4465.821,2.654425e-17
4468.682,2.5019940000000002e-17
4471.544,1.287333e-17
4474.407,2.5007870000000003e-17
4477.271,3.4216290000000007e-17
4480.1359999999995,2.069692e-17
4483.001,3.0415209999999996e-17
4485.8679999999995,1.815592e-17
4488.735,3.2793509999999996e-17
4491.603,2.259999e-17
4494.472,2.274897e-17
4497.340999999999,3.0515770000000004e-17
4500.212,3.132345e-17
4503.083,3.231053e-17
4505.955,2.6533140000000005e-17
4508.8279999999995,1.6789790000000002e-17
4511.702,2.5020920000000002e-17
4514.577,2.4962820000000004e-17
4517.452,1.996677e-17
4520.3279999999995,2.249539e-17
4523.205,1.990132e-17
4526.083,2.6889009999999997e-17
4528.962,2.5384659999999998e-17
4531.842000000001,3.256992e-17
4534.722,2.9598990000000006e-17
4537.603,2.5347370000000004e-17
4540.485,2.562851e-17
4543.3679999999995,2.3367449999999998e-17
4546.252,2.385313e-17
4549.1359999999995,2.49577e-17
4552.021,2.6292540000000003e-17
4554.907,3.2345079999999996e-17
4557.794,2.920065e-17
4560.682,2.5486979999999997e-17
4563.57,3.574374e-17
4566.459,1.785431e-17
4569.349,2.85539e-17
4572.24,2.3461550000000004e-17
4575.1320000000005,2.4963499999999998e-17
4578.024,3.0260929999999997e-17
4580.918,2.4490649999999998e-17
4583.812,2.895371e-17
4586.706,2.080165e-17
4589.602,3.4574949999999996e-17
4592.498,3.104812e-17
4595.396,3.35634e-17
4598.294,2.7524640000000004e-17
4601.192,3.2501959999999996e-17
4604.092000000001,2.5349640000000002e-17
4606.992,3.2248270000000004e-17
4609.893,2.7544479999999998e-17
4612.795,2.5445849999999998e-17
4615.698,2.5662460000000005e-17
4618.601,2.035536e-17
4621.505,3.262521e-17
4624.41,2.760591e-17
4627.316,2.8091719999999996e-17
4630.223,2.938813e-17
4633.13,2.236554e-17
4636.038,2.469712e-17
4638.947,3.5382709999999994e-17
4641.856,3.100693e-17
4644.767,2.831518e-17
4647.678,2.806551e-17
4650.59,2.905562e-17
4653.502,2.82217e-17
4656.416,2.3709639999999998e-17
4659.33,3.4028990000000005e-17
4662.245,2.2002640000000002e-17
4665.16,3.057942e-17
4668.077,1.958677e-17
4670.994000000001,3.1168049999999996e-17
4673.912,2.753277e-17
4676.831,2.215315e-17
4679.75,2.389565e-17
4682.67,2.0053529999999997e-17
4685.590999999999,3.2170809999999997e-17
4688.513,3.013218e-17
4691.435,2.587935e-17
4694.358,2.445456e-17
4697.282,2.892882e-17
4700.207,2.6059499999999996e-17
4703.1320000000005,2.6916040000000003e-17
4706.058,2.721616e-17
4708.985,2.6128029999999996e-17
4711.912,2.348131e-17
4714.840999999999,2.6732050000000003e-17
4717.77,2.793413e-17
4720.6990000000005,3.3239259999999996e-17
4723.63,2.482532e-17
4726.561,2.6621729999999998e-17
4729.4929999999995,1.394573e-17
4732.4259999999995,3.25309e-17
4735.359,3.208088e-17
4738.293,3.3614099999999994e-17
4741.228,3.11671e-17
4744.164000000001,1.807172e-17
4747.1,3.189691e-17
4750.037,2.95433e-17
4752.974,2.6842459999999997e-17
4755.913,3.289309e-17
4758.852,2.6453860000000002e-17
4761.792,1.225774e-17
4764.732,2.486226e-17
