field,filter,limmag
6155,desg,24.781024169921874
6155,desr,24.165602350234984
6155,desz,23.174474430084228
6156,desg,24.72278928756714
6156,desr,24.21495795249939
6156,desz,23.36836881637573
6159,desg,24.77913535513529
6159,desr,24.166641421434356
6159,desz,23.152858268923875
6160,desg,24.75254533349014
6160,desr,24.26719070062405
6160,desz,22.94895534980588
6162,desg,24.698550315130326
6162,desr,24.412938980829146
6162,desz,23.098171506609237
6163,desg,24.245794156702555
6163,desr,23.91953691622106
6163,desz,23.050266126307047
6164,desg,24.628330975044065
6164,desr,24.356480668230756
6164,desz,23.272719592582888
6167,desg,24.620316389130384
6167,desr,24.038569613200863
6167,desz,23.171920590284394
6168,desg,20.174758630640365
6168,desr,23.87797364955995
6168,desz,23.022141107698765
6169,desg,24.38700978348895
6169,desr,24.150997440989425
6169,desz,23.013727420713842
6170,desg,24.66461338996887
6170,desr,24.034502696990966
6170,desz,23.296791791915894
6171,desz,22.775917768478394
6172,desg,24.947326705569314
6172,desr,24.46357418241955
6172,desz,23.25742312840053
6173,desg,20.78711462020874
6173,desz,22.716839703646574
6175,desg,24.62593986874535
6175,desr,24.130739257449196
6175,desz,23.189248629978724
6176,desg,24.585263135956556
6176,desr,23.9114451059481
6176,desz,22.69148063659668
6177,desg,24.80998620754335
6177,desr,24.203103879602946
6177,desz,23.40828863004359
6180,desg,24.850187347048806
6180,desr,24.311055501302082
6180,desz,23.14764944712321
6181,desg,24.626132267277416
6181,desr,21.90088402352682
6181,desz,22.7736929916754
6182,desz,22.521770477294922
6183,desg,24.154690074920655
6183,desr,23.77211570739746
6183,desz,23.312250232696535
6184,desg,24.58430969424364
6184,desr,24.057639145269626
6184,desz,23.200590971039563
6185,desg,24.72349530597066
6185,desr,24.151369405347246
6185,desz,23.240518836087958
6188,desg,24.65382966329885
6188,desr,24.18585768411326
6188,desz,23.20459738443064
6189,desg,24.57049583807224
6189,desr,24.02053256151153
6189,desz,23.082092424718343
6190,desg,25.18643469559519
6190,desr,24.649982602972734
6190,desz,23.56913305583753
6191,desz,22.858919143676758
6193,desg,24.816225638756386
6193,desr,24.238114968324318
6193,desz,23.24530386313414
6194,desg,24.46587481498718
6194,desr,20.903224050998688
6194,desz,22.99029173851013
6196,desg,24.278837070908658
6196,desr,23.906832096188566
6196,desz,23.20446338209995
6197,desg,23.650317494462175
6197,desr,23.60277664370653
6197,desz,22.791322056840105
6198,desg,24.698266744613647
6198,desr,24.16017065048218
6198,desz,23.14259543418884
6201,desg,24.596693420410155
6201,desr,23.89702191352844
6201,desz,23.395879459381103
6202,desg,24.741883254632718
6202,desr,23.654145636209627
6202,desz,23.081978030321075
6203,desg,24.25140269209699
6203,desr,24.159145959993687
6203,desz,22.825085011924184
6204,desg,22.732955888260243
6204,desr,23.920341536056164
6204,desz,23.059512071831282
6205,desg,20.209771156311035
6205,desr,23.870716139327648
6205,desz,23.036898901296215
6206,desg,24.83719369841785
6206,desr,24.23859382257229
6206,desz,23.280924866839154
6207,desz,22.863177386197176
6209,desg,24.568232691565225
6209,desr,24.27823523587959
6209,desz,23.24409573577171
6210,desg,24.684105431161274
6210,desr,24.015059587432116
6210,desz,22.85773300543064
6211,desg,24.65276864517567
6211,desr,24.163760961488236
6211,desz,23.28059520277866
6214,desg,24.777825611393627
6214,desr,24.23968454686607
6214,desz,23.089313274476588
6215,desg,20.91024763924735
6215,desr,23.813116027087702
6215,desz,23.03890125925948
6217,desg,24.280698031913943
6217,desr,24.080387348082006
6217,desz,23.196395036650866
6218,desg,24.41746039390564
6218,desr,24.046794891357422
6218,desz,22.738302564620973
6219,desg,24.80249541845077
6219,desr,24.212971858489208
6219,desz,23.3238647656563
6222,desg,24.735123071915066
6222,desr,24.10389743707119
6222,desz,23.18404789460011
6223,desg,24.474035835266115
6223,desr,23.975933170318605
6223,desz,22.69628539085388
6224,desg,24.368865537643433
6224,desr,24.026452445983885
6224,desz,23.367834043502807
6225,desg,24.854423189163207
6225,desr,22.934166812896727
6225,desz,23.301558923721313
6226,desz,22.50677769978841
6227,desg,24.796848726272582
6227,desr,24.207476472854616
6227,desz,23.311020803451537
6228,desg,24.334467792510985
6228,desr,23.817982387542724
6228,desz,23.068303632736207
6230,desg,24.82476043701172
6230,desr,24.118787905065023
6230,desz,23.169497280586057
6231,desg,22.05260107252333
6231,desz,22.492374978414396
6232,desg,24.71424012184143
6232,desr,24.221457862854002
6232,desz,23.215395641326904
6235,desg,24.590407580864138
6235,desr,24.045941376104587
6235,desz,23.169630701948957
6236,desg,24.53444871902466
6236,desr,23.48296413421631
6236,desz,22.831332397460937
6237,desg,23.67614154815674
6237,desr,23.391115379333495
6237,desz,22.86322226524353
6238,desg,24.37577464968659
6238,desz,23.475784967111988
6239,desg,24.63790391131145
6239,desr,23.98439891163896
6239,desz,23.336071107445694
6240,desg,24.72314964852682
6240,desr,24.173602267009457
6240,desz,23.24424911126858
6243,desg,24.55732457230731
6243,desr,24.07609720927913
6243,desz,23.307307964417994
6244,desg,24.56773390421053
6244,desr,24.012211357674946
6244,desz,23.089697349362257
6245,desg,24.416865092952076
6245,desr,24.035013664059523
6245,desz,23.354129651697672
6248,desg,24.824177672223346
6248,desr,24.183629896582627
6248,desz,23.19507370925531
6249,desg,24.732762732156893
6249,desr,24.085264717660298
6249,desz,23.0800383498029
6251,desg,24.439829917181108
6251,desr,24.09298224676223
6251,desz,23.14162168048677
6252,desg,24.33173166002546
6252,desr,23.792823246547155
6252,desz,22.78695551554362
6253,desg,24.751854874366938
6253,desr,24.352489915004995
6253,desz,23.242842430292175
6256,desg,24.53858983239462
6256,desr,23.98361525424691
6256,desz,23.148667934329012
6257,desg,24.74461796170189
6257,desr,24.42449224562872
6257,desz,23.195756276448567
6258,desg,24.428463337033293
6258,desr,24.18305472440498
6258,desz,22.916553319886674
6259,desg,24.290845088469677
6259,desr,23.61787976974096
6259,desz,23.132777923192734
6260,desg,22.64235930972629
6260,desr,22.276199287838406
6260,desz,23.30303485576923
6261,desg,25.078576161311222
6261,desr,24.582619251349033
6261,desz,23.145620688413963
6262,desg,20.549094953035052
6262,desz,22.697452914330267
6264,desg,24.61573800808046
6264,desr,24.257932244277583
6264,desz,23.230235309135622
6265,desg,24.59869016602982
6265,desr,23.5308455977329
6265,desz,22.608649231666742
6266,desg,24.756789277239545
6266,desr,24.287495031589415
6266,desz,23.337601731463177
6269,desg,24.78992872971755
6269,desr,24.269222846397987
6269,desz,21.796707740196815
6270,desg,24.765874723108805
6270,desz,22.901146772431165
6272,desg,24.593136742001487
6272,desr,24.214987028212775
6272,desz,23.404874029613676
6273,desg,24.47182019551595
6273,desr,24.250546088585487
6273,desz,23.024824827145306
6274,desg,24.7480803444272
6274,desr,24.14651548294794
6274,desz,23.285329319181898
6277,desg,24.653586673736573
6277,desr,24.099760866165163
6277,desz,23.22625675201416
6278,desg,24.744605382283527
6278,desr,23.88085986406375
6278,desz,22.902441856188652
6279,desg,25.24407109760103
6279,desr,24.775091398329963
6279,desz,23.435371807643346
6280,desr,22.001153628031414
6282,desg,24.818584721262862
6282,desr,24.17877676428818
6282,desz,23.2567422913342
6283,desz,22.713377882794635
6285,desg,24.686828706322647
6285,desr,24.127702992136886
6285,desz,23.233963198778106
6286,desg,24.357155799865723
6286,desr,23.599304103851317
6286,desz,22.11058964729309
6287,desg,24.66381969451904
6287,desr,24.1575138092041
6287,desz,23.263036584854127
6290,desg,24.48543050812512
6290,desr,23.95426475710985
6290,desz,23.272580681777583
6291,desg,24.449305020845852
6291,desr,24.19961034334623
6291,desz,23.18019006191156
6292,desg,24.43436222541623
6292,desr,24.237709929303424
6292,desz,23.192508790551162
6293,desr,23.47321801185608
6293,desz,23.195615386962892
6294,desg,24.33432488214402
6294,desr,22.7608034043085
6294,desz,21.710765202840168
6295,desg,24.760571432113647
6295,desr,24.217445182800294
6295,desz,23.2562433719635
6296,desz,22.87498977661133
6298,desg,24.723936943780807
6298,desr,24.301410447983514
6298,desz,23.24797471364339
6299,desg,24.744770765304565
6299,desr,24.117796421051025
6299,desz,23.28138360977173
6300,desg,24.56433580088061
6300,desr,24.129892704098722
6300,desz,23.256731476894643
6303,desg,24.638305807113646
6303,desr,24.15568494796753
6303,desz,23.182970142364503
6304,desg,22.36619167327881
6304,desr,23.89549231529236
6304,desz,22.92318630218506
6306,desg,24.148801850109564
6306,desr,23.888540826192717
6306,desz,23.20888421593643
6307,desg,24.47434792518616
6307,desr,23.847104024887084
6307,desz,23.108852767944335
6308,desg,24.73024782320348
6308,desr,24.370719072295397
6308,desz,23.300005610396223
6311,desg,24.697731653849285
6311,desr,24.117175056820823
6311,desz,23.19626403990246
6312,desg,24.462980456468536
6312,desr,23.795368055017985
6312,desz,22.769070043796447
6313,desg,24.43549780845642
6313,desr,24.072283124923707
6313,desz,23.156460666656493
6314,desg,24.638608374246736
6314,desr,24.089198089227445
6314,desz,23.031816715147436
6315,desz,22.910078699995832
6316,desg,24.69767589103885
6316,desr,24.207558515595228
6316,desz,23.279512265833414
6317,desg,24.714945816412204
6317,desr,23.772353242083295
6317,desz,23.257635442222035
6319,desg,24.70928643389446
6319,desr,24.11454624082984
6319,desz,23.21785261572861
6320,desg,24.52151098916697
6320,desr,23.819723528484964
6320,desz,22.73795087947402
6321,desg,24.765990792251216
6321,desr,24.12651824951172
6321,desz,23.27147474521544
6324,desg,24.69054378607334
6324,desr,24.207477422860954
6324,desz,23.178965103931915
6325,desg,24.65456603822254
6325,desr,22.00333159310477
6325,desz,22.971916698274157
6326,desz,22.620546340942383
6327,desg,22.127439653551257
6327,desr,21.922272553315032
6327,desz,23.32079232044709
6328,desg,24.72457547187805
6328,desr,24.140694284439085
6328,desz,23.139175844192504
6329,desg,24.714370972070938
6329,desr,24.09331346169496
6329,desz,23.328728798108223
6332,desg,24.750677063351585
6332,desr,24.195127578008744
6332,desz,23.254074959527877
6333,desg,24.595225377516314
6333,desr,24.066083387895063
6333,desz,23.10475639863448
6334,desg,24.752783379903654
6334,desr,24.24562844997499
6334,desz,23.37277012336545
6337,desg,24.74267607468825
6337,desr,24.252014306875374
6337,desz,23.26200387416742
6338,desg,24.683239482697985
6338,desr,20.662676122453476
6338,desz,23.07960374014718
6340,desg,24.312857151031494
6340,desr,24.079237937927246
6340,desz,23.17402067184448
6341,desg,24.387796306610106
6341,desr,23.72805252075195
6341,desz,22.78530650138855
6342,desg,24.804367928277877
6342,desr,24.26412536984398
6342,desz,23.119384856451127
6345,desg,24.69856648218064
6345,desr,24.106222288949148
6345,desz,23.211188679649716
6346,desg,24.803679489507907
6346,desr,24.168033925498403
6346,desz,23.36508336881312
6347,desg,24.351917934417724
6347,desr,24.17864856719971
6347,desz,22.652482986450195
6348,desg,22.57579859291635
6348,desr,24.192347735893435
6348,desz,23.051380576156987
6349,desg,23.9575458873402
6349,desr,24.1386399269104
6349,desz,23.217791427265514
6350,desg,24.793930751521412
6350,desr,24.2239138440388
6350,desz,23.225143246534394
6351,desz,22.956400010643936
6353,desg,24.65599906735304
6353,desr,24.150893653311382
6353,desz,23.184572126807236
6354,desg,24.857525235130673
6354,desr,24.15098185766311
6354,desz,22.827322324117024
6355,desg,24.768542871242616
6355,desr,24.227211928949124
6355,desz,23.420984082105683
6358,desg,24.80527621943776
6358,desr,24.25955069937357
6358,desz,23.117742398890055
6359,desg,24.69925685261571
6359,desr,24.300528637198514
6359,desz,23.241282440895258
6361,desg,24.742608419278774
6361,desr,24.355293692612065
6361,desz,23.274417272428188
6362,desg,24.349765323457262
6362,desr,24.129964556012833
6362,desz,22.816827637808665
6363,desg,24.810914357503254
6363,desr,24.183240303626427
6363,desz,23.32790805131961
6366,desg,24.956281941111495
6366,desr,24.355939353384624
6366,desz,23.25872886471632
6367,desg,24.444330168933405
6367,desr,20.25835937108749
6367,desz,22.786804850508528
6368,desg,24.59730218096477
6368,desr,24.173168508017934
6368,desz,23.242741514996784
6369,desz,23.099651947021485
6371,desg,24.840762022064954
6371,desr,24.26166055260635
6371,desz,23.288630229670826
6372,desg,24.398922478280415
6372,desr,24.04569518856886
6372,desz,23.013929971834507
6374,desg,24.74520812034607
6374,desr,24.122632217407226
6374,desz,23.04298644065857
6375,desg,24.151293134689332
6375,desz,22.59211826324463
6376,desg,24.693850786258015
6376,desr,24.216766846485626
6376,desz,23.24481201171875
6379,desg,24.632638002053284
6379,desr,24.06820561335637
6379,desz,23.146417471078728
6380,desg,24.547644498871595
6380,desr,23.65522687028094
6380,desz,23.13249048372594
6381,desg,24.468434197562082
6381,desr,24.02822308313279
6381,desz,23.16486949012393
6382,desg,24.59440172635592
6382,desr,24.172716287466194
6382,desz,24.163125209319286
6383,desg,24.34420073904642
6383,desr,23.740071645597133
6383,desz,23.195422567972322
6384,desg,24.711077294698576
6384,desr,24.17036247253418
6384,desz,23.237354557688644
6387,desg,24.665291390767912
6387,desr,24.355674464528153
6387,desz,23.30412790251941
6388,desg,24.834242750958698
6388,desr,24.065287566766507
6388,desz,23.27121446190811
6389,desg,24.311967165042194
6389,desr,23.947977897448418
6389,desz,23.359101760081757
6392,desg,24.757685098892605
6392,desr,24.119893294114334
6392,desz,23.109325408935547
6393,desg,24.51270929972331
6393,desr,24.033184296045548
6393,desz,22.92645630469689
6395,desg,24.50793345381574
6395,desr,23.800456535525438
6395,desz,23.287158919543756
6396,desg,24.526981782913207
6396,desr,24.10796217918396
6396,desz,23.021677017211914
6397,desg,24.64564746763648
6397,desr,24.316924164934857
6397,desz,23.28462651880776
6400,desg,24.783220291137695
6400,desr,24.037655109312475
6400,desz,23.169420149268174
6401,desg,24.688701583117975
6401,desr,21.640182394730417
6401,desz,23.038209031267865
6402,desg,24.55970269157773
6402,desr,24.184749921162922
6402,desz,22.78341007232666
6403,desg,23.78808710051746
6403,desr,22.46154511941446
6403,desz,22.618009241615855
6404,desg,20.18447314081965
6404,desr,22.591209457034157
6404,desz,23.095335869562057
6405,desg,25.393903684616088
6405,desr,25.004286766052246
6405,desz,23.175464582443237
6406,desg,23.687606671961344
6406,desr,23.86798951683975
6406,desz,22.97989100944705
6408,desg,24.64593133693788
6408,desr,24.18048607430807
6408,desz,23.24863675745522
6409,desg,24.868277386921207
6409,desr,24.130962325305475
6409,desz,22.79773856372368
6410,desg,24.84416271391369
6410,desr,24.282174428304035
6410,desz,23.204705238342285
6413,desg,24.79173233395531
6413,desr,24.251389231000626
6413,desz,22.569783210754395
6414,desg,24.70401719559071
6414,desr,21.62476841239042
6414,desz,23.019883710284567
6416,desg,24.567564382785704
6416,desr,23.852657225073838
6416,desz,23.340486991696242
6417,desg,24.530299186706543
6417,desr,24.12896510532924
6417,desz,23.111149560837518
6418,desg,24.766528594188202
6418,desr,24.09787437243339
6418,desz,23.257267829699394
6421,desg,24.51261429559617
6421,desr,24.036643346150715
6421,desz,23.187207449050177
6422,desg,24.757984347459747
6422,desr,23.798534672434737
6422,desz,23.079009079351657
6423,desg,25.430222999758836
6423,desr,24.910685562505954
6423,desz,23.27679336361769
6426,desg,24.781380118393315
6426,desr,24.197185516357422
6426,desz,23.233790095259504
6427,desg,22.341173701816135
6427,desr,21.772441433322044
6427,desz,22.993408430190314
6429,desg,24.308806371688842
6429,desr,24.19905376434326
6429,desz,23.13164405822754
6430,desg,24.246025457614806
6430,desr,23.750102392057094
6430,desz,22.847235330721226
6431,desg,24.513776597522554
6431,desr,24.109023185003373
6431,desz,23.14923463548933
6434,desg,24.479765558242796
6434,desr,24.049779891967773
6434,desz,23.319361019134522
6435,desg,25.026362037658693
6435,desr,24.11474714279175
6435,desz,23.378909254074095
6436,desg,24.47481695810954
6436,desr,24.301523889814103
6436,desz,23.085324514479865
6437,desg,20.719376588479065
6437,desr,24.33009328842163
6437,desz,23.167196130752565
6438,desg,24.326756779740496
6438,desr,23.959596075662752
6438,desz,22.97857559018019
6439,desg,24.790643226809618
6439,desr,24.240802578809785
6439,desz,23.135149792927066
6440,desz,23.009496538262617
6442,desg,24.711234855651856
6442,desr,24.252297735214235
6442,desz,23.159748458862303
6443,desg,24.71892625857622
6443,desr,24.097990133823494
6443,desz,23.22353407052847
6444,desg,24.578229020281537
6444,desr,24.002089756291088
6444,desz,23.32582752879073
6447,desg,24.847716093063354
6447,desr,24.09634413719177
6447,desz,23.156629943847655
6448,desg,20.723583915016867
6448,desr,23.989205189240284
6448,desz,23.11463003892165
6450,desg,24.368020789567815
6450,desr,23.73731417988622
6450,desz,23.241779504820357
6451,desg,24.262994905797445
6451,desr,23.952359827553355
6451,desz,23.225326072878953
6452,desg,24.734139442443848
6452,desr,24.30007789248512
6452,desz,23.286195346287318
6455,desg,24.732282502310618
6455,desr,24.27154341198149
6455,desz,23.217016447158088
6456,desg,24.56755112438667
6456,desr,23.91545239890494
6456,desz,23.050995663898746
6457,desg,24.359726556917515
6457,desr,24.03489903705876
6457,desz,23.35745192737114
6458,desg,24.566980188543145
6458,desr,24.06022395509662
6458,desz,22.850855625036992
6459,desz,22.711089590321418
6460,desg,24.71000337600708
6460,desr,24.24736695289612
6460,desz,23.581683254241945
6461,desg,23.828286566385408
6461,desz,22.94303707960175
6463,desg,24.75791091010684
6463,desr,24.155157952081588
6463,desz,23.222428412664506
6464,desg,24.41812882423401
6464,desr,23.99960412979126
6464,desz,22.72603325843811
6465,desg,24.753936180701622
6465,desr,24.194249471028645
6465,desz,23.416525669586964
6468,desg,24.526307501444002
6468,desr,24.000471766402082
6468,desz,23.187461062175473
6469,desg,24.74421905335926
6469,desr,23.888585272289458
6469,desz,23.23682199205671
6470,desg,23.39682960510254
6470,desr,22.769949986384464
6470,desz,22.731079541719875
6471,desz,23.285088539123535
6472,desg,24.555945668901717
6472,desr,24.06004624139695
6472,desz,23.09064851488386
6473,desg,24.75877839043027
6473,desr,24.12174084073021
6473,desz,23.289528392610094
6476,desg,24.578110376993816
6476,desr,24.16874617622012
6476,desz,23.34439872560047
6477,desr,24.041169887635768
6477,desz,23.242668105334772
6478,desg,24.38436736130133
6478,desr,24.011570162889434
6478,desz,23.535856665634526
6481,desg,24.78060890379406
6481,desr,24.297090121677943
6481,desz,23.304874238513765
6482,desg,24.700807616824196
6482,desr,24.172653879438126
6482,desz,23.535793440682546
6484,desg,24.632396942529923
6484,desr,23.94565626291128
6484,desz,23.208359791682316
6485,desg,24.64096514383952
6485,desr,23.755370321727934
6485,desz,20.574161343458222
6486,desg,24.748613091402277
6486,desr,24.320358409438022
6486,desz,23.168880551360374
6489,desg,24.642822265625
6489,desr,24.141280057953626
6489,desz,23.217343307122952
6490,desg,24.415141082391507
6490,desr,20.266049315289752
6490,desz,23.164048776393983
6491,desg,24.62622609952601
6491,desr,24.232504681843082
6491,desz,22.586576740916183
6492,desr,23.658713150024415
6492,desz,22.825623178482054
6493,desg,20.658672857284547
6493,desr,23.652510404586792
6493,desz,23.145989179611206
6494,desg,24.857157963078198
6494,desr,24.295621639344752
6494,desz,23.31263114184868
6495,desz,22.583334373705316
6497,desg,24.639434723626998
6497,desr,24.169322558811732
6497,desz,23.30867980775379
6498,desg,24.913972901134954
6498,desr,24.247790127265745
6498,desz,22.914347951005144
6499,desg,24.728274089534107
6499,desr,24.033519744873047
6499,desz,23.216869586851537
6502,desg,24.77228922843933
6502,desr,24.175124883651733
6502,desz,23.09217486381531
6503,desg,24.811801147460937
6503,desr,22.960666751861574
6503,desz,23.302320575714113
6505,desg,24.723070516818908
6505,desr,24.01634006965451
6505,desz,23.258935416617046
6506,desg,24.33166013445173
6506,desr,24.26629402523949
6506,desz,22.769161860148113
6507,desg,24.70850248336792
6507,desr,24.174668502807616
6507,desz,23.28768081665039
6510,desg,24.752001333236695
6510,desr,24.108246660232545
6510,desz,23.233203887939453
6511,desg,24.19077491760254
6511,desz,22.666584968566895
6512,desg,24.89874153137207
6512,desr,24.45916395187378
6512,desz,23.171284627914428
6515,desg,24.82838978767395
6515,desr,24.262971067428587
6515,desz,23.377011394500734
6516,desg,24.459201719702744
6516,desr,23.9709558254335
6516,desz,23.236424795011196
6518,desg,24.545800976636933
6518,desr,24.1603124199844
6518,desz,23.092916023440477
6519,desg,24.323383703464415
6519,desr,24.21098346244998
6519,desz,22.745863844708698
6520,desg,24.68226809501648
6520,desr,24.17225193977356
6520,desz,23.227105331420898
6523,desg,24.62983764090189
6523,desr,24.108295766318715
6523,desz,23.26595864644865
6524,desg,24.789748191833496
6524,desr,24.083505130949476
6524,desz,23.411898476736887
6525,desg,24.650393788407488
6525,desr,24.245767965549376
6525,desz,23.31965162695908
6526,desg,24.579748991059095
6526,desr,23.957077072887884
6526,desz,23.64581377913312
6527,desg,24.41451921917143
6527,desr,23.90384092785063
6527,desz,22.84487819671631
6528,desg,24.7331359569843
6528,desr,24.156258509709286
6528,desz,23.18614030495668
6529,desz,22.789490169949
6531,desg,24.783366081042168
6531,desr,24.336650603856796
6531,desz,23.254521345480896
6532,desg,24.884607362747193
6532,desr,24.053584718704222
6532,desz,23.262905836105347
6533,desg,24.551740646362305
6533,desr,23.95951847803025
6533,desz,23.41159202938988
6536,desg,24.70081383142716
6536,desr,24.13610238295335
6536,desz,23.058026142609425
6537,desg,24.604788398742677
6537,desr,24.281121587753297
6537,desz,23.29432878494263
6539,desg,24.724880170822143
6539,desr,23.758311557769776
6539,desz,23.161979103088377
6540,desg,24.66902369987674
6540,desr,23.909629589173854
6540,desz,23.195443734890077
6541,desg,24.7264443397522
6541,desr,24.304933929443358
6541,desz,23.294392108917236
6544,desg,24.583057355880737
6544,desr,24.126719379425047
6544,desz,23.270921325683595
6545,desg,24.578661155700683
6545,desr,23.79247989654541
6545,desz,23.125475549697875
6546,desg,24.544981241226196
6546,desr,24.07460985183716
6546,desz,23.110383892059325
6547,desg,22.66029221670968
6547,desr,21.964346567789715
6547,desz,21.099644899368286
6548,desz,23.18314035927377
6549,desg,24.772713451850706
6549,desr,24.10613227472073
6549,desz,23.251210375529965
6550,desg,24.0460063457489
6550,desr,24.128915643692018
6550,desz,23.308877420425414
6552,desg,24.543734201570835
6552,desr,24.047897152784394
6552,desz,23.116096077895747
6553,desg,24.905014410251525
6553,desr,24.305322181887743
6553,desz,22.949196094419896
6554,desg,24.76883945465088
6554,desr,24.214726591110228
6554,desz,23.33365159034729
6557,desg,24.66017449207795
6557,desr,24.236953930977062
6557,desz,23.196676009740585
6558,desg,24.71769165411228
6558,desr,24.14046580617021
6558,desz,23.296570475508528
6560,desg,24.690226578130954
6560,desr,23.78104168031274
6560,desz,23.2656818017727
6561,desg,24.563514122596153
6561,desr,23.93812492566231
6561,desz,23.09554794507149
6562,desg,24.759720081236303
6562,desr,24.20301232686857
6562,desz,23.316328002185358
6565,desg,24.571157810299894
6565,desr,24.140953862389853
6565,desz,23.202391646629156
6566,desg,23.92869391441345
6566,desr,24.013790130615234
6566,desz,23.14362006187439
6567,desg,25.1079555604516
6567,desr,24.63882720761183
6567,desz,23.764461703416778
6570,desg,24.820137582174162
6570,desr,24.26273313382777
6570,desz,23.331579115332627
6571,desg,24.60251947728599
6571,desr,24.27763162008146
6571,desz,23.329320116740902
6573,desg,24.462828207015992
6573,desr,23.871024227142335
6573,desz,23.17943925857544
6574,desg,24.477977514266968
6574,desr,23.8544442653656
6574,desz,20.79908782557437
6575,desg,24.68244171142578
6575,desr,24.231197496739828
6575,desz,23.146776106299424
6578,desg,24.789314967830006
6578,desr,24.070651124163373
6578,desz,23.321025987950765
6579,desg,24.955131949448003
6579,desr,24.26699303417671
6579,desz,23.39653912986197
6580,desg,24.62475385898497
6580,desr,24.255101924989283
6580,desz,22.89415996830638
6581,desg,24.002948570251466
6581,desr,24.29169855117798
6581,desz,23.129070043563843
6582,desg,22.31228075027466
6582,desr,22.746828699111937
6582,desz,23.060917388561162
6583,desg,24.827689504623415
6583,desr,24.315858364105225
6583,desz,23.185048389434815
6584,desz,22.442355632781982
6586,desg,24.505520797357327
6586,desr,24.072563357469512
6586,desz,23.11504336101253
6587,desg,24.89009894394293
6587,desr,24.345686517110686
6587,desz,23.2106989883795
6588,desg,24.72472128868103
6588,desr,24.22848629951477
6588,desz,23.23135404586792
6591,desg,24.732921879465987
6591,desr,24.291804616044207
6591,desz,23.16901258142983
6592,desg,24.770699977874756
6592,desr,24.13429970741272
6592,desz,23.55772199630737
6594,desg,24.83120932230135
6594,desr,23.94773655402951
6594,desz,23.233220542349468
6595,desg,24.54622018904913
6595,desr,24.292911211649578
6595,desz,22.958729698544456
6596,desg,24.765954692189286
6596,desr,24.26273815806319
6596,desz,23.260149513802876
6599,desg,24.885111686510918
6599,desr,24.40013528481508
6599,desz,23.27091305072491
6600,desg,24.41665895973764
6600,desr,20.143800408499583
6600,desz,22.97427326295434
6601,desg,24.527500478232778
6601,desr,24.083426452264554
6601,desz,23.170663507973277
6604,desg,24.827920150756835
6604,desr,24.373665618896485
6604,desz,23.66309995651245
6605,desg,24.52584564395067
6605,desr,22.926005944973085
6605,desz,23.225033038999975
6607,desg,24.591043032132664
6607,desr,24.009202516995945
6607,desz,22.903983972011467
6608,desg,24.396537594678925
6608,desr,23.8232336742122
6608,desz,22.790909929973324
6609,desg,24.778607186816988
6609,desr,24.149239994230726
6609,desz,23.637399900527228
6612,desg,24.71191339492798
6612,desr,24.00992622375488
6612,desz,23.255419111251832
6613,desg,24.67764695485433
6613,desr,24.08358587537493
6613,desz,23.3756015868414
6614,desg,22.188766872181613
6614,desr,21.31156131199428
6614,desz,22.897523327877646
6615,desg,24.227090789050592
6615,desr,21.98147134780884
6615,desz,23.336853678633528
6616,desg,24.25312926129597
6616,desr,24.206124189423353
6616,desz,22.990243260453386
6617,desg,24.755637979507448
6617,desr,24.11453757286072
6617,desz,23.161302757263183
6620,desg,24.634691936213795
6620,desr,24.189546445520914
6620,desz,23.332033389952123
6621,desg,24.856538493458817
6621,desr,24.200836414244115
6621,desz,23.344088345039182
6622,desg,24.43866529918852
6622,desr,24.047946294148762
6622,desz,23.48049241020566
6625,desg,24.73608054184332
6625,desr,24.24359703063965
6625,desz,23.065713045073718
6626,desg,24.631636953353883
6626,desr,24.128759622573853
6626,desz,23.378011798858644
6628,desg,24.736511321294877
6628,desr,23.87176277523949
6628,desz,23.40636734735398
6629,desg,24.540897798538207
6629,desr,23.94181752204895
6629,desz,23.025657510757448
6630,desg,24.589259386062622
6630,desr,24.33214979171753
6630,desz,23.135946655273436
6633,desg,24.621210051745905
6633,desr,24.10111278440894
6633,desz,23.28116305281476
6634,desg,24.579910039901733
6634,desr,21.94843797683716
6634,desz,23.245200538635252
6635,desg,24.661455526584533
6635,desr,24.217826936303116
6635,desz,22.858515576618473
6636,desg,24.60323422129561
6636,desr,23.64779281616211
6636,desz,22.905520881094585
6637,desg,21.889969850197815
6637,desr,23.924938690968048
6637,desz,23.275841248341095
6638,desg,24.77939503367354
6638,desr,24.323181477988637
6638,desz,23.256356029975706
6639,desg,22.324500479349275
6639,desr,22.66092344771984
6639,desz,22.884396708288858
6641,desg,24.674831064735972
6641,desr,24.04553557605278
6641,desz,23.265082568657107
6642,desg,24.795997864160782
6642,desr,24.4166447077042
6642,desz,23.168576705150116
6643,desg,24.794614326663133
6643,desr,24.093554892191072
6643,desz,23.289632425075624
6646,desg,24.532075044585437
6646,desr,24.32198887336545
6646,desz,23.223433889993807
6647,desg,24.875490421202123
6647,desr,24.221326455837342
6647,desz,23.25119088335735
6649,desg,24.714928817749023
6649,desr,23.888921976089478
6649,desz,23.402943277359007
6650,desg,24.389249850542118
6650,desr,23.99150520715958
6650,desz,22.798024837787334
6651,desg,24.697114386209627
6651,desr,24.127079521737446
6651,desz,23.26893424987793
6654,desg,24.633673429489136
6654,desr,24.07383003234863
6654,desz,23.16418013572693
6655,desg,24.514122009277344
6655,desr,23.42142198143936
6655,desz,22.997278306542373
6656,desg,25.261645221710204
