field,filter,limmag
3755,desz,22.4521267414093
3756,desg,24.527095985412597
3756,desr,23.996203708648682
3756,desz,22.955299949645998
3758,desg,24.501319249471027
3758,desr,24.206965079674355
3758,desz,23.087549503032978
3761,desg,24.792900232168343
3761,desr,24.079898736415764
3761,desz,23.09811283991887
3762,desz,22.48604954310826
3763,desg,24.36062175471608
3763,desr,23.92158880466368
3763,desz,22.60385857558832
3764,desg,23.610346305661086
3764,desz,22.838309543888744
3766,desg,23.988460308167994
3766,desr,23.519370381425066
3766,desz,22.947583128766315
3769,desg,23.30172190666199
3769,desr,23.978958415985108
3769,desz,23.05993432998657
3771,desg,24.63783816802196
3771,desr,24.019586612016727
3771,desz,23.118612338335087
3772,desr,23.533592087881907
3772,desz,20.384252694936897
3774,desg,24.67469089787181
3774,desr,24.04863115636314
3774,desz,23.19395981765375
3776,desz,22.98013119581269
3777,desg,24.447187787010556
3777,desr,23.2479799361456
3777,desz,22.45186183566139
3778,desz,22.34367361301329
3779,desg,24.593397280065023
3779,desr,22.738291996281323
3779,desz,23.007481458710462
3782,desg,24.554391628358424
3782,desr,24.112731328824673
3782,desz,23.151239255579508
3783,desz,22.598506694886744
3784,desg,24.58890887004573
3784,desr,24.104652683909347
3784,desz,23.025997766634312
3785,desg,24.022871017456055
3785,desr,23.7324321269989
3787,desg,24.748688581513196
3787,desr,24.1401452320378
3787,desz,22.919151027028153
3790,desg,24.667220286833935
3790,desr,24.13276603894356
3790,desz,23.200488701844826
3791,desg,20.725563645362854
3792,desg,24.61533303260803
3792,desr,24.07677388191223
3792,desz,23.112824869155883
3795,desg,24.709224213001338
3795,desr,24.167195608449536
3795,desz,23.086323006208552
3796,desz,22.29251117241092
3797,desg,24.212590682200897
3797,desr,23.750102654481545
3797,desz,22.91143950437888
3798,desg,23.928852961613583
3798,desr,22.76483560219789
3798,desz,23.06727878863995
3800,desg,24.734917989591274
3800,desr,24.175616985414088
3800,desz,23.185167266101374
3803,desg,24.74986992812738
3803,desr,24.017146785084794
3803,desz,23.166783960854136
3804,desz,21.98757421053373
3805,desg,24.558336118372477
3805,desr,24.144861314354873
3805,desz,23.247191359357135
3806,desg,24.216076269382384
3806,desr,23.629808798068908
3806,desz,22.206445554407633
3808,desg,24.78067742324457
3808,desr,24.164405311026226
3808,desz,23.18395033115294
3810,desz,22.368057762704243
3811,desg,24.718283108302526
3811,desr,24.120435623895553
3811,desz,23.004599979945592
3812,desz,22.45013823876014
3813,desg,24.614659425688952
3813,desr,24.10007267463498
3813,desz,23.207446819398463
3816,desg,24.652610824221657
3816,desr,24.125375566028413
3816,desz,23.27792989640009
3817,desz,22.561158180236816
3818,desg,24.548915165226635
3818,desr,24.120746100821147
3818,desz,22.086567163467407
3819,desg,23.129933757166707
3819,desz,22.805204856686476
3821,desg,24.739078242604325
3821,desr,24.188009727291945
3821,desz,23.2256711168987
3824,desg,24.619960648672922
3824,desr,23.99434843517485
3824,desz,22.96462463197254
3825,desz,22.590389060974122
3826,desg,24.576622659509834
3826,desr,24.119821375066582
3826,desz,23.106965628537264
3829,desg,24.750318431854247
3829,desr,24.183224630355834
3829,desz,23.362258005142213
3831,desz,23.1510222752889
3832,desg,23.459910788187166
3832,desr,22.826846471646938
3832,desz,23.105103810628254
3833,desz,22.06140645345052
3834,desg,24.756243263802876
3834,desr,24.07160479847978
3834,desz,23.165531391050756
3837,desg,24.626344122537752
3837,desr,24.07391078297685
3837,desz,23.22912946561488
3838,desz,22.230430323903153
3839,desg,24.23798002847811
3839,desr,23.787648084687024
3839,desz,22.959285456959794
3840,desg,23.067031534706675
3840,desr,20.21020762125651
3840,desz,20.5029509862264
3842,desg,24.692082314264205
3842,desr,24.191811470758346
3842,desz,23.105584462483723
3845,desg,24.542836910340846
3845,desr,24.12506210513231
3845,desz,23.086347533435358
3847,desg,24.61519015462775
3847,desr,24.086449070980674
3847,desz,23.01082063976087
3850,desg,24.701209001762923
3850,desr,24.21712347518566
3850,desz,23.06127157876658
3851,desz,22.17419970035553
3852,desg,24.513382148742675
3852,desr,23.887958908081053
3852,desz,22.8720290184021
3853,desg,24.13510917481922
3853,desz,23.01948374793643
3854,desg,23.656003952026367
3854,desr,23.396221160888672
3854,desz,22.16752052307129
3855,desg,24.780302559457173
3855,desr,24.25628378333115
3855,desz,23.124187004275438
3858,desg,24.693428742258174
3858,desr,24.12737495020816
3858,desz,23.11904269770572
3860,desg,24.556467056274414
3860,desr,24.280649772057167
3860,desz,23.136570954934143
3861,desg,20.937350092707455
3863,desg,24.806246646614962
3863,desr,24.078363950862443
3863,desz,23.20003944219545
3864,desz,22.62998326619466
3865,desg,22.367359288533528
3865,desz,23.048868678864977
3866,desg,24.352371215820312
3866,desr,23.841047105335054
3866,desz,23.06268396831694
3867,desz,22.38091218130929
3868,desg,24.673085747695552
3868,desr,24.163660049438477
3868,desz,23.08050485936607
3871,desg,24.514684630603327
3871,desr,24.084054621254527
3871,desz,23.296401698414872
3872,desz,22.396592639741442
3873,desg,24.51277678353446
3873,desr,24.15619132632301
3873,desz,22.953756922767276
3874,desg,24.02419157028198
3874,desr,23.711867141723634
3874,desz,22.05193519592285
3876,desg,24.92875406218738
3876,desr,24.334863430116236
3876,desz,23.326005656544755
3879,desg,24.59031041463216
3879,desr,24.15754627046131
3879,desz,23.180802299862815
3880,desz,21.671236174447195
3881,desg,24.56280013493129
3881,desr,24.21598547980899
3881,desz,23.15254057021368
3884,desg,24.731977891921996
3884,desr,24.21393322944641
3884,desz,23.101440143585204
3885,desg,22.45631872812907
3885,desz,22.40779911844354
3886,desg,20.219775476763324
3886,desz,22.964580297470093
3887,desg,21.446935252139443
3887,desr,21.644304928026703
3887,desz,23.08456416130066
3888,desz,22.630360921223957
3889,desg,24.734933201859636
3889,desr,24.1229873285061
3889,desz,23.168425164571623
3892,desg,24.77874819437663
3892,desr,24.07782980111929
3892,desz,23.19915160154685
3893,desz,22.64344220412405
3894,desg,24.45703854560852
3894,desr,24.152914905548094
3894,desz,23.041384172439574
3895,desg,22.937263786792755
3895,desr,23.79084466143352
3895,desz,20.020454088846844
3897,desg,24.72039471116177
3897,desr,24.278687100077786
3897,desz,23.207723573196766
3898,desz,22.876256624857586
3899,desz,22.493593717876234
3900,desg,24.5215212659138
3900,desr,23.99297588627513
3900,desz,23.076635128114283
3901,desg,24.054272112639055
3901,desz,22.6767578125
3902,desg,24.690730211211413
3902,desr,24.0566378337581
3902,desz,23.150634021293826
3905,desg,24.683527090610603
3905,desr,24.130913612170097
3905,desz,23.270476952577248
3906,desz,21.96482662821925
3907,desg,24.443414188566663
3907,desr,24.085968335469563
3907,desz,22.640900203159877
3908,desg,24.026913526581556
3908,desz,23.130644681977063
3910,desg,24.772648048400878
3910,desr,24.207417678833007
3910,desz,23.1682195186615
3913,desg,24.642888593673707
3913,desr,24.068164920806886
3913,desz,23.11028218269348
3914,desz,22.418351703219944
3915,desg,24.65598831176758
3915,desr,24.067605352401735
3915,desz,23.154459762573243
3918,desg,24.696211315336683
3918,desr,24.1187618800572
3918,desz,23.126940818060014
3919,desz,22.647249221801758
3920,desr,20.601261138916016
3920,desz,22.959722053713914
3921,desg,21.799455983298166
3921,desr,23.670516395568846
3921,desz,23.26423325538635
3922,desz,22.29751058058305
3923,desg,24.587101075707412
3923,desr,23.97727617403356
3923,desz,23.01042514894067
3926,desg,24.680053571375407
3926,desr,24.090309375669896
3926,desz,23.468341641309785
3927,desz,22.389349937438965
3928,desg,24.567805517287482
3928,desr,24.064907391866047
3928,desz,23.19249725341797
3929,desg,23.893711555294875
3929,desr,23.955927313827885
3929,desz,21.30567791882683
3931,desg,24.711678388642103
3931,desr,24.169543289556735
3931,desz,23.14256249404535
3934,desg,24.483060312271117
3934,desr,24.105980348587035
3934,desz,23.190934944152833
3935,desg,22.915236129760743
3935,desz,22.35272153218587
3936,desg,24.55903517894256
3936,desr,24.097917899107323
3936,desz,23.018226672441532
3939,desg,24.733196845421425
3939,desr,24.25833530915089
3939,desz,23.208036178197617
3940,desz,22.248033380508424
3941,desg,24.202576221563877
3941,desr,23.904410729041466
3941,desz,23.13475564809946
3942,desg,24.04001978824013
3942,desr,23.55797034815738
3942,desz,23.14239085348029
3943,desz,22.434541926664465
3944,desg,24.68402071696956
3944,desr,24.220643764588893
3944,desz,22.99493208164122
3947,desg,24.697990466386845
3947,desr,24.06756968375964
3947,desz,23.030048712705955
3948,desz,22.008274527157056
3949,desg,24.551999208403796
3949,desr,24.234309498856707
3949,desz,23.123485937351134
3950,desg,24.210528516769408
3950,desr,23.077927446365358
3950,desz,21.620770835876463
3952,desg,24.756113936261432
3952,desr,24.18539661314429
3952,desz,23.114348853506694
3953,desz,21.797782811251555
3954,desz,22.49647531055269
3955,desg,24.402103749717153
3955,desr,23.97348352757896
3955,desz,23.10718801544934
3956,desz,21.85560635157994
3957,desg,24.574477967761812
3957,desr,24.12859635126023
3957,desz,23.233944484165736
3960,desg,24.650853474934895
3960,desr,24.091682797386532
3960,desz,23.27826572599865
3961,desz,22.490772002782577
3962,desg,24.603634950591296
3962,desr,24.088340526673854
3963,desg,24.181614542007445
3963,desr,21.171115255355836
3963,desz,22.861638927459715
3965,desg,24.62612465449742
3965,desr,24.166301727294922
3965,desz,23.22136034284319
3968,desg,24.694228263128373
3968,desr,24.08551988147554
3968,desz,22.952292623974028
3969,desz,22.581056753794353
3970,desg,24.601412424227085
3970,desr,24.05868432579971
3970,desz,23.132896097694957
3973,desg,24.76186128941978
3973,desr,24.222742685457554
3973,desz,23.133470395716227
3974,desg,22.593374683010964
3974,desz,21.721130678730628
3975,desg,22.080723762512207
3975,desr,21.36494731903076
3975,desz,23.08571696281433
3976,desg,24.09359093599541
3976,desr,23.58654408122218
3976,desz,23.128773134808206
3977,desz,22.396977295746673
3978,desg,24.690314548771557
3978,desr,24.134319212378525
3978,desz,23.13758808229028
3981,desg,24.691968184251053
3981,desr,24.09803478534405
3981,desz,23.25928648924216
3982,desg,23.00035916204038
3982,desr,21.192506408691408
3982,desz,22.62049836378831
3983,desg,24.564740998404368
3983,desr,24.147398994082497
3983,desz,23.15949753352574
3984,desg,24.092309805063103
3986,desg,24.741411345345632
3986,desr,24.206620670500257
3986,desz,23.13074711390904
3988,desz,22.492761611938477
3989,desg,24.777342508005542
3989,desr,24.004787932994756
3989,desz,23.137933775436046
3990,desg,24.002978515625
3990,desr,23.286170482635498
3990,desz,22.182987467447916
3991,desg,24.648400981251786
3991,desr,24.13271234093643
3991,desz,23.04095486896794
3994,desg,24.69267327444894
3994,desr,24.16330101376488
3994,desz,23.16292867206392
3995,desz,21.069832982243717
3996,desg,24.53585252761841
3996,desr,24.041312789916994
3996,desz,22.920293664932252
3997,desg,24.271257400512695
3997,desz,23.024296785012268
3998,desg,23.72109889984131
3998,desr,23.43362545967102
3998,desz,22.195746183395386
3999,desg,24.74263904208229
3999,desr,24.180121966770717
3999,desz,23.165813854762487
4002,desg,24.749564599990844
4002,desr,24.161035585403443
4002,desz,23.176858520507814
4003,desr,22.324333477020264
4003,desz,21.444911625074305
4004,desg,24.502850580215455
4004,desr,24.018198251724243
4004,desz,23.24479103088379
4005,desg,24.252920370835525
4007,desg,24.819149112701417
4007,desr,24.154096174240113
4007,desz,23.2770956993103
4008,desg,21.171093304951984
4008,desr,20.632814407348633
4008,desz,22.911534533781165
4009,desg,21.560994515052208
4009,desz,23.04124164581299
4010,desg,24.528993368148804
4010,desr,22.993810367584228
4010,desz,23.166657781600954
4011,desz,22.611818499681426
4012,desg,24.708888578414918
4012,desr,24.183227252960204
4012,desz,23.08966727256775
4015,desg,24.633162021636963
4015,desr,24.100147867202757
4015,desz,23.22005376815796
4016,desz,22.370128445509003
4017,desg,24.30278844833374
4017,desr,24.084782314300536
4017,desz,23.075009870529176
4018,desg,23.77183467585866
4018,desr,20.140474021434784
4020,desg,24.75682207433189
4020,desr,24.190663826174852
4020,desz,23.341545244542562
4023,desg,24.538331031799316
4023,desr,24.119532993861608
4023,desz,23.191564423697336
4024,desg,22.26537299156189
4024,desr,20.997998824486366
4025,desg,24.483610105514526
4025,desr,24.098316287994386
4025,desz,23.071607780456542
4028,desg,24.73158808452327
4028,desr,24.227802974421802
4028,desz,23.154914948998428
4029,desg,21.339351317461798
4029,desr,20.613242506980896
4029,desz,22.480090664279075
4030,desg,24.165641319460985
4030,desr,23.505987539523986
4030,desz,22.999305445973466
4031,desg,23.866257923405346
4031,desr,23.692166119087034
4031,desz,23.064454753224442
4032,desz,22.642434067196316
4033,desg,24.710302988688152
4033,desr,24.164996318328075
4033,desz,23.161641927865837
4036,desg,24.667961771895246
4036,desr,23.990926928636505
4036,desz,23.157234238415228
4037,desz,22.48193008249456
4038,desg,24.379181935237003
4038,desr,24.11927785628881
4038,desz,23.15511967585637
4039,desg,24.316422578765124
4039,desr,23.848066097352564
4039,desz,22.188403804127763
4041,desg,24.721973657608032
4041,desr,24.234495544433592
4041,desz,23.169375085830687
4042,desz,23.194211079524113
4043,desz,22.548492871798
4044,desg,24.45064270205614
4044,desr,24.006420786787825
4044,desz,23.16917921857136
4045,desg,22.138040442215768
4045,desz,22.662889015383836
4046,desg,24.659223102387926
4046,desr,24.131771360124862
4046,desz,23.174722762334916
4049,desg,24.627730858035203
4049,desr,24.08449842871689
4049,desz,23.186124755115046
4050,desz,22.94855122339158
4051,desg,24.60788764953613
4051,desr,24.206988668441774
4051,desz,20.863408088684082
4052,desg,24.215480106632885
4052,desr,22.85696005821228
4052,desz,23.12455628557903
4054,desg,24.750683156455434
4054,desr,24.223247062869188
4054,desz,23.29632484622118
4057,desg,24.691649460211032
4057,desr,24.06619392953268
4057,desz,23.23925432344762
4058,desr,23.3511905670166
4058,desz,22.47504324913025
4059,desg,24.567639062570972
4059,desr,24.108684495437977
4059,desz,23.097844057304915
4062,desg,24.83197364807129
4062,desr,24.23616991043091
4062,desz,23.08278374671936
4063,desg,20.921834256913925
4063,desr,23.69000449933504
4063,desz,22.351100670663936
4064,desz,23.08217024191832
4065,desr,23.560179660194798
4065,desz,23.343820270739105
4066,desz,22.683560627262768
4067,desg,24.325731186639693
4067,desr,24.0308750243414
4067,desz,23.02324998946417
4070,desg,24.7133792695545
4070,desr,24.196564084007626
4070,desz,23.262880189078196
4071,desg,22.865057363742736
4071,desz,22.69773771704697
4072,desg,24.580285715502363
4072,desr,24.148511043814725
4072,desz,23.11330804159475
4073,desg,20.459254377028522
4073,desr,22.0062614440918
4073,desz,22.06771723429362
4075,desg,24.713876295089722
4075,desr,24.24844536781311
4075,desz,23.208281326293946
4078,desg,24.769563488843964
4078,desr,23.9910519762737
4078,desz,23.18048919119486
4079,desg,24.08511797587077
4079,desr,22.755794329520985
4079,desz,22.267567316691082
4080,desg,24.408375344625334
4080,desr,24.070186103262554
4080,desz,22.981662098954363
4083,desg,24.683584547042848
4083,desr,24.242685079574585
4083,desz,23.312739086151122
4084,desz,22.72868737941835
4085,desg,24.344075775146486
4085,desr,23.712160873413087
4085,desz,23.096800565719604
4086,desg,24.059679555892945
4086,desr,23.440240001678468
4086,desz,23.03707022666931
4087,desg,20.575584978670687
4087,desr,20.302613284136797
4087,desz,22.65440821647644
4088,desg,24.733466661893406
4088,desr,24.265059495583557
4088,desz,23.119563958583733
4091,desg,24.621197518848238
4091,desr,24.131025495983305
4091,desz,23.18641857873826
4092,desz,22.70210462297712
4093,desg,24.435879218869093
4093,desr,24.025297350999786
4093,desz,23.231511046246784
4094,desg,24.31898522377014
4094,desz,20.607094717025756
4096,desg,24.68477584094536
4096,desr,24.25418076864103
4096,desz,23.179123855218656
4097,desz,23.089466606698384
4098,desz,22.599941160620713
4099,desg,24.482883034682857
4099,desr,23.859212921886908
4099,desz,23.15088997817621
4100,desz,22.798102981165837
4101,desg,24.543349243873774
4101,desr,24.15402585406636
4101,desz,23.202529641084894
4104,desg,24.640873839215534
4104,desr,24.060732864752048
4104,desz,23.25604983073909
4105,desz,22.560484068734304
4106,desg,24.384800375961674
4106,desr,24.24394668020853
4106,desz,22.641242515750047
4107,desg,24.14178409576416
4107,desr,20.947998152838814
4107,desz,22.853022050857543
4109,desg,24.650096257527668
4109,desr,24.1951691309611
4109,desz,23.269313085646857
4112,desg,24.680652385804713
4112,desr,24.122752026813785
4112,desz,22.774910019665228
4113,desg,21.048353452940244
4113,desr,20.564833460627376
4113,desz,22.71489394583353
4114,desg,24.522760963439943
4114,desr,24.00448932647705
4114,desz,23.136828708648682
4117,desg,24.747565060127073
4117,desr,24.24634728780607
4117,desz,23.10448199946706
4118,desr,21.84425539970398
4118,desz,22.84279308319092
4119,desg,24.27555680886293
4119,desr,23.508331983517376
4119,desz,23.240459295419548
4120,desg,24.00347072322194
4120,desr,23.656968698268983
4120,desz,22.94046294979933
4121,desz,22.807590257553827
4122,desg,24.757253469422807
4122,desr,24.150091126907704
4122,desz,23.111588367196017
4125,desg,24.620719861984252
4125,desr,24.079469680786133
4125,desz,23.233327627182007
4126,desg,20.535486950593835
4126,desz,22.9602680683136
4127,desg,24.487921810150148
4127,desr,24.09355001449585
4127,desz,23.235037279129028
4128,desg,23.849817562103272
4128,desr,23.933043003082275
4130,desg,24.72147871808308
4130,desr,24.222918394135267
4130,desz,23.137309144182904
4131,desz,22.998145257273027
4132,desz,22.525704935977334
4133,desg,24.694744461461116
4133,desr,24.09332968059339
4133,desz,23.169940848099557
4134,desg,23.334730911254884
4135,desg,24.63318982938441
4135,desr,24.115039220670376
4135,desz,23.04961618563024
4138,desg,24.70696767171224
4138,desr,24.165434323824368
4138,desz,23.113877712151943
4139,desz,22.712998900302622
