filter,mjd,flux,zp,magsys,fluxerr,ra_unc,dec_unc,ra,dec
ztfr,58540.34365000017,19462.561593612412,25.0,ab,197.18249933062611,0.25,0.22,229.9620659,34.8443188
ztfr,58547.50216000015,16780.310782909568,25.0,ab,170.00761198899443,0.25,0.22,229.9620574,34.8442615
ztfr,58300.31978000002,16749.42876026438,25.0,ab,169.6947346536923,0.25,0.22,229.9620733,34.8442615
ztfr,58285.199219999835,14034.59872921178,25.0,ab,142.18977503129176,0.25,0.22,229.9620602,34.844272
ztfr,58321.234410000034,28602.236939542832,25.0,ab,289.77997264434134,0.25,0.22,229.9620745,34.8442809
ztfr,58580.48089999985,18501.204347718587,25.0,ab,187.4426290888196,0.25,0.22,229.9620582,34.8442676
ztfr,58580.36884000013,15732.581854464699,25.0,ab,159.3926778890781,0.25,0.22,229.9620598,34.8442605
ztfr,58596.300910000224,14138.391390945657,25.0,ab,143.24133735285076,0.25,0.22,229.9620656,34.8442488
ztfr,58534.4606300001,15261.597656254631,25.0,ab,154.62096061529581,0.25,0.22,229.9620074,34.8444216
ztfr,58301.368910000194,17045.11752468475,25.0,ab,172.69046824774955,0.25,0.22,229.962043,34.844272
ztfr,58661.198009999935,15878.153642056157,25.0,ab,160.86752017904323,0.25,0.22,229.9620485,34.844271
ztfr,58230.29236999992,12033.722711826847,25.0,ab,121.9181508639901,0.25,0.22,229.9620667,34.8442762
ztfr,58561.360140000004,15834.341239145762,25.0,ab,160.4236403194472,0.25,0.22,229.9620654,34.8442518
ztfr,58301.350889999885,17980.426951774385,25.0,ab,182.16643828355194,0.25,0.22,229.9620796,34.8442639
ztfr,58596.2999900002,14138.391390945657,25.0,ab,143.24133735285076,0.25,0.22,229.9620571,34.844257
ztfr,58322.276140000205,30535.14593940289,25.0,ab,309.3629975066059,0.25,0.22,229.9620564,34.8443011
ztfr,58573.46144000022,15907.429237502194,25.0,ab,161.1641221988584,0.25,0.22,229.9620543,34.8442603
ztfr,58606.30519999983,14534.496779183173,25.0,ab,147.25442936416314,0.25,0.22,229.9620667,34.8442545
ztfr,58557.43997000018,20118.703951494343,25.0,ab,203.8301232531786,0.25,0.22,229.9620422,34.8442668
ztfr,58475.49317000015,24592.348238462342,25.0,ab,249.15428869654136,0.25,0.22,229.9620511,34.8442531
ztfr,58353.16161999991,16203.170427400004,25.0,ab,164.16038693505848,0.25,0.22,229.9620566,34.8442693
ztfr,58332.27540000016,26767.01855625896,25.0,ab,271.1866879992107,0.25,0.22,229.962061,34.8442706
ztfr,58296.24042000016,15588.344677043906,25.0,ab,157.93135703450153,0.25,0.22,229.962073,34.844266
ztfr,58587.441459999885,26570.51670355073,25.0,ab,269.1958541486026,0.25,0.22,229.9620603,34.844251
ztfr,58538.48444999987,17442.14931561177,25.0,ab,176.7129459916041,0.25,0.22,229.962025,34.844295
ztfr,58321.25613000011,26521.617055078783,25.0,ab,268.7004334992852,0.25,0.22,229.9620656,34.8442778
ztfr,58353.23710000003,15488.166189124828,25.0,ab,156.91641126120058,0.25,0.22,229.962073,34.8442623
ztfr,58575.38113000011,20211.56766960755,25.0,ab,204.77096035453462,0.25,0.22,229.9620648,34.8442528
ztfr,58353.14697000012,16398.34427626538,25.0,ab,166.13776628145877,0.25,0.22,229.9620631,34.8442703
ztfr,58584.3933199998,19301.89727634578,25.0,ab,195.55474897107013,0.25,0.22,229.9620394,34.8442746
ztfr,58324.249470000155,15388.63149819954,25.0,ab,155.90798803631577,0.25,0.22,229.9620666,34.8442743
ztfr,58568.31276000012,14723.125024327193,25.0,ab,149.16549274823768,0.25,0.22,229.962053,34.8443124
ztfr,58302.338930000085,20455.02431109352,25.0,ab,207.23751075263837,0.25,0.22,229.9620504,34.8443318
ztfr,58538.50533000007,17587.333541355714,25.0,ab,178.18386174736816,0.25,0.22,229.9620412,34.8442966
ztfr,58560.38402999984,14060.47524129913,25.0,ab,142.4519396648011,0.25,0.22,229.9620523,34.8442583
ztfr,58297.29000000004,15834.341239145762,25.0,ab,160.4236403194472,0.25,0.22,229.9620657,34.8442758
ztfr,58327.32117999997,16158.461209490011,25.0,ab,163.70742110688593,0.25,0.22,229.9620372,34.8442629
ztfr,58353.17067999998,16099.04076215707,25.0,ab,163.10541030475704,0.25,0.22,229.9620663,34.8442706
ztfr,58572.36911999993,16398.34427626538,25.0,ab,166.13776628145877,0.25,0.22,229.9620484,34.8442508
ztfr,58351.181319999974,15878.153642056157,25.0,ab,160.86752017904323,0.25,0.22,229.9620568,34.8442649
ztfr,58586.36176999984,29133.992225701673,25.0,ab,295.16738456608374,0.25,0.22,229.9620504,34.8442659
ztfr,58353.26277999999,15645.880180405562,25.0,ab,158.5142707634333,0.25,0.22,229.9620538,34.8442615
ztfr,58322.2697399999,31622.776601683792,25.0,ab,320.38219101336193,0.25,0.22,229.9620677,34.8442705
ztfr,58351.14544000011,15488.166189124828,25.0,ab,156.91641126120058,0.25,0.22,229.9620669,34.8442775
ztfr,58585.335400000215,25917.911346159486,25.0,ab,262.58406490246375,0.25,0.22,229.962053,34.8442552
ztfr,58285.30274000019,34072.18616593573,25.0,ab,345.1980764989627,0.25,0.22,229.9620749,34.8442533
ztfr,58301.18671000004,26448.43626854359,25.0,ab,267.95901154809013,0.25,0.22,229.9620605,34.8442908
ztfr,58586.34180000005,31390.627691376612,25.0,ab,318.03020347405084,0.25,0.22,229.9620495,34.8442683
ztfr,58285.17621000018,15303.825321774377,25.0,ab,155.0487849069766,0.25,0.22,229.962037,34.8442781
ztfr,58370.1347099999,15374.464569916903,25.0,ab,155.76445758102744,0.25,0.22,229.9620637,34.8442895
ztfr,58287.29943000013,14845.676750522745,25.0,ab,150.40711017625662,0.25,0.22,229.9620614,34.8442648
ztfr,58323.16635000007,15289.736466907105,25.0,ab,154.90604544269425,0.25,0.22,229.9620655,34.8442869
ztfr,58327.27963999985,16474.03559435753,25.0,ab,166.9046233679349,0.25,0.22,229.9620248,34.8443879
ztfr,58582.46223999979,15790.649727284293,25.0,ab,159.98098525233593,0.25,0.22,229.962067,34.8442593
ztfr,58312.21462000022,31332.85724315589,25.0,ab,317.4449094307759,0.25,0.22,229.9620615,34.84427
ztfr,58547.50124000013,16734.00906839314,25.0,ab,169.53851198138605,0.25,0.22,229.9620534,34.8442627
ztfr,58606.318489999976,14203.651240480123,25.0,ab,143.90250932526828,0.25,0.22,229.9620645,34.8442621
ztfr,58321.21635999996,31217.6351084817,25.0,ab,316.27755083905157,0.25,0.22,229.9620549,34.8442845
ztfr,58567.38330999995,25072.636247771163,25.0,ab,254.02026636441042,0.25,0.22,229.9620634,34.8442526
ztfr,58589.316589999944,15010.667325703695,25.0,ab,152.0786914747253,0.25,0.22,229.9620409,34.844246
ztfr,58589.33291999996,15010.667325703695,25.0,ab,152.0786914747253,0.25,0.22,229.9620301,34.8442484
ztfr,58589.33383999998,15732.581854464699,25.0,ab,159.3926778890781,0.25,0.22,229.9620385,34.8442546
ztfr,58286.28927000007,14859.35642287006,25.0,ab,150.54570405920947,0.25,0.22,229.9620533,34.8442747
ztfr,58288.25963999983,15848.93192461114,25.0,ab,160.57146401743128,0.25,0.22,229.9620585,34.8442681
ztfr,58321.21541999979,31074.20310388586,25.0,ab,314.82438749186446,0.25,0.22,229.9620598,34.8442799
ztfr,58353.138559999876,16657.12328068812,25.0,ab,168.7595532759885,0.25,0.22,229.9620645,34.8442731
ztfr,58295.27538000001,15863.536054785027,25.0,ab,160.71942392879163,0.25,0.22,229.9620682,34.8442766
ztfr,58560.38310999982,14216.73931308004,25.0,ab,144.0351094896536,0.25,0.22,229.96206,34.8442518
ztfr,58334.15713000018,16383.247796286405,25.0,ab,165.9848181898609,0.25,0.22,229.9620537,34.8442736
ztfr,58547.480520000216,17587.333541355714,25.0,ab,178.18386174736816,0.25,0.22,229.962058,34.8442551
ztfr,58567.52876000013,17897.8143940896,25.0,ab,181.32945952707996,0.25,0.22,229.9620664,34.8442529
ztfr,58331.18544000015,14996.84835502374,25.0,ab,151.93868630820373,0.25,0.22,229.9620627,34.8442631
ztfr,58589.341959999874,15545.331940607863,25.0,ab,157.4955788953951,0.25,0.22,229.9620629,34.8442529
ztfr,58583.32311999984,20248.8330653056,25.0,ab,205.14851003251212,0.25,0.22,229.9620731,34.8442814
ztfr,58539.521660000086,17522.658618857076,25.0,ab,177.52861588977862,0.25,0.22,229.9620398,34.8443711
ztfr,58297.29860999994,15776.112696993468,25.0,ab,159.83370515501662,0.25,0.22,229.9620687,34.8442731
ztfr,58558.36054999987,30255.19803872309,25.0,ab,306.52674049732707,0.25,0.22,229.9620491,34.8442761
ztfr,58287.25632000016,15747.078772898496,25.0,ab,159.53955159815382,0.25,0.22,229.9620419,34.8442779
ztfr,58362.14031999977,16413.45466702142,25.0,ab,166.29085530834803,0.25,0.22,229.9620661,34.8442794
ztfr,58508.51618999988,15645.880180405562,25.0,ab,158.5142707634333,0.25,0.22,229.9620593,34.8442712
ztfr,58569.36874999991,14256.075936021878,25.0,ab,144.4336435464164,0.25,0.22,229.9620532,34.8443043
ztfr,58534.42204000009,15602.708686930617,25.0,ab,158.07688419731863,0.25,0.22,229.9620268,34.8443813
ztfr,58295.25186000019,14151.419329314303,25.0,ab,143.37332827482157,0.25,0.22,229.9620714,34.844267
ztfr,58302.32270999998,21359.93860189796,25.0,ab,216.40553628116805,0.25,0.22,229.9620633,34.8443155
ztfr,58541.487809999846,25751.349904103143,25.0,ab,260.89656856346375,0.25,0.22,229.9620227,34.8443858
ztfr,58325.23217999982,15790.649727284293,25.0,ab,159.98098525233593,0.25,0.22,229.9620653,34.8442668
ztfr,58584.33649000013,21998.851090492513,25.0,ab,222.87859794618404,0.25,0.22,229.9620578,34.8442636
ztfr,58311.209100000095,28002.705950106385,25.0,ab,283.7058996938393,0.25,0.22,229.9620448,34.8442801
ztfr,58284.29767000023,25281.334798341133,25.0,ab,256.1346695281528,0.25,0.22,229.9620602,34.8442691
ztfr,58539.35250000004,28549.598169004057,25.0,ab,289.2466695492373,0.25,0.22,229.9620578,34.844267
ztfr,58288.26055999985,15878.153642056157,25.0,ab,160.86752017904323,0.25,0.22,229.9620575,34.8442721
ztfr,58584.36616000021,20492.738583802467,25.0,ab,207.61960817169688,0.25,0.22,229.9620624,34.8442557
ztfr,58332.30466999998,32749.147555557905,25.0,ab,331.79387692068934,0.25,0.22,229.9620446,34.84424
ztfr,58577.42087000003,25989.624211086673,25.0,ab,263.3106147901796,0.25,0.22,229.9620587,34.8442493
ztfr,58547.50316999992,16764.862660738978,25.0,ab,169.85110127867964,0.25,0.22,229.962064,34.8442526
ztfr,58298.27015999984,15776.112696993468,25.0,ab,159.83370515501662,0.25,0.22,229.9620544,34.8442847
ztfr,58327.29685000004,16413.45466702142,25.0,ab,166.29085530834803,0.25,0.22,229.9620419,34.8442677
ztfr,58285.20016000001,15332.041990349142,25.0,ab,155.33465854213995,0.25,0.22,229.9620864,34.8442791
ztfr,58587.386489999946,33511.97319677084,25.0,ab,339.52234913460495,0.25,0.22,229.9620627,34.8442593
ztfr,58505.55023999978,29812.610081722476,25.0,ab,302.0427161763117,0.25,0.22,229.9620525,34.8442644
ztfr,58294.271279999986,32299.812405956247,25.0,ab,327.24149426492244,0.25,0.22,229.962069,34.8442608
ztfr,58286.29981999984,16458.869432193034,25.0,ab,166.75096930002277,0.25,0.22,229.9620693,34.8442589
ztfr,58323.22662999993,14348.285182325875,25.0,ab,145.36784994880398,0.25,0.22,229.9620677,34.8443026
ztfr,58587.40236999979,31361.729165129902,25.0,ab,317.737421683489,0.25,0.22,229.9620642,34.8442591
ztfr,58557.37925000023,23248.771015016475,25.0,ab,235.54200473851867,0.25,0.22,229.9620631,34.8443154
ztfr,58325.26879000012,15191.476984475235,25.0,ab,153.91054183256264,0.25,0.22,229.9620557,34.8442765
ztfr,58574.43072000006,16764.862660738978,25.0,ab,169.85110127867964,0.25,0.22,229.9620627,34.8442604
ztfr,58487.54858999979,29187.708481971455,25.0,ab,295.711604072597,0.25,0.22,229.9620555,34.8442619
ztfr,58286.32207000023,26595.000327215203,25.0,ab,269.4439069079277,0.25,0.22,229.9620632,34.8442662
ztfr,58284.29357999982,25703.957827688646,25.0,ab,260.4164216911761,0.25,0.22,229.9620686,34.8442719
ztfr,58597.33870999981,14138.391390945657,25.0,ab,143.24133735285076,0.25,0.22,229.9620565,34.8442602
ztfr,58556.43744000001,18013.578646691418,25.0,ab,182.50231051852705,0.25,0.22,229.9620606,34.844261
ztfr,58583.35234999983,18741.31239976755,25.0,ab,189.8752536734458,0.25,0.22,229.9620568,34.8442697
ztfr,58573.435510000214,15966.14245993414,25.0,ab,161.75896784069238,0.25,0.22,229.962059,34.8442675
ztfr,58583.35326999985,18862.532453510652,25.0,ab,191.10337942919946,0.25,0.22,229.9620644,34.8442807
ztfr,58543.46409999998,14216.73931308004,25.0,ab,144.0351094896536,0.25,0.22,229.9620578,34.8442619
ztfr,58365.1428700001,22615.177461083626,25.0,ab,229.12283119225452,0.25,0.22,229.9620592,34.8442624
ztfr,58353.23620000016,15718.098282039173,25.0,ab,159.24593939340966,0.25,0.22,229.9620514,34.8442734
ztfr,58639.28146999981,21261.79859862524,25.0,ab,215.4112431591372,0.25,0.22,229.9620655,34.8442591
ztfr,58198.4392599999,16218.100973589299,25.0,ab,164.3116538892986,0.25,0.22,229.9620572,34.8442676
ztfr,58246.27461999981,24888.573182823904,25.0,ab,252.15545453035733,0.25,0.22,229.9620327,34.8443533
ztfr,58198.48169999989,15790.649727284293,25.0,ab,159.98098525233593,0.25,0.22,229.9620589,34.8442783
ztfr,58280.32004000014,16039.8388250842,25.0,ab,162.50561331189493,0.25,0.22,229.9620757,34.8442712
ztfr,58199.33843,21242.224773886992,25.0,ab,215.2129334112254,0.25,0.22,229.9620506,34.8442904
ztfr,58214.35380000016,15631.47642640954,25.0,ab,158.36834093816245,0.25,0.22,229.962061,34.8442849
ztfr,58226.34384000022,18433.168795057547,25.0,ab,186.75333542865476,0.25,0.22,229.9620602,34.8442633
ztfr,58230.29330000002,13867.558288718896,25.0,ab,140.49742577976846,0.25,0.22,229.9620578,34.8442908
ztfr,58222.325610000174,15233.510631495697,25.0,ab,154.33640045017628,0.25,0.22,229.9620558,34.8442842
ztfr,58247.28040000005,30704.356507300683,25.0,ab,311.0773331314803,0.25,0.22,229.9620458,34.8443002
ztfr,58242.31305,15747.078772898496,25.0,ab,159.53955159815382,0.25,0.22,229.9620563,34.8442891
ztfr,58226.30229000002,19915.90289057612,25.0,ab,201.7754697654341,0.25,0.22,229.9620578,34.8442624
ztfr,58222.366619999986,14086.399463612577,25.0,ab,142.71458766847633,0.25,0.22,229.9620599,34.8442825
ztfr,58219.4785699998,18130.091670170244,25.0,ab,183.68274758810907,0.25,0.22,229.9620605,34.8443084
ztfr,58262.31966000004,15516.722739072351,25.0,ab,157.20572836182112,0.25,0.22,229.96208,34.8443148
ztfr,58248.301419999916,28973.435877013213,25.0,ab,293.54072807662243,0.25,0.22,229.9620314,34.8443463
ztfr,58224.42935999995,15431.21065657794,25.0,ab,156.33937343376533,0.25,0.22,229.9620766,34.8443132
ztfr,58198.41706999997,16428.57898137273,25.0,ab,166.44408540039473,0.25,0.22,229.9620672,34.8442685
ztfr,58218.406390000135,18793.168168032684,25.0,ab,190.40062387931755,0.25,0.22,229.9620685,34.8443023
ztfr,58198.38181999978,16919.98602503004,25.0,ab,171.4227141688105,0.25,0.22,229.9620658,34.84427
ztfr,58273.33281000005,18810.485289187043,25.0,ab,190.57607011819027,0.25,0.22,229.9620442,34.8442791
ztfr,58217.37632999988,17799.180203953354,25.0,ab,180.33015961288467,0.25,0.22,229.9620584,34.8442721
ztfr,58258.23252000008,15747.078772898496,25.0,ab,159.53955159815382,0.25,0.22,229.9620888,34.8442868
ztfr,58248.29479000019,25327.947656899934,25.0,ab,256.6069218525635,0.25,0.22,229.9620213,34.8443472
ztfr,58277.27826000005,14494.39191287786,25.0,ab,146.8481119462135,0.25,0.22,229.9620701,34.8442692
ztfr,58219.36603000015,23485.510240588832,25.0,ab,237.94049848064122,0.25,0.22,229.962027,34.8443111
ztfr,58250.25985000003,15776.112696993468,25.0,ab,159.83370515501662,0.25,0.22,229.962061,34.8443456
ztfr,58231.357249999885,14414.513857582117,25.0,ab,146.0388374573891,0.25,0.22,229.9620312,34.8443206
ztfr,58262.305749999825,16734.00906839314,25.0,ab,169.53851198138605,0.25,0.22,229.9620695,34.8443124
ztfr,58276.30121999979,32121.809339879856,25.0,ab,325.43807854861836,0.25,0.22,229.96206,34.844269
ztfr,58247.28133000014,30676.08976917941,25.0,ab,310.79095222299253,0.25,0.22,229.9620639,34.844287
ztfr,58249.28006999986,14588.142602753504,25.0,ab,147.7979352906245,0.25,0.22,229.9619552,34.8444817
ztfr,58276.32153999992,31275.193114079797,25.0,ab,316.8606925465668,0.25,0.22,229.9620637,34.8442716
ztfr,58258.25928999996,14682.499678319873,25.0,ab,148.75390215553153,0.25,0.22,229.962054,34.8443075
ztfr,58222.3896900001,15631.47642640954,25.0,ab,158.36834093816245,0.25,0.22,229.9620654,34.8442928
ztfr,58214.34795999993,15689.171126078567,25.0,ab,158.95286754449583,0.25,0.22,229.9620406,34.844289
ztfr,58272.29790000012,18297.84734295416,25.0,ab,185.38234312579402,0.25,0.22,229.9620794,34.8442779
ztfr,58247.279459999874,30338.911841942718,25.0,ab,307.37487638467786,0.25,0.22,229.962038,34.844286
ztfr,58217.34671000019,19266.374595240795,25.0,ab,195.19485538720065,0.25,0.22,229.9620599,34.8442654
ztfr,58217.43318999978,16489.215731508328,25.0,ab,167.05841902166623,0.25,0.22,229.9620593,34.8442725
ztfr,58214.34702000022,15689.171126078567,25.0,ab,158.95286754449583,0.25,0.22,229.9620688,34.844283
ztfr,58217.387099999934,17186.99695397738,25.0,ab,174.1279018731725,0.25,0.22,229.962072,34.844273
ztfr,58217.43510999996,16158.461209490011,25.0,ab,163.70742110688593,0.25,0.22,229.9620743,34.8442835
ztfr,58257.31637000013,30647.849053700294,25.0,ab,310.5048349596368,0.25,0.22,229.9620733,34.844325
ztfr,58246.25803000014,26326.91674218491,25.0,ab,266.72785172312945,0.25,0.22,229.9620432,34.8443197
ztfr,58222.342970000114,14601.584968117855,25.0,ab,147.93412492767249,0.25,0.22,229.9620568,34.844279
ztfr,58274.35172000015,19570.413414806757,25.0,ab,198.27518651664587,0.25,0.22,229.9620554,34.8442716
ztfr,58219.44503000006,19606.496672265992,25.0,ab,198.6407595094701,0.25,0.22,229.9620777,34.8443312
ztfr,58242.31876999978,15878.153642056157,25.0,ab,160.86752017904323,0.25,0.22,229.9620735,34.8442878
ztfr,58226.32168000005,19124.93641844208,25.0,ab,193.76189225602212,0.25,0.22,229.9620514,34.8442684
ztfr,58248.27443000022,17060.823890031243,25.0,ab,172.8495953163795,0.25,0.22,229.9620594,34.844297
ztfr,58219.38891999982,22141.141120912638,25.0,ab,224.3201915253807,0.25,0.22,229.9620489,34.844325
ztfr,58221.2826299998,14750.271017597594,25.0,ab,149.4405189709743,0.25,0.22,229.9620455,34.8443086
ztfr,58276.28280999977,24547.089156850285,25.0,ab,248.69575199330475,0.25,0.22,229.9620746,34.8442656
ztfr,58218.32213000022,22366.601494661794,25.0,ab,226.604414996276,0.25,0.22,229.96207,34.8442674
ztfr,58255.27798999986,23790.304458806262,25.0,ab,241.0284828366862,0.25,0.22,229.9620523,34.8442941
ztfr,58278.25750999991,15588.344677043906,25.0,ab,157.93135703450153,0.25,0.22,229.9620638,34.8442684
ztfr,58269.34229000006,14454.39770745928,25.0,ab,146.44291567514475,0.25,0.22,229.9620692,34.8442744
ztfr,58250.26077000005,15834.341239145762,25.0,ab,160.4236403194472,0.25,0.22,229.962065,34.8443379
ztfr,58271.19627000019,19806.147089717397,25.0,ab,200.66349264848253,0.25,0.22,229.9620619,34.8442828
ztfr,58218.3640399999,20492.738583802467,25.0,ab,207.61960817169688,0.25,0.22,229.9620592,34.8442755
ztfr,58257.25457999995,17947.336268325285,25.0,ab,181.83118417860447,0.25,0.22,229.9620555,34.8442837
ztfr,58270.32395000011,15645.880180405562,25.0,ab,158.5142707634333,0.25,0.22,229.9620593,34.8442617
ztfr,58224.34867999982,15747.078772898496,25.0,ab,159.53955159815382,0.25,0.22,229.962026,34.8443059
ztfr,58230.27408999996,23550.49283896009,25.0,ab,238.5988615177066,0.25,0.22,229.9620581,34.8442572
ztfr,58269.20863999985,16353.096517445854,25.0,ab,165.67934429367318,0.25,0.22,229.9620629,34.8442771
ztfr,58255.27891999995,23205.984615989197,25.0,ab,235.1085197084533,0.25,0.22,229.9620452,34.8442953
ztfr,58219.35122000007,24210.2904673618,25.0,ab,245.2835183546241,0.25,0.22,229.9620666,34.8442914
ztfr,58271.17175999982,20682.355559317646,25.0,ab,209.54068875339524,0.25,0.22,229.9619781,34.8443664
ztfr,58279.25931000011,15878.153642056157,25.0,ab,160.86752017904323,0.25,0.22,229.9620541,34.8442623
ztfr,58273.34238999989,18416.199035246715,25.0,ab,186.58140843762402,0.25,0.22,229.9620688,34.8442823
ztfr,58216.36714000022,16474.03559435753,25.0,ab,166.9046233679349,0.25,0.22,229.9620549,34.8443193
ztfr,58255.31618000008,21301.000374112522,25.0,ab,215.8084110258438,0.25,0.22,229.9620208,34.8443564
ztfr,58218.34218000015,21301.000374112522,25.0,ab,215.8084110258438,0.25,0.22,229.9620481,34.8442801
ztfr,58218.45177999977,17171.174432444528,25.0,ab,173.96759798272345,0.25,0.22,229.9620594,34.8442921
ztfr,58226.30134999985,19989.41111235663,25.0,ab,202.52020908570879,0.25,0.22,229.9620481,34.8442624
ztfr,58244.338399999775,17092.28005234332,25.0,ab,173.16828947563556,0.25,0.22,229.9620676,34.8442869
ztfr,58226.36340000015,17346.026278792873,25.0,ab,175.73908751197723,0.25,0.22,229.9620552,34.8442849
ztfr,58262.35770000005,15732.581854464699,25.0,ab,159.3926778890781,0.25,0.22,229.9620606,34.8443545
ztfr,58257.35729000019,25118.864315095823,25.0,ab,254.48862022474157,0.25,0.22,229.962054,34.8443072
ztfr,58246.25307000009,26964.973635434224,25.0,ab,273.19224503132205,0.25,0.22,229.9620509,34.8443171
ztfr,58218.39270999981,19516.413002858306,25.0,ab,197.7280881225489,0.25,0.22,229.9620643,34.8442798
ztfr,58252.39877999993,15805.200152842584,25.0,ab,160.1284010621258,0.25,0.22,229.9620635,34.8442641
ztfr,58222.36756000016,14008.769839545832,25.0,ab,141.928092878366,0.25,0.22,229.962073,34.8442833
ztfr,58281.323160000145,16565.326493180175,25.0,ab,167.8295256481104,0.25,0.22,229.9620717,34.8442706
ztfr,58283.22875999985,26964.973635434224,25.0,ab,273.19224503132205,0.25,0.22,229.9620557,34.8442679
ztfr,58272.31882999977,17076.544728138753,25.0,ab,173.0088690139707,0.25,0.22,229.9620464,34.8442745
ztfr,58255.266549999826,24344.451836922017,25.0,ab,246.6427574268429,0.25,0.22,229.9620522,34.8442786
ztfr,58256.26118999999,30310.9815358405,25.0,ab,307.0919039949534,0.25,0.22,229.9620704,34.844297
ztfr,58258.26023000013,14454.39770745928,25.0,ab,146.44291567514475,0.25,0.22,229.962058,34.8443111
ztfr,58198.36455000006,17587.333541355714,25.0,ab,178.18386174736816,0.25,0.22,229.9620691,34.8442759
ztfr,58257.36409999989,24957.437948315743,25.0,ab,252.85314925621265,0.25,0.22,229.962068,34.8443072
ztfr,58245.34482000023,18264.172487743563,25.0,ab,185.04117055798565,0.25,0.22,229.9620844,34.8443514
ztfr,58258.24852999998,15261.597656254631,25.0,ab,154.62096061529581,0.25,0.22,229.9620524,34.8442854
ztfr,58224.43029000005,15732.581854464699,25.0,ab,159.3926778890781,0.25,0.22,229.962078,34.8443014
ztfr,58222.34390999982,14628.50686999855,25.0,ab,148.20688079662818,0.25,0.22,229.962059,34.8442763
ztfr,58244.33590999991,16857.765178289763,25.0,ab,170.7923314716663,0.25,0.22,229.9620804,34.8442971
ztfr,58261.30284000002,17092.28005234332,25.0,ab,173.16828947563556,0.25,0.22,229.9620957,34.844409
ztfr,58219.36697999993,23120.64790175594,25.0,ab,234.24394150191856,0.25,0.22,229.9620412,34.8443231
ztfi,58574.403690000065,13765.753865094157,25.0,ab,152.14473495599566,0.25,0.22,229.9620554,34.8442729
ztfi,58332.21352999983,10854.254493068276,25.0,ab,119.96565456399016,0.25,0.22,229.9620604,34.8442745
ztfi,58280.27891999995,12189.895989248673,25.0,ab,134.72770998239176,0.25,0.22,229.9620661,34.8442733
ztfi,58209.46553000016,13440.022630821635,25.0,ab,148.5446202952979,0.25,0.22,229.9620432,34.8443286
ztfi,58227.3615199998,15907.429237502194,25.0,ab,175.81540603511826,0.25,0.22,229.9620633,34.8443196
ztfi,58300.22796999989,17123.794212449284,25.0,ab,189.25916861700975,0.25,0.22,229.962071,34.8442682
ztfi,58229.32276999997,32779.324530022815,25.0,ab,362.2904848896756,0.25,0.22,229.9620544,34.8442901
ztfi,58284.27339000022,27976.926378546545,25.0,ab,309.2124187648515,0.25,0.22,229.9620669,34.8442711
ztfi,58202.38114000019,33450.29868260137,25.0,ab,369.7063653134311,0.25,0.22,229.9620553,34.8442919
ztfi,58234.44066999992,12100.407608569561,25.0,ab,133.73864784358736,0.25,0.22,229.9620694,34.8442908
ztfi,58210.394439999945,20174.37085611925,25.0,ab,222.97538782756902,0.25,0.22,229.9620513,34.844283
ztfi,58547.41726000002,15980.854594730941,25.0,ab,176.62693307708753,0.25,0.22,229.9620522,34.8442868
ztfi,58574.36184999999,15531.020752328475,25.0,ab,171.6551856960666,0.25,0.22,229.9620491,34.8442514
ztfi,58211.447439999785,20720.488977590074,25.0,ab,229.01130839248145,0.25,0.22,229.9620669,34.844335
ztfi,58259.39678000007,30060.76302628235,25.0,ab,332.2438326320779,0.25,0.22,229.962062,34.8442834
ztfi,58334.17849999992,12011.57617937579,25.0,ab,132.75684660096024,0.25,0.22,229.9620369,34.8443302
ztfi,58272.25325000007,16069.412530128788,25.0,ab,177.60571155456128,0.25,0.22,229.96207,34.8442893
ztfi,58230.36051000003,35481.33892335753,25.0,ab,392.1542517236603,0.25,0.22,229.9620819,34.8442702
ztfi,58276.26220000023,12918.140390030572,25.0,ab,142.7765645838896,0.25,0.22,229.962068,34.8442702
ztfi,58229.320789999794,32900.31075247056,25.0,ab,363.62767404241174,0.25,0.22,229.9620596,34.8442922
ztfi,58327.16455999995,16795.77313988085,25.0,ab,185.63374572807854,0.25,0.22,229.9620657,34.8442816
ztfi,58588.31386000011,11770.637907805694,25.0,ab,130.0938984015347,0.25,0.22,229.9620521,34.8442613
ztfi,58232.2927600001,12000.518202042658,25.0,ab,132.63462931834815,0.25,0.22,229.9620703,34.8442628
ztfi,58295.19505000021,12280.046179887906,25.0,ab,135.72408671522132,0.25,0.22,229.9620563,34.8442877
ztfi,58283.27762999991,20530.522392794705,25.0,ab,226.91172009695953,0.25,0.22,229.9620565,34.8442788
ztfi,58511.48983999994,16764.862660738978,25.0,ab,185.29211048583232,0.25,0.22,229.9620528,34.8442798
ztfi,58297.22832000023,11967.405313072442,25.0,ab,132.26865214300614,0.25,0.22,229.9620676,34.8442738
ztfi,58301.27960000001,17282.238729497647,25.0,ab,191.01036214319075,0.25,0.22,229.9620638,34.844273
ztfi,58258.33668999979,31332.85724315589,25.0,ab,346.30353756084645,0.25,0.22,229.9620624,34.8443016
ztfi,58572.386080000084,12167.462039791297,25.0,ab,134.47976080883697,0.25,0.22,229.9620576,34.8442597
ztfi,58608.322720000055,12111.557629827348,25.0,ab,133.8618824332542,0.25,0.22,229.9620697,34.8442743
ztfi,58245.32025999995,13867.558288718896,25.0,ab,153.2699190324747,0.25,0.22,229.9620475,34.8442942
