observation_id,field_id,filter,obstime,limmag,exposure_time
40,822,ztfr,2019-04-25T08:45:53.003508,20.86820,30
41,823,ztfr,2019-04-25T08:46:35.996153,20.97570,30
42,794,ztfr,2019-04-25T08:47:14.997109,21.06900,30
43,795,ztfr,2019-04-25T08:47:56.002559,21.13370,30
44,761,ztfr,2019-04-25T08:48:35.003514,20.83880,30
45,762,ztfr,2019-04-25T08:49:16.000315,20.76850,30
46,722,ztfr,2019-04-25T08:49:56.997115,21.14790,30
47,723,ztfr,2019-04-25T08:50:37.000318,21.11540,30
48,680,ztfr,2019-04-25T08:51:16.001273,20.93450,30
49,679,ztfr,2019-04-25T08:51:55.995826,21.01700,30
50,634,ztfr,2019-04-25T08:52:38.003524,20.92630,30
51,633,ztfr,2019-04-25T08:53:17.998077,20.81010,30
52,587,ztfr,2019-04-25T09:04:04.995855,20.25520,30
53,684,ztfr,2019-04-25T09:09:24.001930,20.43900,30
54,726,ztfr,2019-04-25T09:10:03.996482,20.62050,30
55,765,ztfr,2019-04-25T09:10:42.003840,20.64390,30
56,766,ztfr,2019-04-25T09:11:23.000641,20.75280,30
57,827,ztfr,2019-04-25T09:12:04.999689,20.66930,30
58,798,ztfr,2019-04-25T09:12:44.000644,20.85590,30
59,764,ztfr,2019-04-25T09:13:23.001599,21.06720,30
60,797,ztfr,2019-04-25T09:14:02.002554,21.03750,30
61,825,ztfr,2019-04-25T09:16:01.001265,21.06360,30
62,847,ztfr,2019-04-25T09:16:41.998065,20.95850,30
63,795,ztfr,2019-04-25T09:17:23.997113,21.13670,30
64,632,ztfr,2019-04-25T09:18:36.002879,21.10940,30
65,632,ztfg,2019-04-25T09:21:10.002244,20.93250,30
66,584,ztfr,2019-04-25T09:23:41.997115,20.91230,30
67,584,ztfg,2019-04-25T09:26:11.996140,20.89500,30
68,677,ztfr,2019-04-25T09:28:46.004156,21.04510,30
69,677,ztfg,2019-04-25T09:31:24.997420,21.04440,30
70,534,ztfg,2019-04-25T09:32:37.996783,20.55700,30
71,534,ztfr,2019-04-25T09:35:03.001910,20.67530,30
72,483,ztfr,2019-04-25T09:35:42.002866,20.68340,30
73,483,ztfg,2019-04-25T09:38:01.996796,20.51080,30
74,678,ztfg,2019-04-25T09:39:02.001620,20.88460,30
75,678,ztfr,2019-04-25T09:41:41.003534,20.99810,30
76,432,ztfr,2019-04-25T09:42:54.002896,20.57290,30
77,432,ztfg,2019-04-25T09:45:09.002888,20.38670,30
78,631,ztfr,2019-04-25T09:47:33.999366,20.89580,30
79,631,ztfg,2019-04-25T09:50:07.998732,20.99700,30
80,676,ztfr,2019-04-25T09:52:44.002553,21.06520,30
81,676,ztfg,2019-04-25T09:55:23.998064,20.92760,30
82,585,ztfg,2019-04-25T09:56:36.997426,20.98600,30
83,585,ztfr,2019-04-25T09:59:06.002895,20.83130,30
84,633,ztfg,2019-04-25T10:01:37.997765,20.95050,30
85,633,ztfr,2019-04-25T10:04:11.997131,21.08280,30
86,380,ztfr,2019-04-25T10:05:01.003182,20.35850,30
87,380,ztfg,2019-04-25T10:07:12.002874,20.33220,30
88,720,ztfr,2019-04-25T10:09:39.003847,20.37140,30
89,720,ztfg,2019-04-25T10:12:21.997451,21.10440,30
90,679,ztfg,2019-04-25T10:13:06.000954,20.91330,30
91,679,ztfg,2019-04-25T10:13:45.001909,20.88160,30
92,719,ztfg,2019-04-25T10:14:32.997102,20.69960,30
93,719,ztfg,2019-04-25T10:15:11.998098,20.77730,30
94,330,ztfg,2019-04-25T10:16:27.001915,19.98280,30
95,330,ztfg,2019-04-25T10:17:06.002871,20.01620,30
96,535,ztfg,2019-04-25T10:17:52.995856,20.67930,30
97,535,ztfg,2019-04-25T10:18:31.996812,20.70930,30
98,721,ztfg,2019-04-25T10:19:49.998722,20.96830,30
99,721,ztfg,2019-04-25T10:20:28.999677,21.04940,30
100,718,ztfg,2019-04-25T10:21:17.003521,20.58460,30
101,718,ztfg,2019-04-25T10:21:55.002228,20.62640,30
102,484,ztfg,2019-04-25T10:23:13.004179,20.60000,30
103,484,ztfg,2019-04-25T10:23:51.996484,20.56360,30
104,675,ztfg,2019-04-25T10:25:05.998094,20.73510,30
105,675,ztfg,2019-04-25T10:25:44.999050,20.85730,30
106,381,ztfg,2019-04-25T10:26:56.996165,20.15140,30
107,381,ztfg,2019-04-25T10:27:35.997120,20.31690,30
108,673,ztfg,2019-04-25T10:28:48.996482,20.63880,30
109,673,ztfg,2019-04-25T10:29:27.997438,20.58870,30
110,759,ztfg,2019-04-25T10:30:17.003529,20.86470,30
111,759,ztfg,2019-04-25T10:30:55.995834,20.90260,30
112,433,ztfg,2019-04-25T10:32:19.000332,20.42220,30
113,433,ztfg,2019-04-25T10:32:58.001288,20.31210,30
114,792,ztfg,2019-04-25T10:34:24.003839,20.70930,30
115,792,ztfg,2019-04-25T10:35:02.002546,20.76500,30
116,758,ztfg,2019-04-25T10:35:41.003501,20.83490,30
117,758,ztfg,2019-04-25T10:36:19.995847,20.84610,30
118,674,ztfg,2019-04-25T10:37:03.999350,20.48230,30
119,674,ztfg,2019-04-25T10:37:44.002553,20.51810,30
120,634,ztfg,2019-04-25T10:38:45.000975,20.82140,30
121,634,ztfg,2019-04-25T10:39:24.001930,20.85950,30
122,791,ztfg,2019-04-25T10:40:43.999685,20.72330,30
123,791,ztfg,2019-04-25T10:41:23.000641,20.69820,30
124,586,ztfg,2019-04-25T10:42:44.000644,20.76960,30
125,586,ztfg,2019-04-25T10:43:23.001599,20.82100,30
126,680,ztfg,2019-04-25T10:44:18.997433,20.96100,30
127,680,ztfg,2019-04-25T10:44:57.998388,20.93970,30
128,793,ztfg,2019-04-25T10:45:50.002572,20.84100,30
129,793,ztfg,2019-04-25T10:46:29.003527,20.80630,30
130,717,ztfg,2019-04-25T10:47:15.002875,20.41390,30
131,717,ztfg,2019-04-25T10:47:54.003831,20.48330,30
132,722,ztfg,2019-04-25T10:48:48.003860,20.89190,30
133,722,ztfg,2019-04-25T10:49:26.996165,20.99620,30
134,760,ztfg,2019-04-25T10:50:09.003823,20.95340,30
135,381,ztfg,2019-04-25T10:51:27.999371,20.14210,30
136,673,ztfg,2019-04-25T10:52:39.996486,20.42470,30
137,759,ztfg,2019-04-25T10:53:28.000329,20.89800,30
138,433,ztfg,2019-04-25T10:54:47.998085,20.51840,30
139,792,ztfg,2019-04-25T10:56:10.000336,20.60810,30
140,758,ztfg,2019-04-25T10:56:49.001291,20.78780,30
