filter,mjd,flux,zp,magsys,fluxerr
sdssr,59426.712873,NaN,23.9,ab,6.551441
sdssr,59426.712873,NaN,23.9,ab,6.551468
sdssr,59426.723597,NaN,23.9,ab,21.193320
sdssr,59426.723597,NaN,23.9,ab,21.190503
