ID,RA,Dec,Field_Type
4145,330.824707031,34.3325233459,NS
4146,29.175283432,34.3325233459,NS
4147,183.418289185,34.4603614807,NS
4148,176.581710815,34.4603614807,NS
4149,248.581741333,34.4603691101,NS
4150,111.418258667,34.4603691101,NS
4151,255.418212891,34.4603805542,NE
4152,104.581794739,34.4603805542,NS
4153,320.581695557,34.4604225159,WFD
4154,39.4183158875,34.4604225159,WFD
4155,327.418273926,34.4604377747,NS
4156,32.5817184448,34.4604377747,NS
4157,324.0,34.5031204224,WFD
4158,36.0,34.5031204224,WFD
4159,180.0,34.5031242371,WFD
4160,252.000030518,34.5031280518,GP
4161,107.999977112,34.5031280518,WFD
4162,215.999984741,34.5918083191,WFD
4163,144.000015259,34.5918083191,WFD
4164,288.0,34.5918693542,WFD
4165,72.0000076294,34.5918693542,WFD
4166,0.0,34.5918693542,WFD
4167,226.042236328,34.8200035095,WFD
4168,133.957763672,34.8200035095,NS
4169,205.957717896,34.8200035095,NS
4170,154.042282104,34.8200035095,NS
4171,298.042266846,34.8200035095,WFD
4172,61.9577407837,34.8200035095,NS
4173,349.957702637,34.8200073242,NS
4174,10.0422840118,34.8200073242,NS
4175,277.957794189,34.8200531006,NS
4176,82.0422210693,34.8200531006,NS
4177,229.38861084,35.441619873,NS
4178,130.61138916,35.441619873,NE
4179,202.611434937,35.441619873,NE
4180,157.388565063,35.441619873,NS
4181,301.388549805,35.4416732788,GP
4182,58.6114387512,35.4416732788,NS
4183,274.61138916,35.4416770935,NE
4184,85.3886108398,35.4416770935,NS
4185,346.61138916,35.4416809082,NS
4186,13.3886184692,35.4416809082,NE
4187,219.493789673,35.9012489319,WFDSE
4188,140.506210327,35.9012489319,WFDSE
4189,212.506210327,35.901260376,WFDSE
4190,147.493789673,35.901260376,WFDSE
4191,291.493804932,35.9013023376,GPWFDSE
4192,68.5061950684,35.9013023376,WFDSE
4193,356.506164551,35.9013061523,WFDSE
4194,3.49383091927,35.9013061523,WFDSE
4195,284.506134033,35.9013214111,WFD
4196,75.493850708,35.9013214111,WFDSE
4197,271.229309082,35.966835022,WFDNE
4198,88.7706756592,35.966835022,WFD
4199,232.770721436,35.9668426514,WFD
4200,127.229278564,35.9668426514,GPWFD
4201,343.2293396,35.9668426514,GPWFD
4202,16.7706508636,35.9668426514,GPWFD
4203,304.770690918,35.9668464661,GPWFD
4204,55.2293052673,35.9668464661,GP
4205,199.229354858,35.9668502808,WFDNE
4206,160.770645142,35.9668502808,WFD
