ID,RA,Dec,Field_Type
3460,330.092651367,17.7388591766,NS
3461,29.9073543549,17.7388591766,NE
3462,255.047714233,17.8669052124,WFDSE
3463,104.952285767,17.8669052124,WFDNESE
3464,320.95223999,17.8669071198,WFD
3465,39.0477752686,17.8669071198,WFDNE
3466,248.95223999,17.8669071198,WFD
3467,111.04775238,17.8669071198,GPWFDNE
3468,183.04776001,17.8669204712,WFDNESE
3469,176.95223999,17.8669204712,WFDNESE
3470,327.047790527,17.8669662476,WFDSE
3471,32.9522094727,17.8669662476,WFDNESE
3472,251.999969482,17.9103794098,WFDSE
3473,108.000022888,17.9103794098,WFDNESE
3474,180.0,17.9104290009,GPWFD
3475,324.000030518,17.9104385376,WFDSE
3476,35.9999771118,17.9104385376,WFDNESE
3477,225.898544312,18.0921401978,NS
3478,134.101455688,18.0921401978,NE
3479,206.101486206,18.0921897888,WFD
3480,153.898513794,18.0921897888,WFDNE
3481,278.101470947,18.0921897888,WFD
3482,81.8985290527,18.0921897888,WFDNE
3483,350.101501465,18.0921955109,WFD
3484,9.89849376678,18.0921955109,WFD
3485,297.898529053,18.0921955109,NS
3486,62.1014671326,18.0921955109,NE
3487,274.926422119,18.536693573,NS
3488,85.0735855103,18.536693573,WFDNE
3489,202.926345825,18.536693573,WFD
3490,157.073654175,18.536693573,WFDNESE
3491,301.073638916,18.5367050171,SE
3492,58.9263572693,18.5367050171,WFDNESE
3493,229.073608398,18.5367527008,WFDSE
3494,130.926391602,18.5367527008,WFDNESE
3495,346.926361084,18.5367527008,WFD
3496,13.0736522675,18.5367527008,WFD
3497,199.825378418,18.9881649017,NS
3498,160.174621582,18.9881649017,NE
3499,271.825439453,18.9881725311,NS
3500,88.1745758057,18.9881725311,NE
3501,343.825439453,18.9881744385,NS
3502,16.174571991,18.9881744385,NS
3503,304.174591064,18.9881801605,NS
3504,55.8254089355,18.9881801605,NE
3505,232.174606323,18.9881820679,NS
3506,127.825393677,18.9881820679,NE
3507,196.766876221,19.4137897491,WFD
3508,163.233123779,19.4137897491,WFD
3509,340.766876221,19.4138412476,NS
3510,19.2331256866,19.4138412476,NS
3511,235.233154297,19.4138412476,WFD
3512,124.766845703,19.4138412476,WFDNE
3513,268.766876221,19.4138412476,NS
3514,91.2331314087,19.4138412476,NE
3515,307.233123779,19.4138507843,WFD
3516,52.7668762207,19.4138507843,WFDNE
3517,289.695861816,19.5345287323,GP
3518,70.304145813,19.5345287323,NE
3519,214.304138184,19.5345306396,GP
3520,145.695861816,19.5345306396,NE
3521,286.304138184,19.5345344543,NS
3522,73.695854187,19.5345344543,NE
3523,217.695892334,19.5345401764,NE
3524,142.304107666,19.5345401764,NE
3525,358.304107666,19.5345973969,NS
3526,1.69588494301,19.5345973969,NS
3527,238.273574829,19.7934207916,WFDNE
3528,121.7264328,19.7934207916,WFDNE
3529,193.726409912,19.7934246063,WFD
3530,166.273590088,19.7934246063,WFD
3531,310.273590088,19.7934322357,WFDNE
3532,49.7264251709,19.7934322357,WFDNE
3533,337.726409912,19.7934398651,WFDNE
3534,22.2735767365,19.7934398651,WFDNE
3535,265.72644043,19.7934913635,WFD
3536,94.2735671997,19.7934913635,WFDNE
3537,221.010345459,19.9859638214,NS
3538,138.989654541,19.9859638214,NE
3539,210.989639282,19.9859695435,NS
3540,149.010360718,19.9859695435,NE
3541,282.989624023,19.9860267639,NS
3542,77.0103607178,19.9860267639,NE
3543,293.010345459,19.9860305786,GP
3544,66.9896469116,19.9860305786,NE
3545,354.989654541,19.9860305786,NS
3546,5.01035118103,19.9860305786,NS
3547,190.688293457,20.1133766174,GP
3548,169.311706543,20.1133766174,NE
3549,241.311737061,20.1133766174,NE
3550,118.688270569,20.1133766174,NE
3551,313.311737061,20.1133785248,NE
3552,334.688262939,20.1133785248,NS
3553,25.3117408752,20.1133785248,NE
3554,262.688262939,20.1133861542,NS
3555,97.3117218018,20.1133861542,NE
3556,46.6882705688,20.1134319305,NE
3557,259.644073486,20.363325119,GPWFDNE
3558,100.355911255,20.363325119,WFDNE
3559,187.644088745,20.3633728027,GPWFDNE
3560,172.355911255,20.3633728027,WFDNE
3561,331.644104004,20.3633766174,GPWFD
3562,28.3558864594,20.3633766174,WFDNE
3563,244.355895996,20.3633861542,GPWFDNE
3564,115.644104004,20.3633861542,WFDNE
3565,316.355865479,20.3633918762,GPWFDNE
3566,43.6441345215,20.3633918762,GPWFDNE
3567,224.324371338,20.4116630554,GPWFDNESE
3568,135.675628662,20.4116630554,GPWFDNESE
3569,351.675598145,20.4116687775,GPWFDNESE
3570,8.3243894577,20.4116687775,GPWFDNESE
3571,207.675613403,20.4116706848,GPWFDNESE
3572,152.324386597,20.4116706848,GPWFDNESE
3573,279.675628662,20.4116764069,GPWFDNESE
3574,80.3243789673,20.4116764069,GPWFDNESE
3575,296.32434082,20.4116821289,GPWFDNESE
3576,63.6756515503,20.4116821289,GPWFDNESE
3577,184.5912323,20.5352840424,GPSE
3578,175.4087677,20.5352840424,WFDNESE
3579,247.408737183,20.5353298187,GPSE
3580,112.591262817,20.5353298187,WFDNESE
3581,256.591247559,20.5353298187,WFDSE
3582,103.408752441,20.5353298187,WFDNESE
3583,328.591217041,20.5353374481,WFDSE
3584,31.4087753296,20.5353374481,GPWFDNESE
3585,319.408721924,20.5353393555,WFDSE
3586,40.5912666321,20.5353393555,WFDNESE
3587,250.46875,20.6229763031,WFD
3588,109.531242371,20.6229763031,WFDNE
3589,253.531295776,20.6229782104,WFD
3590,106.468704224,20.6229782104,WFDNE
3591,181.531326294,20.6229782104,WFD
3592,178.468673706,20.6229782104,WFDNE
3593,322.468658447,20.6229801178,WFD
3594,37.5313453674,20.6229801178,WFDNE
3595,325.531311035,20.623041153,WFD
3596,34.4686813354,20.623041153,WFDNE
3597,276.505737305,20.9169273376,NS
3598,83.4942626953,20.9169273376,NE
3599,204.505752563,20.9169273376,WFD
3600,155.494247437,20.9169273376,WFDNE
3601,227.494186401,20.916929245,WFD
3602,132.505813599,20.916929245,WFDNE
3603,348.505767822,20.9169921875,WFD
3604,11.494222641,20.9169921875,WFD
3605,299.494232178,20.9169998169,WFD
3606,60.5057754517,20.9169998169,WFDNE
3607,302.57409668,21.4300384521,NE
3608,57.4259147644,21.4300384521,NE
3609,273.425933838,21.4300422668,NS
3610,86.5740509033,21.4300422668,NE
3611,201.425933838,21.4300441742,NS
3612,158.574066162,21.4300441742,NS
3613,345.42590332,21.4300460815,WFD
3614,14.574090004,21.4300460815,WFD
3615,230.574111938,21.4300479889,NE
3616,129.425888062,21.4300479889,GPNE
3617,216.000015259,21.8378982544,GPNE
3618,143.999984741,21.8378982544,NE
3619,0.0,21.8379554749,NE
3620,288.000030518,21.8379707336,NS
3621,71.9999847412,21.8379707336,NE
3622,198.384674072,21.9103794098,NS
3623,161.615325928,21.9103794098,NS
3624,270.384674072,21.9103813171,NS
3625,89.6153182983,21.9103813171,NE
3626,305.615325928,21.9103889465,NS
3627,54.3846893311,21.9103889465,NE
3628,233.61529541,21.9103908539,NS
3629,126.38470459,21.9103908539,NE
3630,342.384643555,21.9103946686,NS
3631,17.6153411865,21.9103946686,NS
3632,219.341171265,22.2672843933,NS
3633,140.658828735,22.2672843933,NE
3634,212.658752441,22.2672901154,NS
3635,147.341247559,22.2672901154,NE
3636,356.658782959,22.2672977448,WFD
3637,3.34122610092,22.2672977448,WFD
3638,291.341217041,22.2673072815,GP
3639,68.6587982178,22.2673072815,NE
3640,284.658782959,22.2673091888,NS
3641,75.3412246704,22.2673091888,NE
3642,195.351226807,22.3380241394,NS
3643,164.648773193,22.3380241394,NS
3644,236.648757935,22.3380737305,NS
3645,123.351234436,22.3380737305,NE
3646,308.648742676,22.3380756378,NS
3647,51.3512496948,22.3380756378,NE
3648,339.351257324,22.3380794525,NS
3649,20.6487445831,22.3380794525,NS
3650,267.351257324,22.3380832672,NS
3651,92.6487503052,22.3380832672,NE
3652,192.30960083,22.7018508911,NS
3653,167.69039917,22.7018508911,NE
3654,311.690368652,22.7018623352,NS
3655,48.3096427917,22.7018623352,NE
3656,336.309631348,22.7018718719,WFDNE
3657,23.6903743744,22.7018718719,WFD
3658,239.690383911,22.7019233704,NE
3659,120.309608459,22.7019233704,NE
3660,264.30960083,22.7019252777,NS
3661,95.6903915405,22.7019252777,NE
3662,222.699569702,22.7170753479,GPWFD
3663,137.300430298,22.7170753479,WFDNESE
3664,281.300445557,22.7171344757,WFDSE
3665,78.6995697021,22.7171344757,WFDNESE
3666,353.300415039,22.7171363831,NESE
3667,6.69957780838,22.7171363831,SE
3668,294.699584961,22.7171459198,GPWFDSE
3669,65.3004074097,22.7171459198,WFDNESE
3670,209.30039978,22.7171459198,GPWFD
3671,150.69960022,22.7171459198,WFDSE
3672,189.252838135,22.99401474,WFD
3673,170.747161865,22.99401474,WFDNE
3674,261.252868652,22.9940662384,WFD
3675,98.7471313477,22.9940662384,WFDNE
3676,242.747177124,22.9940738678,WFDSE
3677,117.252815247,22.9940738678,WFDNESE
3678,314.747161865,22.9940776825,WFDSE
3679,45.2528457642,22.9940776825,WFDNESE
3680,333.252838135,22.9940814972,NS
3681,26.7471485138,22.9940814972,NS
3682,245.820144653,23.2081718445,WFD
3683,114.179855347,23.2081718445,GPNE
3684,317.820129395,23.2082252502,WFD
3685,42.1798591614,23.2082252502,WFDNE
3686,186.179870605,23.2082290649,WFDNESE
3687,173.820129395,23.2082290649,WFDSE
3688,258.179870605,23.2082366943,SE
3689,101.820129395,23.2082366943,NESE
3690,330.179870605,23.2082958221,SE
3691,29.8201179504,23.2082958221,GPNE
3692,206.175415039,23.3006439209,GPWFD
3693,153.824584961,23.3006439209,WFD
3694,350.175415039,23.3006477356,WFDSE
3695,9.82458972931,23.3006477356,WFDSE
3696,297.824615479,23.3006572723,GPWFD
3697,62.1753845215,23.3006572723,WFDNE
3698,278.175384521,23.3006572723,WFD
3699,81.8246002197,23.3006572723,WFDNE
3700,225.824569702,23.300661087,GP
3701,134.175430298,23.300661087,WFDNE
3702,183.09362793,23.3391456604,WFDNE
3703,176.90637207,23.3391456604,WFD
3704,248.90637207,23.3391551971,WFD
3705,111.09362793,23.3391551971,WFDNE
3706,320.906341553,23.3391609192,WFD
3707,39.0936431885,23.3391609192,WFDNE
3708,255.093612671,23.3392009735,WFD
3709,104.9063797,23.3392009735,WFDNE
3710,327.09362793,23.3392124176,WFD
3711,32.9063568115,23.3392124176,WFDNE
3712,180.0,23.3832645416,GPWFD
3713,251.999984741,23.3832683563,WFD
3714,108.000015259,23.3832683563,WFDNE
3715,324.0,23.3832702637,WFD
3716,36.0000076294,23.3832702637,WFDNE
3717,347.140167236,23.8813438416,NS
3718,12.859837532,23.8813438416,NS
3719,300.859863281,23.8813533783,NE
3720,59.1401367188,23.8813533783,NE
3721,203.140106201,23.8813591003,NS
3722,156.859893799,23.8813591003,NE
3723,228.859848022,23.8814125061,NE
3724,131.140151978,23.8814125061,NE
3725,275.140106201,23.8814182281,NS
3726,84.8599014282,23.8814182281,NE
3727,231.879074097,24.4158191681,NS
3728,128.120925903,24.4158191681,NE
3729,272.120849609,24.4158210754,NS
3730,87.8791351318,24.4158210754,NE
3731,303.879119873,24.4158306122,NS
3732,56.1208953857,24.4158306122,NE
3733,200.120910645,24.4158363342,NS
3734,159.879089355,24.4158363342,NS
3735,344.120849609,24.4158821106,NS
3736,15.8791370392,24.4158821106,NS
3737,214.428573608,24.5893745422,WFD
3738,145.571426392,24.5893745422,GPWFD
3739,286.428588867,24.5894126892,WFD
3740,73.5714187622,24.5894126892,WFDNE
3741,217.57144165,24.5894165039,WFD
3742,142.42855835,24.5894165039,WFDNE
3743,289.571472168,24.5894203186,WFD
3744,70.428527832,24.5894203186,WFDNE
3745,358.428588867,24.5894260406,WFD
3746,1.57141399384,24.5894260406,WFD
3747,234.911209106,24.8892822266,NS
3748,125.088790894,24.8892822266,NE
3749,197.088867188,24.8892860413,NS
3750,162.911132812,24.8892860413,NS
3751,269.08883667,24.8893280029,NS
3752,90.9111557007,24.8893280029,NE
3753,306.91116333,24.8893299103,NS
3754,53.0888442993,24.8893299103,NE
3755,341.08883667,24.8893356323,NS
3756,18.9111652374,24.8893356323,NS
3757,355.038146973,25.0187473297,WFD
3758,4.96186113358,25.0187473297,WFD
3759,220.96182251,25.0187511444,NS
3760,139.03817749,25.0187511444,NE
3761,211.038162231,25.0187530518,NS
3762,148.961837769,25.0187530518,NS
3763,292.961853027,25.0187587738,GP
3764,67.0381622314,25.0187587738,NE
3765,283.03817749,25.0187683105,WFD
3766,76.9618225098,25.0187683105,WFDNE
3767,266.033111572,25.2946109772,NE
3768,93.9668731689,25.2946109772,NE
3769,194.033111572,25.2946166992,NS
3770,165.966888428,25.2946166992,NE
3771,237.966827393,25.2946205139,NS
3772,122.033180237,25.2946205139,NE
3773,309.96685791,25.294626236,NS
3774,50.0331382751,25.294626236,NE
3775,338.033081055,25.294631958,NS
3776,21.9669132233,25.294631958,NE
3777,241.049285889,25.626701355,WFDNE
3778,118.950721741,25.626701355,WFDNE
3779,190.950790405,25.6267032623,WFD
3780,169.049209595,25.6267032623,WFDNE
3781,334.950744629,25.6267127991,WFD
3782,25.0492591858,25.6267127991,WFDNE
3783,313.049255371,25.6267185211,NS
3784,46.950756073,25.6267185211,NE
3785,262.950775146,25.6267719269,WFD
3786,97.0492324829,25.6267719269,WFDNE
3787,280.035797119,25.698266983,WFD
3788,79.9642105103,25.698266983,WFDNE
3789,223.96421814,25.6982707977,NE
3790,136.03578186,25.6982707977,NE
3791,352.035797119,25.6982746124,WFD
3792,7.96420383453,25.6982746124,WFD
3793,295.964202881,25.6982765198,GPNE
3794,64.0357818604,25.6982765198,NE
3795,208.03578186,25.6982765198,WFD
3796,151.96421814,25.6982765198,WFD
3797,331.843139648,25.8810253143,NS
3798,28.1568565369,25.8810253143,NE
3799,187.843154907,25.8810329437,NE
3800,172.156845093,25.8810329437,NS
3801,316.156829834,25.8810329437,NS
3802,43.8431739807,25.8810329437,NE
3803,259.843200684,25.8810329437,NS
3804,100.156806946,25.8810329437,NE
3805,244.15687561,25.8810329437,NS
3806,115.84312439,25.8810329437,NE
3807,247.285018921,26.0534133911,WFD
3808,112.714981079,26.0534133911,GPWFDNE
3809,184.714950562,26.0534172058,GPWFD
3810,175.285049438,26.0534172058,WFD
3811,256.71496582,26.0534267426,WFD
3812,103.285049438,26.0534267426,WFDNE
3813,328.714904785,26.0534343719,NS
3814,31.2850818634,26.0534343719,NS
3815,319.28503418,26.0534858704,WFD
3816,40.714969635,26.0534858704,WFDNE
3817,250.42678833,26.1405105591,GPSE
3818,109.573219299,26.1405105591,WFDNESE
3819,181.573196411,26.1405582428,WFDSE
3820,178.426803589,26.1405582428,WFDSE
3821,322.426757812,26.1405620575,WFDSE
3822,37.5732421875,26.1405620575,WFDSE
3823,253.57321167,26.1405677795,WFD
3824,106.426780701,26.1405677795,WFDNE
3825,325.57321167,26.1405792236,WFD
3826,34.4267921448,26.1405792236,WFD
3827,205.052993774,26.3414764404,WFD
3828,154.947006226,26.3414764404,WFD
3829,277.053009033,26.3415298462,WFD
3830,82.9469909668,26.3415298462,WFDNE
3831,349.053039551,26.3415336609,WFDNE
3832,10.9469642639,26.3415336609,WFD
3833,226.947006226,26.3415374756,WFD
3834,133.052993774,26.3415374756,WFDNE
3835,298.946990967,26.3415431976,GPWFD
3836,61.0530052185,26.3415431976,WFDNE
3837,215.999984741,26.5650177002,WFD
3838,144.000015259,26.5650177002,WFD
3839,287.999969482,26.5650691986,WFD
3840,72.0000152588,26.5650691986,GPWFDNE
3841,0.0,26.565076828,WFD
3842,202.040893555,26.9236736298,WFD
3843,157.959106445,26.9236736298,WFD
3844,346.040924072,26.9237117767,WFD
3845,13.95906353,26.9237117767,WFDNE
3846,274.040924072,26.9237155914,WFD
3847,85.9590682983,26.9237155914,GPWFDNE
3848,229.959136963,26.9237270355,NS
3849,130.040863037,26.9237270355,NE
3850,301.959075928,26.9237422943,NS
3851,58.0409164429,26.9237422943,NE
3852,218.602233887,27.2926692963,WFD
3853,141.397766113,27.2926692963,WFD
3854,213.397766113,27.2927341461,WFD
3855,146.602233887,27.2927341461,GP
3856,357.397735596,27.2927398682,WFDNE
3857,2.60226106644,27.2927398682,WFD
3858,290.602203369,27.2927436829,WFD
3859,69.3977966309,27.2927436829,WFDNE
3860,285.397705078,27.2927474976,GPNE
3861,74.6022796631,27.2927474976,WFDNE
3862,270.990814209,27.4389286041,WFD
3863,89.0091705322,27.4389286041,GPWFDNE
3864,198.990890503,27.4389362335,WFD
3865,161.009109497,27.4389362335,GP
3866,233.009140015,27.4389438629,WFD
3867,126.990852356,27.4389438629,WFDNE
3868,342.990844727,27.4389457703,WFD
3869,17.009147644,27.4389457703,WFD
3870,305.009124756,27.4389476776,WFD
3871,54.9908752441,27.4389476776,WFDNE
3872,195.901779175,27.8835353851,NS
3873,164.098220825,27.8835353851,NS
3874,236.098129272,27.8835372925,NS
3875,123.901870728,27.8835372925,NE
3876,339.901794434,27.8835411072,NS
3877,20.0982151031,27.8835411072,NS
3878,308.098205566,27.8835487366,WFD
3879,51.9018096924,27.8835487366,WFDNE
3880,267.901824951,27.883556366,NS
3881,92.09815979,27.883556366,NE
3882,210.323501587,28.0790157318,WFD
3883,149.676498413,28.0790157318,WFD
3884,293.676513672,28.0790214539,WFD
3885,66.3234939575,28.0790214539,WFDNE
3886,221.676498413,28.0790290833,NS
3887,138.323501587,28.0790290833,NS
3888,282.323486328,28.0790405273,WFDNE
3889,77.6764984131,28.0790405273,GPNE
3890,354.323486328,28.079044342,WFDNE
3891,5.67652702332,28.079044342,WFD
3892,239.224624634,28.2541809082,NS
3893,120.775375366,28.2541809082,NE
3894,311.224700928,28.2541923523,NS
3895,48.7753105164,28.2541923523,NE
3896,192.775299072,28.2541942596,NS
3897,167.224700928,28.2541942596,NS
3898,336.775299072,28.2541942596,NS
3899,23.2247009277,28.2541942596,NS
3900,264.77532959,28.254196167,NS
3901,95.2246780396,28.254196167,NE
3902,261.615142822,28.5473556519,WFD
3903,98.3848648071,28.5473556519,WFDNE
3904,333.615112305,28.5473651886,WFD
3905,26.3848972321,28.5473651886,WFD
3906,170.384872437,28.5473670959,WFD
3907,242.384857178,28.5473747253,WFD
3908,117.615135193,28.5473747253,WFDNE
3909,314.384857178,28.5474147797,NS
3910,45.6151351929,28.5474147797,NS
3911,189.615127563,28.5474185944,WFD
3912,330.427001953,28.7598133087,GPSE
3913,29.5729866028,28.7598133087,WFDSE
3914,186.426986694,28.7598152161,WFDSE
3915,173.573013306,28.7598152161,WFDSE
3916,258.427001953,28.7598209381,WFDSE
3917,101.572990417,28.7598209381,WFDNESE
3918,245.573043823,28.7598266602,WFDSE
3919,114.426948547,28.7598266602,WFDNESE
3920,317.573028564,28.7598762512,NS
3921,42.4269866943,28.7598762512,NS
3922,224.714797974,28.7785797119,WFD
3923,135.285202026,28.7785797119,NS
3924,207.285202026,28.7785797119,WFD
3925,152.714797974,28.7785797119,WFD
3926,351.285186768,28.7786426544,WFD
3927,8.71481227875,28.7786426544,WFD
3928,279.285186768,28.7786426544,WFD
3929,80.714805603,28.7786426544,WFDNE
3930,296.714782715,28.7786426544,GPWFD
3931,63.2852096558,28.7786426544,NE
3932,248.781204224,28.8886451721,NS
3933,111.218795776,28.8886451721,NE
3934,183.218811035,28.8886508942,NS
3935,176.781188965,28.8886508942,NS
3936,327.218780518,28.8886547089,NS
3937,32.7812271118,28.8886547089,NS
3938,320.781219482,28.8886585236,NS
3939,39.2187805176,28.8886585236,NS
3940,255.218811035,28.8886680603,NS
3941,104.781181335,28.8886680603,NE
3942,180.0,28.9317932129,GP
3943,252.000030518,28.9317932129,SE
3944,107.999969482,28.9317932129,NESE
3945,324.000030518,28.9318370819,SE
3946,35.999961853,28.9318370819,SE
3947,288.000030518,28.9964847565,NS
3948,71.9999694824,28.9964847565,NE
3949,216.000015259,28.9964942932,NS
3950,143.999984741,28.9964942932,NE
3951,0.0,28.9964981079,WFDNE
3952,348.217224121,29.4075737,NS
3953,11.7827625275,29.4075737,NS
3954,227.782745361,29.4075756073,NS
3955,132.217254639,29.4075756073,NS
3956,204.21723938,29.4075775146,NS
3957,155.78276062,29.4075775146,NS
3958,299.782775879,29.407579422,GP
3959,60.2172241211,29.407579422,NE
3960,276.217224121,29.4075832367,NS
3961,83.7827682495,29.4075832367,NE
3962,230.892074585,29.9662532806,WFD
3963,129.107925415,29.9662532806,WFD
3964,201.107910156,29.96626091,WFDNE
3965,158.892089844,29.96626091,WFD
3966,345.107879639,29.9663219452,WFDNE
3967,14.892121315,29.9663219452,WFDNE
3968,302.892089844,29.9663219452,GPWFD
3969,57.1079216003,29.9663219452,WFDNE
3970,273.107849121,29.9663295746,WFDNE
3971,86.8921508789,29.9663295746,WFDNE
3972,212.782073975,30.3528671265,WFD
3973,147.217926025,30.3528671265,GPWFD
3974,356.782104492,30.3529148102,WFD
3975,3.21788692474,30.3529148102,WFD
3976,291.217926025,30.3529205322,WFD
3977,68.7820892334,30.3529205322,WFDNE
3978,284.782043457,30.3529319763,WFD
3979,75.2179641724,30.3529319763,WFDNE
3980,219.217956543,30.3529338837,WFD
3981,140.782043457,30.3529338837,WFD
3982,341.955230713,30.4527015686,WFD
3983,18.0447673798,30.4527015686,WFD
3984,234.044769287,30.4527053833,NE
3985,125.955238342,30.4527053833,NS
3986,197.955245972,30.4527072906,NS
3987,162.044754028,30.4527072906,NE
3988,269.955200195,30.4527721405,WFD
3989,90.0447998047,30.4527721405,WFDNE
3990,306.04473877,30.4527740479,NE
3991,53.9552650452,30.4527740479,NS
3992,338.760528564,30.8641262054,WFD
3993,21.2394809723,30.8641262054,WFD
3994,194.760498047,30.8641281128,WFD
3995,165.239501953,30.8641281128,WFD
3996,237.239517212,30.8641414642,NS
3997,122.760490417,30.8641414642,NS
3998,309.239532471,30.8641872406,NS
3999,50.7604637146,30.8641872406,NS
4000,266.760528564,30.8641986847,WFD
4001,93.2394866943,30.8641986847,WFDNE
4002,294.333587646,31.161813736,WFD
4003,65.6664047241,31.161813736,WFDNE
4004,209.666442871,31.1618328094,GP
4005,150.333557129,31.1618328094,WFDNE
4006,222.333602905,31.1618347168,WFD
4007,137.666397095,31.1618347168,WFDNE
4008,281.666442871,31.1618404388,WFD
4009,78.3335647583,31.1618404388,WFDNE
4010,353.666412354,31.1618862152,WFD
4011,6.33357381821,31.1618862152,GPNE
4012,335.526977539,31.197769165,NS
4013,24.4730358124,31.197769165,NS
4014,191.526977539,31.1977806091,GP
4015,168.473022461,31.1977806091,WFD
4016,240.473007202,31.1977901459,WFD
4017,119.526992798,31.1977901459,WFD
4018,263.526977539,31.1977958679,WFD
4019,96.4730224609,31.1977958679,WFDNE
4020,312.473022461,31.1978034973,GP
4021,47.526966095,31.1978034973,WFD
4022,260.260009766,31.4509124756,WFD
4023,99.739982605,31.4509124756,WFDNE
4024,243.739959717,31.4509124756,WFD
4025,116.260032654,31.4509124756,WFD
4026,188.259994507,31.4509143829,WFD
4027,171.740005493,31.4509143829,WFD
4028,315.739990234,31.4509239197,NS
4029,44.260017395,31.4509239197,NS
4030,332.260009766,31.450925827,WFD
4031,27.7399978638,31.450925827,WFD
4032,184.967041016,31.6211261749,NE
4033,175.032958984,31.6211261749,NS
4034,328.967041016,31.6211414337,NS
4035,31.0329704285,31.6211414337,NE
4036,247.033004761,31.6211433411,NS
4037,112.966995239,31.6211433411,NE
4038,256.967010498,31.6211452484,NE
4039,103.032989502,31.6211452484,NE
4040,319.032989502,31.6211872101,NS
4041,40.9670066833,31.6211872101,NS
4042,322.342407227,31.7067432404,NS
4043,37.6575927734,31.7067432404,NS
4044,325.657531738,31.7067565918,WFD
4045,34.3424568176,31.7067565918,WFD
4046,181.657577515,31.7067623138,WFD
4047,178.342422485,31.7067623138,WFD
4048,250.342376709,31.7067623138,WFD
4049,109.657623291,31.7067623138,WFDNE
4050,253.657531738,31.7067680359,DDWFD
4051,106.342468262,31.7067680359,WFDNE
4052,288.0,31.8299484253,NS
4053,72.0000076294,31.8299484253,NE
4054,215.999969482,31.8299503326,NS
4055,144.000030518,31.8299503326,NS
4056,0.0,31.8299541473,NS
4057,297.464294434,31.8503856659,NS
4058,62.5357093811,31.8503856659,NS
4059,278.535705566,31.8503952026,NS
4060,81.4642944336,31.8503952026,NE
4061,225.464279175,31.85039711,NS
4062,134.535720825,31.85039711,NS
4063,206.535736084,31.8504085541,NS
4064,153.464263916,31.8504085541,NS
4065,350.535705566,31.8504104614,NS
4066,9.46429634094,31.8504104614,NS
4067,228.637741089,32.4590873718,NESE
4068,131.362258911,32.4590873718,SE
4069,203.362243652,32.4591255188,NS
4070,156.637756348,32.4591255188,NE
4071,300.637786865,32.4591293335,GPSE
4072,59.3622245789,32.4591293335,NESE
4073,275.36227417,32.4591331482,NS
4074,84.6377334595,32.4591331482,NE
4075,347.36227417,32.4591445923,NS
4076,12.6377401352,32.4591445923,NS
4077,200.141143799,32.9920005798,GPWFDNESE
4078,159.858856201,32.9920005798,GPWFDNESE
4079,231.858825684,32.9920005798,GPWFDNESE
4080,128.141174316,32.9920005798,GPWFDNESE
4081,272.141082764,32.9920043945,GPWFDNESE
4082,87.8589019775,32.9920043945,GPWFDNESE
4083,344.141113281,32.9920845032,GPWFDNESE
4084,15.8588724136,32.9920845032,GPWFDNESE
4085,303.858825684,32.9920845032,GPWFDNESE
4086,56.1411590576,32.9920845032,GPWFDNESE
4087,291.373626709,33.1465835571,GPWFD
4088,68.6263885498,33.1465835571,WFD
4089,284.626373291,33.1465873718,WFD
4090,75.3736419678,33.1465873718,WFD
4091,219.373672485,33.1465988159,WFD
4092,140.626327515,33.1465988159,GPWFD
4093,356.626373291,33.1466026306,GPWFD
4094,3.37362909317,33.1466026306,WFD
4095,212.626342773,33.1466026306,WFD
4096,147.373657227,33.1466026306,WFD
4097,196.872787476,33.447933197,NS
4098,163.127212524,33.447933197,NS
4099,307.12713623,33.4479408264,WFD
4100,52.8728561401,33.4479408264,WFD
4101,340.872833252,33.4479522705,NS
4102,19.1271686554,33.4479522705,NS
4103,268.872802734,33.4480018616,NS
4104,91.1271896362,33.4480018616,NS
4105,235.127182007,33.4480018616,WFD
4106,124.872817993,33.4480018616,WFD
4107,265.560211182,33.8246994019,WFD
4108,94.439781189,33.8246994019,WFD
4109,337.560241699,33.8247032166,WFD
4110,22.439748764,33.8247032166,WFD
4111,193.560195923,33.8247032166,WFD
4112,166.439804077,33.8247032166,WFD
4113,310.439758301,33.8247108459,NS
4114,49.5602378845,33.8247108459,NS
4115,238.439758301,33.8247261047,NS
4116,121.56023407,33.8247261047,NS
4117,222.715423584,34.0790863037,WFD
4118,137.284576416,34.0790863037,WFD
4119,281.284606934,34.0791091919,NS
4120,78.7153930664,34.0791091919,NS
4121,294.715423584,34.0791091919,WFD
4122,65.2845840454,34.0791091919,WFD
4123,353.284545898,34.0791091919,NS
4124,6.71544599533,34.0791091919,NS
4125,209.284606934,34.0791091919,WFD
4126,150.715393066,34.0791091919,WFD
4127,169.791564941,34.1201286316,NS
4128,241.791549683,34.1201400757,NS
4129,118.208450317,34.1201400757,NS
4130,313.791534424,34.1201591492,NS
4131,46.2084770203,34.1201591492,NS
4132,262.208435059,34.1201934814,WFD
4133,97.791557312,34.1201934814,WFD
4134,190.208450317,34.1202087402,NS
4135,334.208404541,34.1202125549,WFD
4136,25.7915859222,34.1202125549,GP
4137,186.824691772,34.3324546814,NS
4138,173.175308228,34.3324546814,NS
4139,245.17527771,34.3324623108,NS
4140,114.824714661,34.3324623108,NS
4141,317.175323486,34.3325119019,NE
4142,42.8246650696,34.3325119019,NS
4143,258.824737549,34.3325157166,NS
4144,101.17527771,34.3325157166,NS
