# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2021zac
# CHANNEL = B+R
# EXPNUM = 21_261_058
# MJD-OBS = 59475.616424
# DATE-OBS = 2021-09-18T14:48:08
# EXPTIME = 1800.0s
# AIRMASS = 1.95
# RA = 08:20:57.09
# DEC = 58:51:24.99
# wl fl err
# [A] [erg/s/cm2/A]
4266.860000 1.595295e-16 1.762679e-17
4269.860000 1.445034e-16 1.811427e-17
4272.860000 1.373278e-16 1.640679e-17
4275.860000 1.471526e-16 1.582100e-17
4278.860000 1.558604e-16 1.786810e-17
4281.860000 1.799188e-16 1.833838e-17
4284.860000 1.542765e-16 1.613702e-17
4287.860000 1.416618e-16 1.592003e-17
4290.860000 1.490750e-16 1.816972e-17
4293.860000 1.537521e-16 1.797507e-17
4296.860000 1.370259e-16 1.567978e-17
4299.860000 1.017980e-16 1.567153e-17
4302.860000 1.188527e-16 1.750860e-17
4305.860000 1.070036e-16 1.697809e-17
4308.860000 1.241664e-16 1.526505e-17
4311.860000 1.364860e-16 1.602281e-17
4314.860000 1.359266e-16 1.743533e-17
4317.860000 1.102423e-16 1.646414e-17
4320.860000 1.115890e-16 1.512168e-17
4323.860000 1.021904e-16 1.606525e-17
4326.860000 1.202702e-16 1.717334e-17
4329.860000 1.039730e-16 1.589324e-17
4332.860000 9.167188e-17 1.492136e-17
4335.860000 8.891260e-17 1.635401e-17
4338.860000 1.170282e-16 1.713497e-17
4341.860000 1.006703e-16 1.549726e-17
4344.860000 1.231077e-16 1.503942e-17
4347.860000 1.385725e-16 1.692872e-17
4350.860000 1.253234e-16 1.709657e-17
4353.860000 1.254225e-16 1.523929e-17
4356.860000 1.122842e-16 1.512708e-17
4359.860000 1.081456e-16 1.723368e-17
4362.860000 1.026656e-16 1.703653e-17
4365.860000 1.073796e-16 1.495263e-17
4368.860000 1.166402e-16 1.522007e-17
4371.860000 1.131249e-16 1.699648e-17
4374.860000 9.898796e-17 1.640054e-17
4377.860000 1.028139e-16 1.469041e-17
4380.860000 1.133841e-16 1.539157e-17
4383.860000 1.215196e-16 1.669662e-17
4386.860000 1.196401e-16 1.604996e-17
4389.860000 1.059258e-16 1.456138e-17
4392.860000 1.002746e-16 1.548840e-17
4395.860000 1.038576e-16 1.659315e-17
4398.860000 1.213591e-16 1.568414e-17
4401.860000 1.310029e-16 1.463765e-17
4404.860000 1.372355e-16 1.605774e-17
4407.860000 1.159934e-16 1.657248e-17
4410.860000 9.655222e-17 1.505527e-17
4413.860000 1.356873e-16 1.475668e-17
4416.860000 1.497469e-16 1.659775e-17
4419.860000 1.316691e-16 1.671157e-17
4422.860000 1.049339e-16 1.483807e-17
4425.860000 1.076955e-16 1.465916e-17
4428.860000 1.325071e-16 1.679345e-17
4431.860000 1.314599e-16 1.682356e-17
4434.860000 1.203675e-16 1.462970e-17
4437.860000 1.180708e-16 1.473366e-17
4440.860000 1.390618e-16 1.660133e-17
4443.860000 1.485232e-16 1.639263e-17
4446.860000 1.240582e-16 1.438256e-17
4449.860000 1.237880e-16 1.496115e-17
4452.860000 1.269410e-16 1.642037e-17
4455.860000 1.386103e-16 1.589582e-17
4458.860000 1.342070e-16 1.441128e-17
4461.860000 1.484262e-16 1.536743e-17
4464.860000 1.523734e-16 1.637780e-17
4467.860000 1.475831e-16 1.534086e-17
4470.860000 1.625261e-16 1.437055e-17
4473.860000 1.464482e-16 1.552403e-17
4476.860000 1.315790e-16 1.620993e-17
4479.860000 1.480764e-16 1.506403e-17
4482.860000 1.385312e-16 1.429976e-17
4485.860000 1.298839e-16 1.583796e-17
4488.860000 1.416009e-16 1.629263e-17
4491.860000 1.326404e-16 1.463093e-17
4494.860000 1.402398e-16 1.430682e-17
4497.860000 1.515729e-16 1.629992e-17
4500.860000 1.330804e-16 1.629871e-17
4503.860000 1.385043e-16 1.434294e-17
4506.860000 1.293433e-16 1.435808e-17
4509.860000 1.170415e-16 1.609827e-17
4512.860000 1.292670e-16 1.598654e-17
4515.860000 1.417082e-16 1.426299e-17
4518.860000 1.530146e-16 1.473545e-17
4521.860000 1.325557e-16 1.607664e-17
4524.860000 1.387703e-16 1.549743e-17
4527.860000 1.498217e-16 1.401435e-17
4530.860000 1.408916e-16 1.480862e-17
4533.860000 1.270834e-16 1.579772e-17
4536.860000 1.103193e-16 1.488832e-17
4539.860000 1.218732e-16 1.379926e-17
4542.860000 1.533398e-16 1.521499e-17
4545.860000 1.421829e-16 1.587994e-17
4548.860000 1.421328e-16 1.482956e-17
4551.860000 1.530937e-16 1.412700e-17
4554.860000 1.518074e-16 1.558130e-17
4557.860000 1.564970e-16 1.598577e-17
4560.860000 1.624285e-16 1.455319e-17
4563.860000 1.856258e-16 1.426484e-17
4566.860000 1.868794e-16 1.608388e-17
4569.860000 1.601861e-16 1.608821e-17
4572.860000 1.511268e-16 1.419128e-17
4575.860000 1.356839e-16 1.406994e-17
4578.860000 1.377619e-16 1.591741e-17
4581.860000 1.469770e-16 1.579659e-17
4584.860000 1.527536e-16 1.397274e-17
4587.860000 1.736698e-16 1.453032e-17
4590.860000 1.616176e-16 1.598298e-17
4593.860000 1.597638e-16 1.543098e-17
4596.860000 1.577960e-16 1.382209e-17
4599.860000 1.455620e-16 1.447609e-17
4602.860000 1.472215e-16 1.567713e-17
4605.860000 1.544568e-16 1.494654e-17
4608.860000 1.425832e-16 1.368520e-17
4611.860000 1.384721e-16 1.467202e-17
4614.860000 1.482036e-16 1.546983e-17
4617.860000 1.703413e-16 1.460083e-17
4620.860000 1.511409e-16 1.378578e-17
4623.860000 1.597130e-16 1.521381e-17
4626.860000 1.705797e-16 1.574803e-17
4629.860000 1.674801e-16 1.427891e-17
4632.860000 1.775968e-16 1.383946e-17
4635.860000 1.726107e-16 1.553305e-17
4638.860000 1.637389e-16 1.562335e-17
4641.860000 1.552900e-16 1.394533e-17
4644.860000 1.565751e-16 1.381900e-17
4647.860000 1.562808e-16 1.562772e-17
4650.860000 1.515204e-16 1.552458e-17
4653.860000 1.592433e-16 1.373221e-17
4656.860000 1.436430e-16 1.391996e-17
4659.860000 1.465789e-16 1.555527e-17
4662.860000 1.546611e-16 1.508822e-17
4665.860000 1.632739e-16 1.359198e-17
4668.860000 1.546242e-16 1.417380e-17
4671.860000 1.585251e-16 1.537341e-17
4674.860000 1.736654e-16 1.476859e-17
4677.860000 1.749682e-16 1.363796e-17
4680.860000 1.618756e-16 1.461801e-17
4683.860000 1.935612e-16 1.579593e-17
4686.860000 1.779877e-16 1.451050e-17
4689.860000 1.680220e-16 1.356073e-17
4692.860000 1.702440e-16 1.498554e-17
4695.860000 1.612659e-16 1.540369e-17
4698.860000 1.716405e-16 1.407021e-17
4701.860000 1.789695e-16 1.359316e-17
4704.860000 1.670367e-16 1.517938e-17
4707.860000 1.719929e-16 1.568062e-17
4710.860000 1.584082e-16 1.384318e-17
4713.860000 1.610054e-16 1.367659e-17
4716.860000 1.724910e-16 1.563721e-17
4719.860000 1.678898e-16 1.555795e-17
4722.860000 1.728641e-16 1.372134e-17
4725.860000 1.619222e-16 1.387912e-17
4728.860000 1.638218e-16 1.549933e-17
4731.860000 1.535921e-16 1.504001e-17
4734.860000 1.539918e-16 1.340108e-17
4737.860000 1.502925e-16 1.392912e-17
4740.860000 1.557478e-16 1.527365e-17
4743.860000 1.438942e-16 1.458775e-17
4746.860000 1.578577e-16 1.342800e-17
4749.860000 1.688591e-16 1.434235e-17
4752.860000 1.651011e-16 1.518987e-17
4755.860000 1.665701e-16 1.429448e-17
4758.860000 1.406792e-16 1.320222e-17
4761.860000 1.427470e-16 1.447619e-17
4764.860000 1.526268e-16 1.515445e-17
4767.860000 1.292674e-16 1.370434e-17
4770.860000 1.322589e-16 1.315404e-17
4773.860000 1.316557e-16 1.472540e-17
4776.860000 1.487683e-16 1.522500e-17
4779.860000 1.545196e-16 1.369216e-17
4782.860000 1.527557e-16 1.350939e-17
4785.860000 1.538448e-16 1.528152e-17
4788.860000 1.548099e-16 1.535095e-17
4791.860000 1.566340e-16 1.344316e-17
4794.860000 1.580514e-16 1.367391e-17
4797.860000 1.577070e-16 1.531051e-17
4800.860000 1.380731e-16 1.492037e-17
4803.860000 1.241007e-16 1.318802e-17
4806.860000 1.210321e-16 1.367428e-17
4809.860000 1.365962e-16 1.506263e-17
4812.860000 1.473333e-16 1.459608e-17
4815.860000 1.536249e-16 1.333684e-17
4818.860000 1.459250e-16 1.413928e-17
4821.860000 1.547377e-16 1.522167e-17
4824.860000 1.603958e-16 1.438731e-17
4827.860000 1.597073e-16 1.341139e-17
4830.860000 1.375305e-16 1.446004e-17
4833.860000 1.421671e-16 1.529988e-17
4836.860000 1.547059e-16 1.428701e-17
4839.860000 1.585011e-16 1.365890e-17
4842.860000 1.625800e-16 1.519797e-17
4845.860000 1.598770e-16 1.558341e-17
4848.860000 1.624135e-16 1.400503e-17
4851.860000 1.622213e-16 1.369965e-17
4854.860000 1.523706e-16 1.548148e-17
4857.860000 1.451130e-16 1.549361e-17
4860.860000 1.410436e-16 1.366538e-17
4863.860000 1.476860e-16 1.379812e-17
4866.860000 1.226290e-16 1.546745e-17
4869.860000 1.267829e-16 1.523640e-17
4872.860000 1.425321e-16 1.363898e-17
4875.860000 1.541734e-16 1.421040e-17
4878.860000 1.614132e-16 1.574655e-17
4881.860000 1.556659e-16 1.517136e-17
4884.860000 1.521615e-16 1.374510e-17
4887.860000 1.450052e-16 1.462690e-17
4890.860000 1.422594e-16 1.572688e-17
4893.860000 1.633258e-16 1.504474e-17
4896.860000 1.539155e-16 1.398920e-17
4899.860000 1.292315e-16 1.509789e-17
5202.860000 1.543909e-16 1.691154e-17
5205.860000 1.497959e-16 1.706328e-17
5208.860000 1.603587e-16 1.733739e-17
5211.860000 1.660260e-16 1.766225e-17
5214.860000 1.692240e-16 1.808482e-17
5217.860000 1.504331e-16 1.806901e-17
5220.860000 1.227664e-16 1.828091e-17
5223.860000 1.156805e-16 1.849031e-17
5226.860000 1.366616e-16 1.900685e-17
5229.860000 1.262776e-16 1.926605e-17
5232.860000 1.585088e-16 2.009659e-17
5235.860000 1.583912e-16 2.048303e-17
5238.860000 1.832524e-16 2.058962e-17
5241.860000 1.875969e-16 2.016683e-17
5244.860000 1.714772e-16 1.932389e-17
5247.860000 1.469603e-16 1.836667e-17
5250.860000 1.194194e-16 1.753187e-17
5253.860000 1.058836e-16 1.696197e-17
5256.860000 1.307545e-16 1.667131e-17
5259.860000 1.504479e-16 1.630975e-17
5262.860000 1.493887e-16 1.587327e-17
5265.860000 1.219894e-16 1.518385e-17
5268.860000 1.303262e-16 1.479002e-17
5271.860000 1.205519e-16 1.423655e-17
5274.860000 1.201386e-16 1.381774e-17
5277.860000 1.220993e-16 1.342530e-17
5280.860000 1.434898e-16 1.328009e-17
5283.860000 1.617670e-16 1.310397e-17
5286.860000 1.574817e-16 1.278273e-17
5289.860000 1.429947e-16 1.238736e-17
5292.860000 1.254826e-16 1.197536e-17
5295.860000 1.169500e-16 1.177297e-17
5298.860000 1.187347e-16 1.155165e-17
5301.860000 1.224479e-16 1.150660e-17
5304.860000 1.021911e-16 1.132895e-17
5307.860000 1.016139e-16 1.125583e-17
5310.860000 1.287802e-16 1.135308e-17
5313.860000 1.300567e-16 1.124319e-17
5316.860000 1.318029e-16 1.131644e-17
5319.860000 1.345431e-16 1.143027e-17
5322.860000 1.270375e-16 1.140146e-17
5325.860000 1.323376e-16 1.150401e-17
5328.860000 1.351948e-16 1.160350e-17
5331.860000 1.410299e-16 1.170765e-17
5334.860000 1.305154e-16 1.169679e-17
5337.860000 1.133906e-16 1.174424e-17
5340.860000 1.212070e-16 1.201235e-17
5343.860000 1.365874e-16 1.223547e-17
5346.860000 1.395474e-16 1.244108e-17
5349.860000 1.259489e-16 1.247303e-17
5352.860000 1.310293e-16 1.274929e-17
5355.860000 1.328059e-16 1.290529e-17
5358.860000 1.370519e-16 1.311645e-17
5361.860000 1.335861e-16 1.341111e-17
5364.860000 1.231527e-16 1.318881e-17
5367.860000 1.006960e-16 1.252998e-17
5370.860000 9.929402e-17 1.217618e-17
5373.860000 1.146677e-16 1.197463e-17
5376.860000 1.355287e-16 1.185637e-17
5379.860000 1.411796e-16 1.149342e-17
5382.860000 1.295637e-16 1.111355e-17
5385.860000 1.221852e-16 1.082365e-17
5388.860000 1.011493e-16 1.034358e-17
5391.860000 1.034216e-16 1.013044e-17
5394.860000 1.069883e-16 9.931553e-18
5397.860000 1.121158e-16 9.731363e-18
5400.860000 1.191860e-16 9.381939e-18
5403.860000 1.302443e-16 9.229901e-18
5406.860000 1.251051e-16 9.067761e-18
5409.860000 1.044184e-16 8.822452e-18
5412.860000 9.322507e-17 8.543725e-18
5415.860000 1.063799e-16 8.437145e-18
5418.860000 1.063110e-16 8.348755e-18
5421.860000 1.056543e-16 8.282164e-18
5424.860000 1.104497e-16 8.271369e-18
5427.860000 1.104127e-16 8.211668e-18
5430.860000 1.066544e-16 8.239319e-18
5433.860000 1.054317e-16 8.222492e-18
5436.860000 1.122852e-16 8.212951e-18
5439.860000 1.047694e-16 8.175418e-18
5442.860000 1.029376e-16 8.273041e-18
5445.860000 1.148571e-16 8.413391e-18
5448.860000 1.231795e-16 8.479829e-18
5451.860000 1.130544e-16 8.494151e-18
5454.860000 1.191984e-16 8.673278e-18
5457.860000 1.276759e-16 8.847848e-18
5460.860000 1.207548e-16 8.919202e-18
5463.860000 1.145002e-16 9.024767e-18
5466.860000 1.238043e-16 9.225363e-18
5469.860000 1.271925e-16 9.363239e-18
5472.860000 1.165476e-16 9.421119e-18
5475.860000 1.191968e-16 9.761600e-18
5478.860000 1.149283e-16 9.923239e-18
5481.860000 1.149262e-16 9.946177e-18
5484.860000 1.212829e-16 1.030953e-17
5487.860000 1.134835e-16 1.049172e-17
5490.860000 1.101457e-16 1.032781e-17
5493.860000 9.927821e-17 9.949126e-18
5496.860000 1.050446e-16 9.685321e-18
5499.860000 1.133870e-16 9.570514e-18
