# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2021zac
# CHANNEL = B+R
# EXPNUM = 21_261_058
# MJD-OBS = 59475.616424
# DATE-OBS = 2021-09-18T14:48:08
# EXPTIME = 1800.0s
# AIRMASS = 1.95
# RA = 08:20:57.09
# DEC = 58:51:24.99
# wl fl err
# [A] [erg/s/cm2/A]
5502.860000 1.172378e-16 9.317230e-18
5505.860000 1.244320e-16 9.144994e-18
5508.860000 1.303228e-16 8.979753e-18
5511.860000 1.259800e-16 8.778894e-18
5514.860000 1.205369e-16 8.486325e-18
5517.860000 1.134084e-16 8.229195e-18
5520.860000 1.171109e-16 8.118844e-18
5523.860000 1.170747e-16 7.889515e-18
5526.860000 1.209401e-16 7.828936e-18
5529.860000 1.161073e-16 7.681445e-18
5532.860000 1.115363e-16 7.484889e-18
5535.860000 1.099627e-16 7.362144e-18
5538.860000 1.185569e-16 7.276971e-18
5541.860000 1.277688e-16 7.234060e-18
5544.860000 1.291945e-16 7.192860e-18
5547.860000 1.134236e-16 7.052759e-18
5550.860000 1.118006e-16 6.992766e-18
5553.860000 1.132378e-16 6.950867e-18
5556.860000 1.151351e-16 6.945362e-18
5559.860000 1.197081e-16 6.987620e-18
5562.860000 1.159023e-16 7.026840e-18
5565.860000 1.068022e-16 7.005532e-18
5568.860000 1.094153e-16 7.121012e-18
5571.860000 1.097043e-16 7.264590e-18
5574.860000 1.141294e-16 7.679779e-18
5577.860000 1.261848e-16 8.822001e-18
5580.860000 1.495477e-16 1.037850e-17
5583.860000 1.428293e-16 1.106727e-17
5586.860000 1.151499e-16 1.043371e-17
5589.860000 1.016139e-16 9.159848e-18
5592.860000 8.938432e-17 8.237807e-18
5595.860000 9.497525e-17 8.045057e-18
5598.860000 9.897200e-17 8.096462e-18
5601.860000 1.026749e-16 8.167573e-18
5604.860000 9.666866e-17 8.291483e-18
5607.860000 1.128979e-16 8.658310e-18
5610.860000 1.061200e-16 8.726926e-18
5613.860000 1.081887e-16 8.878358e-18
5616.860000 1.240577e-16 8.977467e-18
5619.860000 1.090642e-16 8.523605e-18
5622.860000 9.915472e-17 8.243315e-18
5625.860000 1.191044e-16 8.212683e-18
5628.860000 1.259013e-16 8.034323e-18
5631.860000 1.049921e-16 7.642571e-18
5634.860000 1.001778e-16 7.426224e-18
5637.860000 1.043172e-16 7.313025e-18
5640.860000 1.127317e-16 7.191311e-18
5643.860000 1.113330e-16 7.008757e-18
5646.860000 1.163997e-16 6.800906e-18
5649.860000 1.182930e-16 6.722757e-18
5652.860000 1.057998e-16 6.512423e-18
5655.860000 1.098614e-16 6.407614e-18
5658.860000 1.092664e-16 6.321651e-18
5661.860000 1.075024e-16 6.173321e-18
5664.860000 1.073465e-16 6.060248e-18
5667.860000 9.996999e-17 5.958252e-18
5670.860000 9.844506e-17 5.924239e-18
5673.860000 9.715550e-17 5.863735e-18
5676.860000 9.763790e-17 5.806063e-18
5679.860000 9.749154e-17 5.816961e-18
5682.860000 9.517793e-17 5.841855e-18
5685.860000 9.385445e-17 5.857414e-18
5688.860000 9.425366e-17 5.885312e-18
5691.860000 1.025323e-16 5.995923e-18
5694.860000 1.102669e-16 6.067151e-18
5697.860000 1.119155e-16 6.115928e-18
5700.860000 1.101804e-16 6.190269e-18
5703.860000 1.042622e-16 6.150521e-18
5706.860000 1.044273e-16 6.213239e-18
5709.860000 1.070114e-16 6.349364e-18
5712.860000 1.038567e-16 6.416224e-18
5715.860000 9.738969e-17 6.533367e-18
5718.860000 9.815506e-17 6.660803e-18
5721.860000 1.077938e-16 6.862542e-18
5724.860000 1.082155e-16 6.982227e-18
5727.860000 1.049391e-16 7.127920e-18
5730.860000 1.031785e-16 7.248121e-18
5733.860000 1.037479e-16 7.391596e-18
5736.860000 9.953367e-17 7.531902e-18
5739.860000 9.501970e-17 7.534818e-18
5742.860000 1.057519e-16 7.494167e-18
5745.860000 1.041553e-16 7.300619e-18
5748.860000 1.049496e-16 7.161749e-18
5751.860000 1.056473e-16 6.956495e-18
5754.860000 1.087139e-16 6.840256e-18
5757.860000 1.081734e-16 6.607657e-18
5760.860000 1.091364e-16 6.435072e-18
5763.860000 1.160903e-16 6.467559e-18
5766.860000 1.078156e-16 6.222375e-18
5769.860000 1.078648e-16 6.095081e-18
5772.860000 1.136718e-16 6.009022e-18
5775.860000 1.201031e-16 5.944425e-18
5778.860000 1.020466e-16 5.701297e-18
5781.860000 9.390990e-17 5.585167e-18
5784.860000 9.879490e-17 5.526042e-18
5787.860000 1.119258e-16 5.547592e-18
5790.860000 1.145827e-16 5.469299e-18
5793.860000 1.139298e-16 5.372649e-18
5796.860000 1.164968e-16 5.358779e-18
5799.860000 1.100340e-16 5.270967e-18
5802.860000 1.065419e-16 5.236660e-18
5805.860000 1.035683e-16 5.249555e-18
5808.860000 1.084671e-16 5.283996e-18
5811.860000 1.077384e-16 5.293723e-18
5814.860000 1.061960e-16 5.307323e-18
5817.860000 1.099547e-16 5.372475e-18
5820.860000 1.077683e-16 5.411552e-18
5823.860000 1.060083e-16 5.499401e-18
5826.860000 1.088457e-16 5.573636e-18
5829.860000 1.120027e-16 5.644970e-18
5832.860000 1.101097e-16 5.688370e-18
5835.860000 1.062018e-16 5.772984e-18
5838.860000 1.092824e-16 5.868417e-18
5841.860000 1.110976e-16 6.000621e-18
5844.860000 1.110263e-16 6.141092e-18
5847.860000 1.085526e-16 6.294715e-18
5850.860000 1.079600e-16 6.378963e-18
5853.860000 1.041553e-16 6.484461e-18
5856.860000 1.054694e-16 6.647327e-18
5859.860000 9.937855e-17 6.712189e-18
5862.860000 1.026005e-16 6.895873e-18
5865.860000 1.036334e-16 6.971982e-18
5868.860000 1.089471e-16 7.001001e-18
5871.860000 1.240806e-16 7.092170e-18
5874.860000 1.201537e-16 6.899257e-18
5877.860000 1.252463e-16 6.738155e-18
5880.860000 1.242919e-16 6.537279e-18
5883.860000 1.120336e-16 6.234884e-18
5886.860000 1.080690e-16 6.110945e-18
5889.860000 1.114233e-16 6.241221e-18
5892.860000 1.232081e-16 6.517895e-18
5895.860000 1.158807e-16 6.670220e-18
5898.860000 1.123086e-16 6.617408e-18
5901.860000 1.102420e-16 6.340714e-18
5904.860000 1.010633e-16 5.908419e-18
5907.860000 1.060392e-16 5.605191e-18
5910.860000 1.065131e-16 5.323374e-18
5913.860000 1.083782e-16 5.162146e-18
5916.860000 1.125539e-16 5.108766e-18
5919.860000 1.081317e-16 5.054837e-18
5922.860000 1.079772e-16 5.014524e-18
5925.860000 1.133654e-16 5.024900e-18
5928.860000 1.090642e-16 4.978638e-18
5931.860000 9.932611e-17 4.888744e-18
5934.860000 9.693601e-17 4.866183e-18
5937.860000 9.989571e-17 4.935143e-18
5940.860000 1.018400e-16 4.990558e-18
5943.860000 1.022056e-16 4.967519e-18
5946.860000 1.039314e-16 5.009521e-18
5949.860000 1.062159e-16 5.100115e-18
5952.860000 1.092988e-16 5.196097e-18
5955.860000 1.004015e-16 5.191192e-18
5958.860000 9.756790e-17 5.262366e-18
5961.860000 1.025721e-16 5.427904e-18
5964.860000 9.937762e-17 5.473476e-18
5967.860000 1.010346e-16 5.512122e-18
5970.860000 9.617697e-17 5.578733e-18
5973.860000 1.041044e-16 5.821218e-18
5976.860000 1.129198e-16 6.003951e-18
5979.860000 1.042600e-16 6.097244e-18
5982.860000 1.063821e-16 6.227504e-18
5985.860000 9.500885e-17 6.288124e-18
5988.860000 1.008156e-16 6.386415e-18
5991.860000 1.105270e-16 6.571957e-18
5994.860000 1.064857e-16 6.371334e-18
5997.860000 1.066721e-16 6.251317e-18
6000.860000 1.004477e-16 6.044158e-18
6003.860000 9.590503e-17 5.802020e-18
6006.860000 9.970248e-17 5.708118e-18
6009.860000 1.078278e-16 5.602156e-18
6012.860000 1.054718e-16 5.469905e-18
6015.860000 1.043255e-16 5.378870e-18
6018.860000 1.031713e-16 5.214410e-18
6021.860000 1.052284e-16 5.099408e-18
6024.860000 1.081962e-16 5.059529e-18
6027.860000 1.050540e-16 4.918259e-18
6030.860000 9.550570e-17 4.731017e-18
6033.860000 1.026487e-16 4.701275e-18
6036.860000 1.108912e-16 4.726766e-18
6039.860000 1.078991e-16 4.649757e-18
6042.860000 9.896961e-17 4.498726e-18
6045.860000 9.534392e-17 4.428504e-18
6048.860000 1.011340e-16 4.431659e-18
6051.860000 1.004893e-16 4.380096e-18
6054.860000 9.335666e-17 4.302402e-18
6057.860000 9.156287e-17 4.305997e-18
6060.860000 9.754996e-17 4.372565e-18
6063.860000 1.012783e-16 4.388380e-18
6066.860000 1.030045e-16 4.450865e-18
6069.860000 1.012657e-16 4.495895e-18
6072.860000 9.329499e-17 4.485510e-18
6075.860000 9.622330e-17 4.582178e-18
6078.860000 9.921698e-17 4.613028e-18
6081.860000 9.759666e-17 4.673905e-18
6084.860000 9.789216e-17 4.741669e-18
6087.860000 9.635466e-17 4.824930e-18
6090.860000 9.723494e-17 4.918542e-18
6093.860000 9.060692e-17 4.914786e-18
6096.860000 9.216897e-17 5.063687e-18
6099.860000 9.574865e-17 5.173148e-18
6102.860000 8.490393e-17 5.206476e-18
6105.860000 8.968936e-17 5.376992e-18
6108.860000 8.881211e-17 5.458530e-18
6111.860000 8.524025e-17 5.655509e-18
6114.860000 8.415078e-17 5.718593e-18
6117.860000 8.584829e-17 5.781274e-18
6120.860000 8.265899e-17 5.654159e-18
6123.860000 7.662584e-17 5.465287e-18
6126.860000 8.798324e-17 5.379336e-18
6129.860000 8.905294e-17 5.265005e-18
6132.860000 8.256597e-17 5.066091e-18
6135.860000 7.403222e-17 4.890860e-18
6138.860000 8.030918e-17 4.800608e-18
6141.860000 8.996981e-17 4.775849e-18
6144.860000 8.439940e-17 4.646648e-18
6147.860000 8.434980e-17 4.561554e-18
6150.860000 9.011510e-17 4.562569e-18
6153.860000 8.261682e-17 4.379063e-18
6156.860000 8.462693e-17 4.303556e-18
6159.860000 7.929361e-17 4.191465e-18
6162.860000 7.114224e-17 4.082328e-18
6165.860000 7.062725e-17 4.021853e-18
6168.860000 7.409730e-17 3.989394e-18
6171.860000 7.511956e-17 3.975217e-18
6174.860000 7.946909e-17 4.011609e-18
6177.860000 7.983411e-17 3.989548e-18
6180.860000 8.195609e-17 3.989165e-18
6183.860000 7.981680e-17 3.982426e-18
6186.860000 7.424316e-17 3.939948e-18
6189.860000 7.721178e-17 3.952791e-18
6192.860000 7.826232e-17 3.986694e-18
6195.860000 7.326273e-17 4.031503e-18
6198.860000 7.325746e-17 4.081047e-18
6201.860000 7.138379e-17 4.109729e-18
6204.860000 7.902492e-17 4.212849e-18
6207.860000 8.115965e-17 4.300111e-18
6210.860000 8.312720e-17 4.408383e-18
6213.860000 7.705011e-17 4.418107e-18
6216.860000 7.460974e-17 4.457084e-18
6219.860000 8.464380e-17 4.658675e-18
6222.860000 8.051879e-17 4.675746e-18
6225.860000 8.795025e-17 4.882462e-18
6228.860000 8.216270e-17 4.926898e-18
6231.860000 7.379218e-17 4.920532e-18
6234.860000 7.975602e-17 5.112752e-18
6237.860000 8.089523e-17 5.298847e-18
6240.860000 8.528792e-17 5.556449e-18
6243.860000 7.538485e-17 5.499882e-18
6246.860000 7.376828e-17 5.330143e-18
6249.860000 8.376955e-17 5.236677e-18
6252.860000 7.584669e-17 4.969643e-18
6255.860000 7.671457e-17 4.832092e-18
6258.860000 7.799473e-17 4.720067e-18
6261.860000 8.060181e-17 4.682150e-18
6264.860000 8.455172e-17 4.663315e-18
6267.860000 8.617195e-17 4.577584e-18
6270.860000 7.988164e-17 4.417155e-18
6273.860000 7.634771e-17 4.245845e-18
6276.860000 7.642280e-17 4.119335e-18
6279.860000 7.750662e-17 4.038450e-18
6282.860000 8.141838e-17 3.975795e-18
6285.860000 8.263967e-17 3.931416e-18
6288.860000 7.828537e-17 3.882853e-18
6291.860000 7.828212e-17 3.872425e-18
6294.860000 8.017454e-17 3.918148e-18
6297.860000 8.319335e-17 4.004188e-18
6300.860000 8.897587e-17 4.217539e-18
6303.860000 9.690961e-17 4.589622e-18
6306.860000 9.248805e-17 4.713878e-18
6309.860000 7.390183e-17 4.489726e-18
6312.860000 6.722048e-17 4.191066e-18
6315.860000 7.444074e-17 3.980736e-18
6318.860000 7.973877e-17 3.896032e-18
6321.860000 8.214579e-17 3.898027e-18
6324.860000 8.257310e-17 3.927176e-18
6327.860000 8.353348e-17 3.971570e-18
6330.860000 8.070556e-17 4.032312e-18
6333.860000 8.289097e-17 4.164574e-18
6336.860000 8.530820e-17 4.292172e-18
6339.860000 7.923066e-17 4.277339e-18
6342.860000 8.651544e-17 4.356426e-18
6345.860000 8.842283e-17 4.447918e-18
6348.860000 7.973561e-17 4.425572e-18
6351.860000 7.977317e-17 4.516526e-18
6354.860000 8.424630e-17 4.641816e-18
6357.860000 8.922175e-17 4.821939e-18
6360.860000 9.098026e-17 4.997310e-18
6363.860000 9.476424e-17 5.285599e-18
6366.860000 9.516151e-17 5.511144e-18
6369.860000 9.030413e-17 5.553833e-18
6372.860000 8.218266e-17 5.276786e-18
6375.860000 9.220894e-17 5.086584e-18
6378.860000 9.658638e-17 4.881602e-18
6381.860000 1.008483e-16 4.729716e-18
6384.860000 9.539995e-17 4.570385e-18
6387.860000 9.699935e-17 4.519471e-18
6390.860000 9.442628e-17 4.433324e-18
6393.860000 8.901075e-17 4.272327e-18
6396.860000 9.246763e-17 4.179492e-18
6399.860000 9.569068e-17 4.081705e-18
6402.860000 9.544552e-17 4.009726e-18
6405.860000 9.590754e-17 3.973350e-18
6408.860000 9.627348e-17 3.936707e-18
6411.860000 9.560134e-17 3.875816e-18
6414.860000 1.004271e-16 3.808970e-18
6417.860000 1.029431e-16 3.783240e-18
6420.860000 9.516406e-17 3.709160e-18
6423.860000 9.438235e-17 3.692062e-18
6426.860000 9.629252e-17 3.685784e-18
6429.860000 9.534982e-17 3.652854e-18
6432.860000 9.795475e-17 3.666366e-18
6435.860000 9.427721e-17 3.646025e-18
6438.860000 8.943672e-17 3.621999e-18
6441.860000 9.352711e-17 3.695868e-18
6444.860000 1.005819e-16 3.771164e-18
6447.860000 9.813867e-17 3.771616e-18
6450.860000 9.631294e-17 3.795073e-18
6453.860000 1.003678e-16 3.880714e-18
6456.860000 1.015028e-16 3.970106e-18
6459.860000 9.474161e-17 3.981268e-18
6462.860000 9.572095e-17 4.077408e-18
6465.860000 1.031178e-16 4.242868e-18
6468.860000 1.123425e-16 4.413061e-18
6471.860000 1.098336e-16 4.516743e-18
6474.860000 1.057389e-16 4.629102e-18
6477.860000 1.054187e-16 4.712949e-18
6480.860000 1.011717e-16 4.715013e-18
6483.860000 9.661977e-17 4.728176e-18
6486.860000 9.887895e-17 4.855111e-18
6489.860000 9.908016e-17 4.963263e-18
6492.860000 1.026118e-16 5.026250e-18
6495.860000 9.683450e-17 4.968506e-18
6498.860000 1.033628e-16 4.955622e-18
6501.860000 1.041567e-16 4.937738e-18
6504.860000 1.088140e-16 4.914944e-18
6507.860000 1.042007e-16 4.827765e-18
6510.860000 9.101876e-17 4.571047e-18
6513.860000 9.365801e-17 4.387401e-18
6516.860000 9.859243e-17 4.248514e-18
6519.860000 1.007826e-16 4.124512e-18
6522.860000 9.721975e-17 4.002884e-18
6525.860000 9.281453e-17 3.910641e-18
6528.860000 9.417244e-17 3.850469e-18
6531.860000 9.467136e-17 3.791822e-18
6534.860000 1.011083e-16 3.827497e-18
6537.860000 1.073194e-16 3.867296e-18
6540.860000 1.050274e-16 3.821811e-18
6543.860000 9.975622e-17 3.726231e-18
6546.860000 9.719899e-17 3.633397e-18
6549.860000 9.870841e-17 3.591374e-18
6552.860000 9.812831e-17 3.591332e-18
6555.860000 9.767446e-17 3.620343e-18
6558.860000 9.768979e-17 3.678120e-18
6561.860000 9.849107e-17 3.742346e-18
6564.860000 1.014681e-16 3.827853e-18
6567.860000 1.032405e-16 3.900484e-18
6570.860000 9.901078e-17 3.870573e-18
6573.860000 9.145117e-17 3.779024e-18
6576.860000 9.203729e-17 3.739475e-18
6579.860000 9.513410e-17 3.787791e-18
6582.860000 9.735455e-17 3.885169e-18
6585.860000 9.508308e-17 3.924348e-18
6588.860000 9.425552e-17 3.944926e-18
6591.860000 9.886329e-17 4.009568e-18
6594.860000 1.013032e-16 4.074070e-18
6597.860000 9.703613e-17 4.131166e-18
6600.860000 1.015097e-16 4.262677e-18
6603.860000 1.013721e-16 4.323492e-18
6606.860000 1.014222e-16 4.458148e-18
6609.860000 1.017422e-16 4.620173e-18
6612.860000 1.016108e-16 4.706928e-18
6615.860000 9.932334e-17 4.753444e-18
6618.860000 1.015797e-16 4.769532e-18
6621.860000 9.878482e-17 4.703205e-18
6624.860000 9.089169e-17 4.534558e-18
6627.860000 8.861193e-17 4.408274e-18
6630.860000 9.807753e-17 4.383918e-18
6633.860000 9.501813e-17 4.283191e-18
6636.860000 9.734320e-17 4.203121e-18
6639.860000 9.773480e-17 4.130571e-18
6642.860000 9.418123e-17 4.002446e-18
6645.860000 9.400875e-17 3.909507e-18
6648.860000 9.030197e-17 3.782372e-18
6651.860000 8.851740e-17 3.687607e-18
6654.860000 9.069801e-17 3.636865e-18
6657.860000 9.027728e-17 3.573082e-18
6660.860000 9.281704e-17 3.537167e-18
6663.860000 9.208146e-17 3.486726e-18
6666.860000 9.173425e-17 3.438532e-18
6669.860000 9.126041e-17 3.400393e-18
6672.860000 9.045874e-17 3.385194e-18
6675.860000 8.997983e-17 3.360596e-18
6678.860000 9.213091e-17 3.358370e-18
6681.860000 9.404587e-17 3.362938e-18
6684.860000 9.419933e-17 3.357429e-18
6687.860000 9.459833e-17 3.350502e-18
6690.860000 9.478688e-17 3.361823e-18
6693.860000 9.502981e-17 3.401215e-18
6696.860000 9.669769e-17 3.430926e-18
6699.860000 9.386544e-17 3.424875e-18
6702.860000 9.130306e-17 3.473192e-18
6705.860000 9.412901e-17 3.546642e-18
6708.860000 9.504523e-17 3.604945e-18
6711.860000 8.772850e-17 3.608825e-18
6714.860000 8.908504e-17 3.680838e-18
6717.860000 9.111153e-17 3.769811e-18
6720.860000 8.954951e-17 3.844980e-18
6723.860000 8.798857e-17 3.925641e-18
6726.860000 8.819975e-17 4.011063e-18
6729.860000 9.165602e-17 4.103978e-18
6732.860000 9.506430e-17 4.225851e-18
6735.860000 8.686150e-17 4.280490e-18
6738.860000 9.432430e-17 4.453984e-18
6741.860000 1.135299e-16 4.796796e-18
6744.860000 1.385446e-16 5.187620e-18
6747.860000 1.495855e-16 5.228409e-18
6750.860000 1.321379e-16 4.904645e-18
6753.860000 1.068814e-16 4.477759e-18
6756.860000 9.158465e-17 4.192918e-18
6759.860000 9.253882e-17 4.045897e-18
6762.860000 9.146760e-17 3.963185e-18
6765.860000 9.323143e-17 3.896296e-18
6768.860000 9.681148e-17 3.846894e-18
6771.860000 9.540995e-17 3.766059e-18
6774.860000 8.496700e-17 3.611452e-18
6777.860000 8.392547e-17 3.514395e-18
6780.860000 8.708575e-17 3.474551e-18
6783.860000 9.132982e-17 3.462455e-18
6786.860000 8.652731e-17 3.399606e-18
6789.860000 8.159273e-17 3.318768e-18
6792.860000 8.455259e-17 3.286711e-18
6795.860000 9.177074e-17 3.314161e-18
6798.860000 9.232650e-17 3.296746e-18
6801.860000 9.022069e-17 3.252433e-18
6804.860000 8.877578e-17 3.206740e-18
6807.860000 8.865851e-17 3.204900e-18
6810.860000 8.614142e-17 3.201415e-18
6813.860000 8.284162e-17 3.193064e-18
6816.860000 8.577693e-17 3.212889e-18
6819.860000 8.697864e-17 3.222201e-18
6822.860000 8.443277e-17 3.238043e-18
6825.860000 8.738171e-17 3.316194e-18
6828.860000 8.984156e-17 3.453205e-18
6831.860000 8.979634e-17 3.629690e-18
6834.860000 9.237361e-17 3.834205e-18
6837.860000 8.904629e-17 3.933414e-18
6840.860000 8.126343e-17 3.913080e-18
6843.860000 8.132866e-17 3.862053e-18
6846.860000 8.694455e-17 3.878654e-18
6849.860000 8.922677e-17 3.897458e-18
6852.860000 8.898438e-17 3.926866e-18
6855.860000 8.457458e-17 3.960471e-18
6858.860000 8.274758e-17 4.062326e-18
6861.860000 8.214702e-17 4.224701e-18
6864.860000 8.780741e-17 4.555484e-18
6867.860000 9.405950e-17 5.015260e-18
6870.860000 8.987709e-17 5.409722e-18
6873.860000 7.380047e-17 5.307543e-18
6876.860000 7.403623e-17 5.136446e-18
6879.860000 7.887430e-17 4.765599e-18
6882.860000 8.411318e-17 4.538744e-18
6885.860000 8.863018e-17 4.344251e-18
6888.860000 9.042893e-17 4.172771e-18
6891.860000 8.834865e-17 4.077489e-18
6894.860000 9.053594e-17 4.036050e-18
6897.860000 8.883598e-17 3.975675e-18
6900.860000 9.340198e-17 3.936627e-18
6903.860000 9.616722e-17 3.883639e-18
6906.860000 9.726113e-17 3.814103e-18
6909.860000 9.305616e-17 3.699170e-18
6912.860000 8.754312e-17 3.522452e-18
6915.860000 8.845857e-17 3.463113e-18
6918.860000 9.054974e-17 3.467646e-18
6921.860000 9.263783e-17 3.459786e-18
6924.860000 8.979716e-17 3.422471e-18
6927.860000 8.915433e-17 3.421402e-18
6930.860000 8.519429e-17 3.364255e-18
6933.860000 7.599590e-17 3.224183e-18
6936.860000 7.671084e-17 3.141908e-18
6939.860000 7.732811e-17 3.127203e-18
6942.860000 7.673814e-17 3.172581e-18
6945.860000 7.820770e-17 3.239950e-18
6948.860000 7.985307e-17 3.311842e-18
6951.860000 8.454388e-17 3.435729e-18
6954.860000 8.567032e-17 3.546326e-18
6957.860000 7.963998e-17 3.533407e-18
6960.860000 7.569242e-17 3.444516e-18
6963.860000 7.479429e-17 3.393514e-18
6966.860000 7.706743e-17 3.457905e-18
6969.860000 8.458946e-17 3.577371e-18
6972.860000 8.789528e-17 3.713180e-18
6975.860000 8.315863e-17 3.759869e-18
6978.860000 7.898449e-17 3.850176e-18
6981.860000 7.716810e-17 3.973151e-18
6984.860000 7.790846e-17 4.096644e-18
6987.860000 7.844753e-17 4.149774e-18
6990.860000 8.099440e-17 4.191122e-18
6993.860000 7.955289e-17 4.230906e-18
6996.860000 7.877844e-17 4.196292e-18
6999.860000 7.505464e-17 4.085539e-18
7002.860000 7.897186e-17 3.997336e-18
7005.860000 7.730106e-17 3.917525e-18
7008.860000 7.829162e-17 3.851987e-18
7011.860000 8.142572e-17 3.810268e-18
7014.860000 7.989002e-17 3.726544e-18
7017.860000 7.935683e-17 3.643583e-18
7020.860000 7.575521e-17 3.527901e-18
7023.860000 7.612801e-17 3.403006e-18
7026.860000 7.494459e-17 3.303082e-18
7029.860000 7.275009e-17 3.235111e-18
7032.860000 7.348324e-17 3.173776e-18
7035.860000 7.842869e-17 3.160671e-18
7038.860000 7.954481e-17 3.136023e-18
7041.860000 7.919478e-17 3.099064e-18
7044.860000 7.564160e-17 3.048569e-18
7047.860000 7.274589e-17 3.011643e-18
7050.860000 7.456577e-17 3.022727e-18
7053.860000 7.574218e-17 3.031245e-18
7056.860000 7.520482e-17 3.021039e-18
7059.860000 7.485075e-17 3.015056e-18
7062.860000 7.519697e-17 3.005596e-18
7065.860000 7.652531e-17 3.011253e-18
7068.860000 7.649661e-17 3.027376e-18
7071.860000 7.679061e-17 3.049440e-18
7074.860000 7.536773e-17 3.076702e-18
7077.860000 7.282680e-17 3.114016e-18
7080.860000 7.327551e-17 3.140006e-18
7083.860000 7.283924e-17 3.188739e-18
7086.860000 7.444435e-17 3.250142e-18
7089.860000 7.579422e-17 3.323095e-18
7092.860000 7.798151e-17 3.411296e-18
7095.860000 7.458313e-17 3.444243e-18
7098.860000 6.996209e-17 3.460790e-18
7101.860000 7.097485e-17 3.530191e-18
7104.860000 7.359877e-17 3.639963e-18
7107.860000 7.361390e-17 3.728790e-18
7110.860000 7.492462e-17 3.800034e-18
7113.860000 7.221020e-17 3.854440e-18
7116.860000 7.075314e-17 3.934273e-18
7119.860000 6.948432e-17 4.020505e-18
7122.860000 7.277590e-17 4.038222e-18
7125.860000 7.536882e-17 3.984719e-18
7128.860000 7.116534e-17 3.857514e-18
7131.860000 7.333026e-17 3.775925e-18
7134.860000 7.090211e-17 3.695043e-18
7137.860000 6.894166e-17 3.600738e-18
7140.860000 6.956091e-17 3.530484e-18
7143.860000 6.993593e-17 3.437901e-18
7146.860000 7.283902e-17 3.392053e-18
7149.860000 7.166272e-17 3.341411e-18
7152.860000 7.062399e-17 3.284231e-18
7155.860000 7.096115e-17 3.207413e-18
7158.860000 7.274427e-17 3.150288e-18
7161.860000 7.712435e-17 3.132790e-18
7164.860000 7.698684e-17 3.094283e-18
7167.860000 7.347348e-17 3.010244e-18
7170.860000 7.191736e-17 2.962241e-18
7173.860000 7.291061e-17 2.937972e-18
7176.860000 7.153313e-17 2.891456e-18
7179.860000 6.731126e-17 2.827667e-18
7182.860000 6.538549e-17 2.797201e-18
7185.860000 6.680062e-17 2.798381e-18
7188.860000 6.661367e-17 2.795445e-18
7191.860000 6.572644e-17 2.790876e-18
7194.860000 6.603678e-17 2.793639e-18
7197.860000 6.507375e-17 2.805798e-18
7200.860000 6.456348e-17 2.834069e-18
7203.860000 6.193216e-17 2.863023e-18
7206.860000 6.065386e-17 2.892466e-18
7209.860000 6.336433e-17 2.949590e-18
7212.860000 6.585259e-17 3.057761e-18
7215.860000 6.689587e-17 3.132688e-18
7218.860000 6.836369e-17 3.208388e-18
7221.860000 7.157122e-17 3.309590e-18
7224.860000 7.117901e-17 3.377129e-18
7227.860000 7.197488e-17 3.465184e-18
7230.860000 7.204122e-17 3.572341e-18
7233.860000 6.960915e-17 3.648558e-18
7236.860000 6.811195e-17 3.751203e-18
7239.860000 6.727476e-17 3.955222e-18
7242.860000 7.638473e-17 4.457711e-18
7245.860000 7.778544e-17 5.016579e-18
7248.860000 7.601578e-17 5.135627e-18
7251.860000 6.755740e-17 4.859677e-18
7254.860000 6.552997e-17 4.445424e-18
7257.860000 6.201150e-17 4.040988e-18
7260.860000 5.983841e-17 3.750611e-18
7263.860000 5.823888e-17 3.574181e-18
7266.860000 6.197384e-17 3.460675e-18
7269.860000 6.655887e-17 3.391371e-18
7272.860000 6.576419e-17 3.345849e-18
7275.860000 6.802916e-17 3.442527e-18
7278.860000 7.226484e-17 3.728881e-18
7281.860000 7.259195e-17 3.990324e-18
7284.860000 7.197291e-17 3.986310e-18
7287.860000 7.209278e-17 3.767472e-18
7290.860000 7.265230e-17 3.539274e-18
7293.860000 6.752553e-17 3.311902e-18
7296.860000 6.716812e-17 3.110809e-18
7299.860000 6.831298e-17 3.008880e-18
7302.860000 6.960268e-17 2.991218e-18
7305.860000 6.720496e-17 2.991555e-18
7308.860000 6.432227e-17 3.007536e-18
7311.860000 6.515041e-17 3.025205e-18
7314.860000 6.897538e-17 3.071898e-18
7317.860000 7.488597e-17 3.279899e-18
7320.860000 7.969411e-17 3.560876e-18
7323.860000 7.156891e-17 3.591135e-18
7326.860000 6.132767e-17 3.380244e-18
7329.860000 6.389968e-17 3.274136e-18
7332.860000 7.302285e-17 3.378360e-18
7335.860000 7.353942e-17 3.459237e-18
7338.860000 7.459884e-17 3.514584e-18
7341.860000 7.415972e-17 3.714716e-18
7344.860000 7.190152e-17 4.073955e-18
7347.860000 6.557265e-17 4.202153e-18
7350.860000 6.252845e-17 4.005821e-18
7353.860000 6.779955e-17 3.795239e-18
7356.860000 6.969746e-17 3.725606e-18
7359.860000 7.319101e-17 3.845351e-18
7362.860000 7.448757e-17 4.062880e-18
7365.860000 7.308827e-17 4.190491e-18
7368.860000 7.109752e-17 4.284229e-18
7371.860000 7.660220e-17 4.557236e-18
7374.860000 7.221108e-17 4.725940e-18
7377.860000 6.733874e-17 4.546672e-18
7380.860000 6.748976e-17 4.186766e-18
