,name,ra,dec,amaj,amin,phi
1728,4FGL J1224.1+2239 ,186.0348,22.6547,0.0689,0.057,48.46
1729,4FGL J1224.4+2436 ,186.1161,24.6142,0.0192,0.0174,38.06
1730,4FGL J1224.7-8313 ,186.199,-83.2259,0.0683,0.0646,-37.83
1731,4FGL J1224.9+2122 ,186.2277,21.3814,0.0089,0.0089,-83.11
1732,4FGL J1224.9+4334 ,186.2371,43.5691,0.0549,0.0481,-54.96
1733,4FGL J1225.3-3446 ,186.3491,-34.7813,0.0534,0.047,-27.64
1734,4FGL J1225.4-1550 ,186.3699,-15.847,0.0709,0.0602,79.51
1735,4FGL J1225.6-7313 ,186.408,-73.2323,0.0532,0.043,-35.62
1736,4FGL J1225.9+2951 ,186.4902,29.8596,0.027,0.0251,-84.78
1737,4FGL J1226.5+3023 ,186.6398,30.384,0.0717,0.0638,-78.96
1738,4FGL J1226.7+0637 ,186.6857,6.628,0.0399,0.0371,-4.49
1739,4FGL J1226.8-1329 ,186.7188,-13.494,0.0243,0.0231,69.91
1740,4FGL J1227.1-4437 ,186.7859,-44.6274,0.0375,0.0332,35.54
1741,4FGL J1228.0-6918 ,187.0042,-69.3122,0.0686,0.0621,-61.26
1742,4FGL J1228.0-4853 ,187.0101,-48.8847,0.0224,0.021,15.37
1743,4FGL J1228.3+7521 ,187.0827,75.3527,0.0668,0.0551,69.46
1744,4FGL J1228.7+4858 ,187.1792,48.9827,0.0552,0.0513,-57.41
1745,4FGL J1228.7-0318 ,187.1926,-3.3148,0.0663,0.0599,-42.1
1746,4FGL J1229.0+0202 ,187.2675,2.0454,0.0146,0.0143,88.23
1747,4FGL J1229.7-5304 ,187.4442,-53.0704,0.0457,0.0361,5.97
1748,4FGL J1230.2+2517 ,187.5599,25.2983,0.0142,0.0134,59.16
1749,4FGL J1230.8+1223 ,187.7123,12.3883,0.0206,0.0191,10.57
1750,4FGL J1231.1-1412 ,187.7981,-14.2014,0.0099,0.0099,81.03
1751,4FGL J1231.5+1421 ,187.8771,14.3532,0.0384,0.033,85.49
1752,4FGL J1231.6+6415 ,187.9012,64.2535,0.0314,0.03,23.41
1753,4FGL J1231.6-5116 ,187.9102,-51.2672,0.046,0.0432,-38.7
1754,4FGL J1231.6-6511 ,187.9169,-65.1938,0.0577,0.0525,23.0
1755,4FGL J1231.7+2847 ,187.9349,28.7917,0.0148,0.0136,-89.97
1756,4FGL J1232.5+4821 ,188.1309,48.3521,0.0422,0.0411,72.31
1757,4FGL J1232.5-3720 ,188.1454,-37.3412,0.0301,0.028,-0.74
1758,4FGL J1233.0+1333 ,188.2598,13.5562,0.0755,0.0636,-73.47
1759,4FGL J1233.1+1703 ,188.2816,17.0579,0.0717,0.0509,-87.65
1760,4FGL J1233.7-0144 ,188.4339,-1.7428,0.0266,0.0232,-62.55
1761,4FGL J1234.0-5735 ,188.5194,-57.5961,0.0177,0.0174,31.49
1762,4FGL J1234.7-0434 ,188.6886,-4.5669,0.0761,0.0639,11.26
1763,4FGL J1236.3+3858 ,189.0894,38.9814,0.0409,0.0387,-49.96
1764,4FGL J1237.0+3019 ,189.2534,30.319,0.038,0.0375,-81.7
1765,4FGL J1237.8+6256 ,189.457,62.9342,0.068,0.0578,16.8
1766,4FGL J1238.1-4541 ,189.5453,-45.6861,0.0421,0.0388,-52.51
1767,4FGL J1238.3-1959 ,189.5936,-19.9945,0.033,0.0303,78.75
1768,4FGL J1239.4+0728 ,189.862,7.4709,0.042,0.0358,12.45
1769,4FGL J1239.5+0443 ,189.8854,4.7284,0.0147,0.0144,28.79
1770,4FGL J1240.1-6846 ,190.0475,-68.7734,0.0625,0.0523,-85.81
1771,4FGL J1240.4-7148 ,190.116,-71.8156,0.0241,0.0232,-45.04
1772,4FGL J1241.5+3439 ,190.3993,34.6501,0.0759,0.0734,-59.96
1773,4FGL J1241.8-1456 ,190.4502,-14.9376,0.0315,0.0293,16.43
1774,4FGL J1241.9+0636 ,190.4906,6.6031,0.0617,0.0523,33.37
1775,4FGL J1242.6+7635 ,190.666,76.5856,0.0598,0.0552,54.43
1776,4FGL J1242.9+7315 ,190.7454,73.2609,0.0366,0.0354,22.07
1777,4FGL J1243.2+3627 ,190.8116,36.4585,0.0127,0.0126,-59.8
1778,4FGL J1243.5+5311 ,190.8763,53.1979,0.0544,0.0484,-1.15
1779,4FGL J1243.7+1727 ,190.9301,17.458,0.065,0.0574,-41.33
1780,4FGL J1243.9-0218 ,190.9845,-2.3082,0.0504,0.044,60.88
1781,4FGL J1244.2-4956 ,191.0558,-49.9437,0.0563,0.0421,-29.77
1782,4FGL J1244.3-6233 ,191.0798,-62.554,0.0472,0.0428,69.41
1783,4FGL J1244.5+1616 ,191.1361,16.2803,0.0601,0.0476,-86.5
1784,4FGL J1245.1+5709 ,191.2883,57.158,0.0357,0.0334,-73.23
1785,4FGL J1246.7-2548 ,191.6887,-25.8018,0.012,0.0119,25.42
1786,4FGL J1247.0+4421 ,191.7715,44.3554,0.0345,0.0305,-66.9
1787,4FGL J1248.3+5820 ,192.0844,58.3432,0.01,0.0098,48.16
1788,4FGL J1248.7+5127 ,192.1805,51.463,0.0437,0.0374,77.04
1789,4FGL J1249.2-2809 ,192.3186,-28.1501,0.0361,0.0336,-59.09
1790,4FGL J1249.3-0545 ,192.3264,-5.7621,0.0501,0.0408,69.09
1791,4FGL J1249.8+3707 ,192.4598,37.1306,0.0298,0.0278,53.29
1792,4FGL J1250.6+0217 ,192.6513,2.2876,0.0372,0.0362,82.63
1793,4FGL J1250.8+3117 ,192.7218,31.2858,0.0522,0.0488,-2.14
1794,4FGL J1250.9-4943 ,192.7265,-49.7203,0.0401,0.0344,-28.28
1795,4FGL J1251.2+1039 ,192.821,10.6536,0.0537,0.0459,10.12
1796,4FGL J1251.3-0201 ,192.836,-2.0271,0.0408,0.038,79.67
1797,4FGL J1253.2+5301 ,193.3067,53.0173,0.0119,0.0114,63.78
1798,4FGL J1253.5-3934 ,193.3983,-39.567,0.038,0.036,-70.87
1799,4FGL J1253.8+0327 ,193.4531,3.4507,0.0317,0.0309,30.78
1800,4FGL J1253.8+6242 ,193.4666,62.7052,0.0309,0.0301,-59.55
1801,4FGL J1253.8+2929 ,193.468,29.4977,0.0818,0.079,2.69
1802,4FGL J1254.2-2205 ,193.5521,-22.0872,0.072,0.0521,-22.4
1803,4FGL J1254.5+2210 ,193.637,22.1808,0.0319,0.0259,83.01
1804,4FGL J1254.7-4516 ,193.6777,-45.2748,0.0575,0.0539,74.03
1805,4FGL J1254.9-4426 ,193.728,-44.4441,0.0639,0.0553,-52.44
1806,4FGL J1256.1-5919 ,194.0333,-59.3198,0.0549,0.0419,-31.6
1807,4FGL J1256.1-0547 ,194.0415,-5.7887,0.0088,0.0088,-80.29
1808,4FGL J1256.2-1146 ,194.0632,-11.7755,0.0204,0.0197,-19.26
1809,4FGL J1256.8+5329 ,194.2059,53.4854,0.0832,0.0809,-57.39
1810,4FGL J1256.8-1333 ,194.2145,-13.5588,0.0796,0.0779,57.19
1811,4FGL J1257.0-6339 ,194.2605,-63.6559,0.0395,0.036,-47.3
1812,4FGL J1257.2+3646 ,194.3103,36.7706,0.032,0.029,51.17
1813,4FGL J1257.6+2413 ,194.4191,24.2199,0.0462,0.0429,68.22
1814,4FGL J1257.8+3228 ,194.4728,32.4721,0.026,0.0246,-45.02
1815,4FGL J1258.3+6121 ,194.5879,61.3622,0.0404,0.0353,-79.79
1816,4FGL J1258.6-1759 ,194.6635,-17.9958,0.0409,0.0376,-69.27
1817,4FGL J1258.7-0452 ,194.6847,-4.8675,0.0648,0.0571,-17.87
1818,4FGL J1258.7+5143 ,194.6946,51.7182,0.0762,0.0726,75.77
1819,4FGL J1258.8-2219 ,194.7172,-22.3257,0.0227,0.0215,-29.09
1820,4FGL J1259.0-8148 ,194.7625,-81.8163,0.0647,0.0584,32.97
1821,4FGL J1259.1-2311 ,194.7798,-23.1925,0.0361,0.0319,21.46
1822,4FGL J1259.7-3223 ,194.9449,-32.3898,0.0442,0.0403,59.25
1823,4FGL J1259.8-3749 ,194.9646,-37.8234,0.0246,0.024,-53.14
1824,4FGL J1301.6+4056 ,195.4014,40.9484,0.0538,0.0507,73.6
1825,4FGL J1301.6+0834 ,195.412,8.5742,0.0388,0.0343,65.33
1826,4FGL J1302.4-3258 ,195.6231,-32.9694,0.0249,0.0238,-40.68
1827,4FGL J1302.8+5748 ,195.7209,57.8146,0.0487,0.0418,89.24
1828,4FGL J1302.9-6349 ,195.7274,-63.8304,0.0429,0.0362,79.29
1829,4FGL J1303.0+2434 ,195.7571,24.5821,0.022,0.0204,-3.66
1830,4FGL J1303.1-4714 ,195.7878,-47.2381,0.079,0.074,-40.29
1831,4FGL J1303.6-4622 ,195.9238,-46.3675,0.0512,0.0427,-29.48
1832,4FGL J1304.2-2412 ,196.0517,-24.2103,0.0281,0.0278,-4.93
1833,4FGL J1304.3-4353 ,196.0883,-43.8957,0.0141,0.0139,-29.58
1834,4FGL J1304.4+1203 ,196.1153,12.0616,0.0811,0.0745,71.11
1835,4FGL J1304.9-2107 ,196.2262,-21.1311,0.0606,0.0575,-87.27
1836,4FGL J1305.4-4928 ,196.3635,-49.4733,0.0256,0.0243,-54.75
1837,4FGL J1305.5-6241 ,196.3961,-62.6938,0.0317,0.0279,72.07
1838,4FGL J1305.6+7853 ,196.4126,78.8923,0.0482,0.0413,-19.93
1839,4FGL J1306.3-6043 ,196.5873,-60.7199,0.0191,0.0187,19.59
1840,4FGL J1306.3+1113 ,196.5992,11.229,0.0552,0.0498,0.42
1841,4FGL J1306.7-2148 ,196.6988,-21.8094,0.0404,0.0377,-89.9
1842,4FGL J1306.8-4035 ,196.7114,-40.5999,0.0451,0.0438,-0.36
1843,4FGL J1307.6-4259 ,196.9096,-42.995,0.0144,0.014,-85.6
1844,4FGL J1308.4-6706 ,197.1104,-67.1081,0.0363,0.0356,-0.39
1845,4FGL J1308.5+3547 ,197.1286,35.7918,0.0503,0.0464,-83.62
1846,4FGL J1308.7+0347 ,197.1987,3.7842,0.0652,0.0551,58.21
1847,4FGL J1308.9-5730 ,197.2299,-57.5037,0.0773,0.0739,21.04
1848,4FGL J1309.1-6223 ,197.2821,-62.3958,0.0787,0.0695,-29.52
1849,4FGL J1309.4+4305 ,197.3626,43.085,0.0156,0.015,42.68
1850,4FGL J1309.6+3718 ,197.4205,37.3098,0.0516,0.0488,-54.61
1851,4FGL J1309.7+1153 ,197.4377,11.8969,0.0427,0.0358,-70.07
1852,4FGL J1310.2-1158 ,197.5732,-11.9734,0.0322,0.03,-49.01
1853,4FGL J1310.5+3221 ,197.6324,32.3547,0.018,0.0166,38.61
1854,4FGL J1310.6+2449 ,197.6525,24.8323,0.0417,0.0397,-1.16
1855,4FGL J1310.9+5514 ,197.7291,55.2497,0.0589,0.0564,-40.92
1856,4FGL J1311.0+0034 ,197.751,0.5675,0.0449,0.0429,-22.83
1857,4FGL J1311.0+3233 ,197.7598,32.5565,0.0437,0.0324,-20.34
1858,4FGL J1311.7-3430 ,197.9484,-34.5097,0.0127,0.0125,-88.73
1859,4FGL J1311.8+3954 ,197.9598,39.901,0.0659,0.0555,-61.1
1860,4FGL J1312.4-2156 ,198.1108,-21.938,0.0212,0.0199,50.3
1861,4FGL J1312.6-1900 ,198.1587,-19.0164,0.0723,0.0634,-35.46
1862,4FGL J1312.6+4828 ,198.1694,48.4701,0.0148,0.0146,18.46
1863,4FGL J1312.7+0050 ,198.1894,0.842,0.0242,0.0236,77.83
1864,4FGL J1312.8-2350 ,198.2043,-23.8456,0.0235,0.0225,-57.46
1865,4FGL J1312.8-0425 ,198.217,-4.4196,0.0374,0.0324,60.24
1866,4FGL J1314.7+2348 ,198.6879,23.8124,0.022,0.021,36.07
1867,4FGL J1315.0-4236 ,198.7678,-42.6113,0.0221,0.0204,8.64
1868,4FGL J1315.1-5333 ,198.7978,-53.5649,0.0377,0.0339,-51.86
1869,4FGL J1315.5+1135 ,198.891,11.593,0.05,0.0419,33.55
1870,4FGL J1315.9-0732 ,198.9866,-7.546,0.0269,0.0245,-56.11
1871,4FGL J1316.1-3338 ,199.0252,-33.6365,0.0189,0.018,-53.83
1872,4FGL J1316.5+3013 ,199.1447,30.2261,0.0736,0.0691,-59.43
1873,4FGL J1317.5-6316 ,199.3804,-63.2786,0.0462,0.0377,-1.3
1874,4FGL J1317.6+3428 ,199.4008,34.4676,0.0669,0.064,-78.48
1875,4FGL J1317.6+7450 ,199.4106,74.8383,0.0822,0.0642,-62.94
1876,4FGL J1318.2+6754 ,199.5558,67.9152,0.0707,0.0623,-72.17
1877,4FGL J1318.7-1234 ,199.6936,-12.581,0.0386,0.0337,81.09
1878,4FGL J1318.9-4556 ,199.7472,-45.9458,0.0627,0.06,23.29
1879,4FGL J1319.5-0045 ,199.8773,-0.7613,0.0512,0.0497,85.28
1880,4FGL J1319.5+1404 ,199.8979,14.0708,0.0547,0.0438,-22.9
1881,4FGL J1319.8+7759 ,199.9658,77.9882,0.037,0.0336,-32.53
1882,4FGL J1320.5-6256c,200.1376,-62.945,0.0686,0.0572,34.89
1883,4FGL J1321.1+2216 ,200.2958,22.2808,0.0236,0.0217,66.54
1884,4FGL J1322.0+8317 ,200.5015,83.2845,0.0564,0.0484,-33.89
1885,4FGL J1322.0-4624 ,200.513,-46.4147,0.0693,0.0674,43.55
1886,4FGL J1322.2+0842 ,200.551,8.7036,0.054,0.0458,40.64
1887,4FGL J1322.3-0606 ,200.5867,-6.1057,0.0539,0.047,-50.51
1888,4FGL J1322.6-0936 ,200.6637,-9.6075,0.0395,0.038,-40.3
1889,4FGL J1322.6-1418 ,200.6681,-14.3078,0.0794,0.0692,68.97
1890,4FGL J1322.6-1617 ,200.6738,-16.2904,0.0542,0.045,-1.74
1891,4FGL J1322.9+0437 ,200.7372,4.6308,0.0574,0.0457,63.17
1892,4FGL J1323.0+2941 ,200.7616,29.6871,0.019,0.0189,29.75
1893,4FGL J1323.9+1405 ,200.9762,14.0871,0.0289,0.0253,55.69
1894,4FGL J1325.3-5413 ,201.3463,-54.2328,0.0529,0.0476,85.42
1895,4FGL J1325.5-4300 ,201.3813,-43.0165,0.017,0.0161,52.57
1896,4FGL J1326.1+1232 ,201.5493,12.5348,0.0647,0.0612,64.76
1897,4FGL J1326.6-4729 ,201.6654,-47.493,0.0283,0.0276,82.1
1898,4FGL J1326.7-0503 ,201.6993,-5.0629,0.0561,0.0449,89.08
1899,4FGL J1326.8-5256 ,201.7201,-52.9376,0.021,0.0195,0.56
1900,4FGL J1326.9+2210 ,201.7295,22.1732,0.029,0.028,4.28
1901,4FGL J1328.5-4727 ,202.1342,-47.4613,0.0228,0.0198,-68.2
1902,4FGL J1328.6+1145 ,202.1667,11.7627,0.072,0.0442,73.32
1903,4FGL J1329.0-5607 ,202.2672,-56.1186,0.0169,0.0167,-73.73
1904,4FGL J1329.4-0530 ,202.3738,-5.506,0.0633,0.0493,48.92
1905,4FGL J1329.9-6108 ,202.4874,-61.1406,0.0342,0.0329,-5.44
1906,4FGL J1330.2-7003 ,202.5616,-70.0586,0.0228,0.0222,-24.87
1907,4FGL J1330.2+7002 ,202.5727,70.0406,0.0338,0.0273,51.18
1908,4FGL J1330.3+4441 ,202.5793,44.6877,0.0497,0.0463,-20.06
1909,4FGL J1330.7+5200 ,202.6823,52.0136,0.0479,0.0459,60.38
1910,4FGL J1331.0+3032 ,202.7544,30.5459,0.075,0.0681,-20.2
1911,4FGL J1331.0+5653 ,202.7577,56.894,0.0522,0.0431,-17.19
1912,4FGL J1331.6+1711 ,202.9052,17.1837,0.0503,0.0419,-33.59
1913,4FGL J1332.0-0509 ,203.0196,-5.1611,0.0199,0.0192,-74.94
1914,4FGL J1332.6-1256 ,203.1543,-12.9436,0.0203,0.0196,34.47
1915,4FGL J1333.2+2725 ,203.3227,27.4221,0.0466,0.0395,57.92
1916,4FGL J1333.7+5056 ,203.4395,50.9366,0.0336,0.031,11.98
1917,4FGL J1334.1-3521 ,203.5496,-35.354,0.0685,0.0579,13.32
1918,4FGL J1334.5+5634 ,203.6377,56.5723,0.0704,0.0659,73.94
1919,4FGL J1334.6-4435 ,203.6515,-44.5939,0.082,0.071,59.87
1920,4FGL J1335.0-5656 ,203.7679,-56.9471,0.0366,0.034,79.27
1921,4FGL J1335.3-2949 ,203.8475,-29.8295,0.0349,0.033,64.81
1922,4FGL J1335.6-4052 ,203.9224,-40.8688,0.0615,0.0526,71.64
1923,4FGL J1336.2+2320 ,204.051,23.3349,0.0533,0.0452,-2.81
1924,4FGL J1336.2+2053 ,204.0663,20.8834,0.0736,0.0603,9.91
1925,4FGL J1337.5-7802 ,204.3858,-78.045,0.0631,0.0514,-63.75
1926,4FGL J1337.6-1257 ,204.424,-12.9517,0.0244,0.0232,-33.08
1927,4FGL J1338.0-4159 ,204.5217,-41.9953,0.0483,0.0405,-73.46
1928,4FGL J1338.8-4509 ,204.7189,-45.1639,0.0637,0.0455,86.9
1929,4FGL J1338.9+1153 ,204.7323,11.8956,0.0296,0.0277,33.09
1930,4FGL J1339.0-2400 ,204.7563,-24.0085,0.0313,0.0277,33.6
1931,4FGL J1339.1-2620 ,204.7991,-26.3351,0.0815,0.066,64.96
1932,4FGL J1340.0-1501 ,205.0211,-15.0265,0.0379,0.0356,82.57
1933,4FGL J1340.5+4409 ,205.1468,44.161,0.0398,0.0368,8.98
1934,4FGL J1340.8-0409 ,205.2171,-4.1612,0.0793,0.0637,82.35
1935,4FGL J1341.1+7433 ,205.2751,74.5637,0.0485,0.0472,-50.84
1936,4FGL J1341.2+3958 ,205.3209,39.9738,0.0565,0.0508,-60.64
1937,4FGL J1341.7-3907 ,205.4326,-39.1223,0.0555,0.0448,-76.67
1938,4FGL J1341.7-6216 ,205.4337,-62.2801,0.0687,0.0537,-12.58
1939,4FGL J1342.6+0944 ,205.6712,9.735,0.0812,0.0554,-8.75
1940,4FGL J1344.0+6605 ,206.0145,66.0974,0.0479,0.0433,49.14
1941,4FGL J1344.2-1723 ,206.0601,-17.3978,0.0219,0.0214,7.55
1942,4FGL J1344.4-3656 ,206.1246,-36.9335,0.0569,0.0467,-31.86
1943,4FGL J1344.9-6228 ,206.247,-62.477,0.0806,0.0572,15.7
1944,4FGL J1345.5+4453 ,206.394,44.8844,0.0105,0.0105,-54.21
1945,4FGL J1345.6-3356 ,206.4085,-33.9453,0.0318,0.0294,1.66
1946,4FGL J1345.8+0706 ,206.4648,7.1072,0.0444,0.0361,-51.18
1947,4FGL J1345.9-2612 ,206.4815,-26.2116,0.0631,0.0549,-82.01
1948,4FGL J1346.3-6026 ,206.5913,-60.4462,0.0356,0.0339,70.82
1949,4FGL J1347.1-2959 ,206.7789,-29.984,0.0369,0.0342,68.29
1950,4FGL J1347.6-3751 ,206.9135,-37.8633,0.0483,0.0451,50.27
1951,4FGL J1348.9+0756 ,207.2452,7.9449,0.0419,0.0409,-67.83
1952,4FGL J1349.5-7153 ,207.3767,-71.8837,0.0766,0.0509,77.78
1953,4FGL J1349.5-1131 ,207.3869,-11.5188,0.0437,0.04,22.19
1954,4FGL J1350.6-6224 ,207.6746,-62.4133,0.0258,0.0235,3.01
1955,4FGL J1350.8+3033 ,207.7148,30.5588,0.0393,0.0362,-4.9
1956,4FGL J1351.0+0029 ,207.757,0.4873,0.075,0.0677,-68.27
1957,4FGL J1351.3+1115 ,207.8434,11.2502,0.0219,0.0214,-21.56
1958,4FGL J1351.4-1529 ,207.8542,-15.4836,0.0597,0.0525,59.84
1959,4FGL J1351.6-6142 ,207.9054,-61.7029,0.0617,0.049,42.4
1960,4FGL J1351.7-2912 ,207.9425,-29.2106,0.0716,0.0564,-54.08
1961,4FGL J1351.7+5542 ,207.9483,55.7108,0.0511,0.0457,75.5
1962,4FGL J1351.9+2847 ,207.9959,28.7964,0.079,0.0642,1.71
1963,4FGL J1353.0-4413 ,208.2566,-44.226,0.0312,0.0281,79.65
1964,4FGL J1353.2+3740 ,208.3049,37.682,0.0582,0.0563,-56.0
1965,4FGL J1353.3+1434 ,208.3355,14.5755,0.0353,0.0332,40.89
1966,4FGL J1353.4+5600 ,208.3602,56.0024,0.0423,0.0408,-64.21
1967,4FGL J1353.5-6128 ,208.3783,-61.4678,0.0663,0.0555,-43.82
1968,4FGL J1353.6-6640 ,208.4055,-66.6719,0.0207,0.0196,-65.43
1969,4FGL J1353.7-3936 ,208.4386,-39.6157,0.0385,0.0346,70.58
1970,4FGL J1354.2+0353 ,208.5695,3.8981,0.0509,0.045,66.41
1971,4FGL J1354.4+3707 ,208.6146,37.13,0.0323,0.0302,67.52
1972,4FGL J1354.8-1041 ,208.718,-10.6932,0.0398,0.0369,28.99
1973,4FGL J1356.2-1726 ,209.0681,-17.4472,0.0696,0.062,-53.45
1974,4FGL J1356.9-6432 ,209.234,-64.5401,0.0486,0.045,-49.89
1975,4FGL J1357.1+1921 ,209.2902,19.3608,0.0754,0.0734,16.41
1976,4FGL J1357.5+0127 ,209.3951,1.459,0.0543,0.045,35.88
1977,4FGL J1357.9-4907 ,209.4757,-49.1258,0.0567,0.0514,-69.13
1978,4FGL J1358.1+7642 ,209.5283,76.7064,0.0389,0.0369,-87.74
1979,4FGL J1358.2-6210 ,209.5571,-62.1722,0.0748,0.0676,-28.29
1980,4FGL J1358.3-6026 ,209.5981,-60.4444,0.036,0.0324,-74.76
1981,4FGL J1358.9-0703 ,209.7392,-7.0621,0.0816,0.0689,30.79
1982,4FGL J1359.1+5544 ,209.7845,55.7479,0.0475,0.0397,-37.22
1983,4FGL J1359.1-1152 ,209.7944,-11.8828,0.0592,0.0415,15.38
1984,4FGL J1359.8-3746 ,209.9668,-37.7681,0.0248,0.0231,38.2
1985,4FGL J1400.0-2415 ,210.0206,-24.266,0.0513,0.0432,15.58
1986,4FGL J1400.2-4010 ,210.0542,-40.1806,0.0462,0.0419,-7.6
1987,4FGL J1400.6-5605 ,210.1567,-56.0879,0.0583,0.0481,-59.14
1988,4FGL J1400.6-1432 ,210.1581,-14.547,0.0431,0.0398,80.55
1989,4FGL J1401.1-3717 ,210.2971,-37.2975,0.0406,0.0355,-31.14
1990,4FGL J1401.2-0915 ,210.3061,-9.2577,0.0552,0.0532,-0.03
1991,4FGL J1402.6+1600 ,210.6584,16.0016,0.0506,0.0422,52.01
1992,4FGL J1403.4+4319 ,210.8684,43.3225,0.0407,0.0369,-81.05
1993,4FGL J1403.5-6236 ,210.8793,-62.6042,0.0433,0.0411,-48.8
1994,4FGL J1403.7+1513 ,210.9364,15.2266,0.0719,0.0671,-81.04
1995,4FGL J1404.8-5237 ,211.2028,-52.6256,0.0536,0.0528,-57.97
1996,4FGL J1404.8+6554 ,211.2158,65.9048,0.0238,0.0224,-31.28
1997,4FGL J1404.8+0402 ,211.2244,4.0352,0.03,0.0268,21.78
1998,4FGL J1405.1-6119 ,211.2982,-61.3321,0.0265,0.0256,-35.76
1999,4FGL J1405.9-1853 ,211.4789,-18.8941,0.0456,0.0426,79.07
2000,4FGL J1406.1-2508 ,211.5445,-25.1386,0.0272,0.0266,77.2
2001,4FGL J1406.6-3934 ,211.6655,-39.5727,0.0576,0.0428,14.48
2002,4FGL J1406.9+1643 ,211.742,16.7206,0.0772,0.0518,-80.12
2003,4FGL J1407.6-4301 ,211.9194,-43.0234,0.0426,0.0424,47.97
2004,4FGL J1408.7-3747 ,212.183,-37.7889,0.0739,0.0669,-76.99
2005,4FGL J1408.9-0751 ,212.2356,-7.8575,0.0235,0.0224,59.34
2006,4FGL J1410.1+0202 ,212.5287,2.0354,0.0462,0.0415,-69.83
2007,4FGL J1410.3+1438 ,212.5908,14.6434,0.0691,0.0427,71.83
2008,4FGL J1410.3+6058 ,212.5967,60.977,0.053,0.043,45.29
2009,4FGL J1410.4+2820 ,212.6229,28.342,0.0461,0.0435,82.98
2010,4FGL J1410.5+6215 ,212.6283,62.2662,0.0512,0.0478,16.95
2011,4FGL J1410.7+7405 ,212.6869,74.0899,0.025,0.0244,-86.26
2012,4FGL J1411.5-0723 ,212.886,-7.3984,0.0447,0.0349,-52.61
2013,4FGL J1411.8+5249 ,212.9692,52.8278,0.0429,0.0385,-59.03
2014,4FGL J1412.0+3836 ,213.013,38.6102,0.0611,0.05,-54.64
2015,4FGL J1412.1-6631 ,213.0321,-66.5218,0.0581,0.0564,-4.51
2016,4FGL J1412.1+7427 ,213.0383,74.45,0.0494,0.0465,-13.25
2017,4FGL J1412.2-6018 ,213.0737,-60.3039,0.058,0.048,-42.13
2018,4FGL J1413.1-6519 ,213.2944,-65.3321,0.0449,0.0431,-52.99
2019,4FGL J1413.5-6205 ,213.382,-62.0903,0.0111,0.011,37.84
2020,4FGL J1415.3-6110c,213.8394,-61.1766,0.0572,0.0476,52.98
2021,4FGL J1415.4-6458 ,213.862,-64.9831,0.0588,0.0499,-64.16
2022,4FGL J1415.5+4830 ,213.8992,48.5142,0.0261,0.0237,-44.7
2023,4FGL J1416.1+1320 ,214.0285,13.347,0.052,0.0481,29.03
2024,4FGL J1416.1-2417 ,214.0334,-24.2982,0.0371,0.0318,21.99
2025,4FGL J1416.7-5023 ,214.1781,-50.3895,0.0544,0.0489,8.33
2026,4FGL J1417.6-4403 ,214.4146,-44.052,0.0377,0.0335,-49.12
2027,4FGL J1417.7-6057 ,214.449,-60.9566,0.0445,0.0395,-52.09
2028,4FGL J1417.9+2543 ,214.494,25.7238,0.025,0.024,-83.74
2029,4FGL J1418.4-0233 ,214.6058,-2.5594,0.0128,0.0126,-9.63
2030,4FGL J1418.4+3543 ,214.6229,35.7192,0.015,0.0146,-66.97
2031,4FGL J1418.7-6057 ,214.6927,-60.9654,0.0111,0.0108,61.97
2032,4FGL J1418.7-6110 ,214.6977,-61.1757,0.0578,0.0462,1.55
2033,4FGL J1418.9+7731 ,214.7364,77.5318,0.0249,0.0229,80.27
2034,4FGL J1419.3+0444 ,214.8371,4.7428,0.0426,0.038,61.78
2035,4FGL J1419.4-0838 ,214.86,-8.6417,0.0205,0.0201,64.24
2036,4FGL J1419.5+3821 ,214.8944,38.3657,0.0476,0.0406,-70.16
2037,4FGL J1419.6-5153 ,214.9222,-51.8901,0.0475,0.0424,46.55
2038,4FGL J1419.8+5423 ,214.955,54.3937,0.0219,0.0213,25.95
2039,4FGL J1420.0-6048 ,215.009,-60.805,0.0204,0.0195,56.94
2040,4FGL J1420.9-7920 ,215.2366,-79.3494,0.0501,0.0463,-7.05
2041,4FGL J1420.9-6127c,215.2409,-61.4602,0.0717,0.0699,-41.03
2042,4FGL J1420.9-2431 ,215.2418,-24.5282,0.0592,0.0574,56.89
2043,4FGL J1421.1-4614 ,215.2851,-46.2445,0.0791,0.065,8.91
2044,4FGL J1421.1-1120 ,215.2872,-11.3393,0.0506,0.0464,19.51
2045,4FGL J1421.4-1655 ,215.3655,-16.9287,0.0664,0.0483,80.11
2046,4FGL J1422.3+3223 ,215.5772,32.3911,0.0517,0.0464,37.37
2047,4FGL J1422.3-6059 ,215.5999,-60.9896,0.0722,0.0642,32.07
2048,4FGL J1422.5-6137 ,215.6298,-61.6311,0.0154,0.015,-48.8
2049,4FGL J1422.6+5801 ,215.6625,58.0245,0.0322,0.0313,63.3
2050,4FGL J1422.6+8150 ,215.668,81.8435,0.0776,0.0679,74.03
2051,4FGL J1423.1+3738 ,215.7921,37.6452,0.0252,0.0232,38.88
2052,4FGL J1424.1-1750 ,216.0294,-17.8447,0.071,0.0578,72.54
2053,4FGL J1424.1+2917 ,216.0295,29.2917,0.0453,0.0438,20.28
2054,4FGL J1424.2+0433 ,216.0508,4.5628,0.0463,0.0414,61.46
2055,4FGL J1424.8-6808 ,216.2169,-68.1489,0.0263,0.0256,-72.54
