,Unnamed: 0,nightdate,jd,field,rcid,ra0,dec0,nalertpackets,programid,expid,fid,scimaglim,diffmaglim,sciinpseeing,difffwhm,exptime,status,exitcode
171,742736, 2019-04-25 ,2458598.8469676003,1,59,194.1995686809,50.17787237515,6,2,84434696,2,21.62,20.5605,1.4787,2.40259,30,1,0
172,742737, 2019-04-25 ,2458598.8469676003,1,57,192.8094572069,51.02590716309,1,2,84434696,2,21.5,20.5123,1.5847,2.24777,30,1,0
173,742738, 2019-04-25 ,2458598.8469676003,1,4,196.8897767804,45.28375404242001,4,2,84434696,2,21.57,20.5241,1.6302,2.27291,30,1,0
174,742739, 2019-04-25 ,2458598.8469676003,1,32,199.8727184306,49.02503854467,6,2,84434696,2,21.57,20.6348,1.5434,2.24214,30,1,0
175,742740, 2019-04-25 ,2458598.8469676003,1,56,194.1831598342,51.044252662720005,7,2,84434696,2,21.55,20.5817,1.5987,2.25618,30,1,0
176,742741, 2019-04-25 ,2458598.8469676003,1,48,200.0735023504,50.93435198571,6,2,84434696,2,21.4,20.4174,1.8287,2.39996,30,1,0
177,742742, 2019-04-25 ,2458598.8469676003,1,8,194.2577925423,45.29984811495999,2,2,84434696,2,21.64,20.5335,1.5578,2.39996,30,1,0
178,742743, 2019-04-25 ,2458598.8469676003,1,23,196.9272767425,46.33009222410999,7,2,84434696,2,21.58,20.6945,1.625,2.31422,30,1,0
179,742744, 2019-04-25 ,2458598.8469676003,1,13,190.3925142402,45.2126240679,1,2,84434696,2,21.31,20.354,1.7295,2.30602,30,1,0
180,742745, 2019-04-25 ,2458598.8469676003,1,30,190.3062808406,46.25534121311,0,2,84434696,2,21.32,20.3235,2.1203,2.41308,30,1,56
181,742746, 2019-04-25 ,2458598.8469676003,1,3,199.4493679503,44.34376496859,2,2,84434696,2,21.32,20.4057,1.8672,2.34943,30,1,0
182,742747, 2019-04-25 ,2458598.8469676003,1,14,190.4603458429,44.34788752071,0,2,84434696,2,21.24,20.3139,1.6052,2.30328,30,1,56
183,742748, 2019-04-25 ,2458598.8469676003,1,38,195.7045691663,48.26313612016,4,2,84434696,2,21.64,20.6347,1.7858,2.35211,30,1,0
184,742749, 2019-04-25 ,2458598.8469676003,1,10,193.0559887358,44.42145638262,0,2,84434696,2,21.56,20.4825,1.5039,2.26735,30,0,44
185,742750, 2019-04-25 ,2458598.8469676003,1,9,193.0295967658,45.28754694282001,4,2,84434696,2,21.6,20.5546,1.6527,2.31422,30,1,0
186,742751, 2019-04-25 ,2458598.8469676003,1,53,195.755639902,51.04214503151,2,2,84434696,2,21.55,20.5475,1.5982,2.2840000000000003,30,1,0
187,742752, 2019-04-25 ,2458598.8469676003,1,2,198.2425680358,44.38900867806,9,2,84434696,2,21.51,20.4961,1.6476,2.34405,30,1,0
188,742753, 2019-04-25 ,2458598.8469676003,1,60,191.2333309478,50.98975929478,7,2,84434696,2,21.45,20.5706,1.6205,2.2617700000000003,30,1,0
189,742754, 2019-04-25 ,2458598.8469676003,1,45,190.0582388198,49.03152598634,1,2,84434696,2,21.33,20.4033,1.8467,2.39205,30,1,0
190,742755, 2019-04-25 ,2458598.8469676003,1,37,195.717921642,49.12949930984,7,2,84434696,2,21.64,20.612,1.5228,2.30053,30,1,0
191,742756, 2019-04-25 ,2458598.8469676003,1,15,191.6674557655,44.38930233796,2,2,84434696,2,21.46,20.3829,1.6718,2.27569,30,1,0
192,742757, 2019-04-25 ,2458598.847419,1,50,195.4749685158,42.933324632040005,6,2,84434741,2,21.67,20.6548,1.4511,2.29504,30,1,0
193,742758, 2019-04-25 ,2458598.847419,1,41,190.4378374329,41.91850866381,2,2,84434741,2,21.57,20.6045,1.7615,2.24214,30,1,0
194,742759, 2019-04-25 ,2458598.847419,1,35,196.5235199764,40.98312344733,7,2,84434741,2,21.59,20.599,1.5725,2.35748,30,1,0
195,742760, 2019-04-25 ,2458598.847419,1,13,188.1739686464,38.03113324939,0,2,84434741,2,21.47,20.4599,1.5942,2.17349,30,0,44
196,742761, 2019-04-25 ,2458598.847419,1,12,189.2702949334,38.06398362929001,0,2,84434741,2,21.67,20.6355,1.3878,2.17929,30,0,44
197,742762, 2019-04-25 ,2458598.847419,1,5,192.8853749395,38.098483186820005,4,2,84434741,2,21.67,20.4782,1.4611,2.33595,30,1,0
198,742763, 2019-04-25 ,2458598.847419,1,8,191.6305133795,38.0992554425,13,2,84434741,2,21.71,20.5565,1.4035,2.36283,30,1,0
199,742764, 2019-04-25 ,2458598.847419,1,47,189.1459570574,41.02524891427,0,2,84434741,2,21.47,20.5906,1.7464,2.27291,30,1,56
200,742765, 2019-04-25 ,2458598.847419,1,3,196.2865713353,37.163566363120005,3,2,84434741,2,21.42,20.4219,1.6819,2.29228,30,1,0
201,742766, 2019-04-25 ,2458598.847419,1,2,195.2031924511,37.199308604440006,4,2,84434741,2,21.58,20.5234,1.5275,2.27569,30,1,0
202,742767, 2019-04-25 ,2458598.847419,1,31,189.226170639,39.11058593645,5,2,84434741,2,21.6,20.6267,1.5682,2.19948,30,1,0
203,742768, 2019-04-25 ,2458598.847419,1,44,189.102730308,41.89085810629,4,2,84434741,2,21.49,20.6621,1.6629,2.2617700000000003,30,1,0
204,742769, 2019-04-25 ,2458598.847419,1,11,191.6358362738,37.23288551434,10,2,84434741,2,21.67,20.6036,1.4357,2.26456,30,1,0
205,742770, 2019-04-25 ,2458598.847419,1,40,191.5991861734,41.93068272387,8,2,84434741,2,21.62,20.5946,1.5505,2.27013,30,1,0
206,742771, 2019-04-25 ,2458598.847419,1,26,190.5089961368,39.13696697131,4,2,84434741,2,21.64,20.6535,1.5051,2.17349,30,1,0
207,742772, 2019-04-25 ,2458598.847419,1,46,188.0018426208,40.98764291059,0,2,84434741,2,21.32,20.4827,1.8513,2.30328,30,1,56
208,742773, 2019-04-25 ,2458598.847419,1,52,194.1472808804,43.82649956034,3,2,84434741,2,21.57,20.6171,1.5318,2.25618,30,1,0
209,742774, 2019-04-25 ,2458598.847419,1,24,191.6136434111,40.01586966835,9,2,84434741,2,21.59,20.575,1.5896,2.43393,30,1,0
210,742775, 2019-04-25 ,2458598.847419,1,21,192.903512739,40.01159386487,5,2,84434741,2,21.61,20.616,1.5488,2.29779,30,1,0
211,742776, 2019-04-25 ,2458598.847419,1,0,196.3382866343,38.02867759554,1,2,84434741,2,21.53,20.5065,1.5711,2.27013,30,1,0
212,742777, 2019-04-25 ,2458598.847419,1,51,196.6536161386,42.89428716537,7,2,84434741,2,21.54,20.7482,1.534,2.40522,30,1,0
213,742778, 2019-04-25 ,2458598.847419,1,28,189.1859151138,39.97623999527,7,2,84434741,2,21.53,20.555,1.7202,2.34405,30,1,0
214,742779, 2019-04-25 ,2458598.847419,1,30,188.1138265713,39.07453203838,0,2,84434741,2,21.45,20.4687,1.7083,2.22801,30,0,44
215,742780, 2019-04-25 ,2458598.847419,1,42,190.4618056593,41.05241079615,8,2,84434741,2,21.52,20.6143,1.7635,2.30053,30,1,0
216,742781, 2019-04-25 ,2458598.847419,1,10,190.5508242688,37.22369736836,0,2,84434741,2,21.62,20.5406,1.4181,2.15891,30,0,44
217,742782, 2019-04-25 ,2458598.847419,1,22,192.8949859339,39.145296250440005,12,2,84434741,2,21.67,20.573,1.4868,2.40522,30,1,0
218,742783, 2019-04-25 ,2458598.847419,1,6,192.8773258576,37.2321413039,5,2,84434741,2,21.66,20.5846,1.4557,2.31967,30,1,0
219,742784, 2019-04-25 ,2458598.847419,1,39,194.0604850156,41.05059738508,6,2,84434741,2,21.62,20.5931,1.5601,2.35211,30,1,0
220,742785, 2019-04-25 ,2458598.847419,1,59,191.5908004001,42.9772996095,8,2,84434741,2,21.59,20.4921,1.4261,2.38412,30,1,0
221,742786, 2019-04-25 ,2458598.847419,1,60,189.0065193887,43.80122395928,2,2,84434741,2,21.46,20.5601,1.6532,2.25898,30,1,0
222,742787, 2019-04-25 ,2458598.847419,1,4,193.9832278793,38.08689043797,0,2,84434741,2,20.59,18.5581,1.4465,2.12946,30,0,44
223,742788, 2019-04-25 ,2458598.847419,1,36,194.0848050656,41.91672653733,0,2,84434741,2,21.66,20.6278,1.5305,2.27291,30,0,44
224,742789, 2019-04-25 ,2458598.847419,1,37,192.9234274737,41.92923170161,2,2,84434741,2,21.62,20.5385,1.5331,2.24496,30,1,0
225,742790, 2019-04-25 ,2458598.847419,1,23,194.0090389966,39.13334951538,0,2,84434741,2,21.67,20.6008,1.4513,2.36283,30,0,44
226,742791, 2019-04-25 ,2458598.847419,1,25,190.4855112062,40.00308450834,3,2,84434741,2,21.6,20.5031,1.6293,2.35211,30,1,0
227,742792, 2019-04-25 ,2458598.847419,1,16,196.4566026328,39.93899079351,4,2,84434741,2,21.58,20.6568,1.5581,2.2365,30,1,0
228,742793, 2019-04-25 ,2458598.847419,1,7,193.9622817694,37.22067989024,21,2,84434741,2,20.9,18.8941,1.506,2.1056,30,1,0
229,742794, 2019-04-25 ,2458598.847419,1,33,195.420913426,41.88510115445,10,2,84434741,2,21.6,20.6266,1.4853,2.32782,30,1,0
230,742795, 2019-04-25 ,2458598.847419,1,61,187.8110066279,43.76227814815,2,2,84434741,2,21.31,20.3635,1.7369,2.30328,30,1,0
231,742796, 2019-04-25 ,2458598.847419,1,57,190.3811579933,43.82888853825,3,2,84434741,2,21.51,20.4982,1.5928,2.22801,30,1,0
232,742797, 2019-04-25 ,2458598.847419,1,20,194.031590551,39.99947004452,4,2,84434741,2,21.61,20.6606,1.5638,2.20808,30,1,0
233,742798, 2019-04-25 ,2458598.847419,1,29,188.059665255,39.93957531442,5,2,84434741,2,21.37,20.4767,1.9728,2.28676,30,1,0
234,742799, 2019-04-25 ,2458598.847419,1,9,190.5326323618,38.08986550335,0,2,84434741,2,21.62,20.5949,1.4391,2.22801,30,0,44
235,742800, 2019-04-25 ,2458598.847419,1,15,189.3049233563,37.19829072012,0,2,84434741,2,21.63,20.5699,1.4014,2.14129,30,0,44
236,742801, 2019-04-25 ,2458598.847419,1,19,196.4033301288,39.07376717411,3,2,84434741,2,21.62,20.7398,1.5435,2.41831,30,1,0
237,742802, 2019-04-25 ,2458598.847419,1,34,195.3794263692,41.0194771479,5,2,84434741,2,21.65,20.6039,1.5308,2.3548,30,1,0
238,742803, 2019-04-25 ,2458598.847419,1,58,190.4100404369,42.9627527475,2,2,84434741,2,21.54,20.587,1.5501,2.31422,30,1,0
239,742804, 2019-04-25 ,2458598.847419,1,56,191.5788676065,43.84368926334,0,2,84434741,2,21.55,20.5717,1.5571,2.24214,30,0,44
240,742805, 2019-04-25 ,2458598.847419,1,1,195.2421347502,38.06492517548,2,2,84434741,2,21.64,20.5479,1.4941,2.33053,30,1,0
241,742806, 2019-04-25 ,2458598.847419,1,18,195.2908427293,39.10919592315,7,2,84434741,2,21.67,20.6723,1.5409,2.38412,30,1,0
242,742807, 2019-04-25 ,2458598.847419,1,43,191.6077493172,41.0643936405,4,2,84434741,2,21.54,20.6271,1.6984,2.24496,30,1,0
243,742808, 2019-04-25 ,2458598.847419,1,63,189.0517869573,42.93557461673,3,2,84434741,2,21.47,20.5786,1.6230000000000002,2.27846,30,1,0
244,742809, 2019-04-25 ,2458598.847419,1,53,192.9496652404,43.84189048141,5,2,84434741,2,21.59,20.5062,1.4987,2.25338,30,1,0
245,742810, 2019-04-25 ,2458598.847419,1,54,192.9369499259,42.97554940298,3,2,84434741,2,21.66,20.4399,1.3965,2.34405,30,1,0
246,742811, 2019-04-25 ,2458598.847419,1,14,188.2213359162,37.165866421740006,0,2,84434741,2,21.45,20.3954,1.5083,2.17058,30,1,56
247,742812, 2019-04-25 ,2458598.847419,1,32,196.5801346234,41.84826355873,5,2,84434741,2,21.55,20.6462,1.6172,2.24777,30,1,0
248,742813, 2019-04-25 ,2458598.847419,1,17,195.3301296293,39.97495096408,0,2,84434741,2,21.6,20.626,1.5115,2.23932,30,0,44
249,742814, 2019-04-25 ,2458598.847419,1,27,191.62310894900003,39.14958049011,8,2,84434741,2,21.63,20.5482,1.4857,2.2365,30,1,0
250,742815, 2019-04-25 ,2458598.847419,1,55,194.1175904881,42.96040086032001,9,2,84434741,2,21.67,20.5934,1.3935,2.31967,30,1,0
251,742816, 2019-04-25 ,2458598.847419,1,45,187.943394111,41.852665420140006,1,2,84434741,2,21.35,20.4848,1.8196,2.3655,30,1,0
252,742817, 2019-04-25 ,2458598.847419,1,48,196.7164336489,43.75928035375,1,2,84434741,2,21.46,20.4239,1.6583,2.29779,30,1,0
253,742818, 2019-04-25 ,2458598.847419,1,38,192.9145182222,41.06289029996,0,2,84434741,2,21.56,20.5358,1.649,2.29504,30,0,44
254,742819, 2019-04-25 ,2458598.847419,1,49,195.5211434728,43.79895656033,4,2,84434741,2,21.58,20.4566,1.5659,2.27846,30,1,0
255,742820, 2019-04-25 ,2458598.847419,1,62,187.8730246059,42.89729036607,0,2,84434741,2,21.33,20.4568,1.6905,2.29504,30,1,56
256,742821, 2019-04-25 ,2458598.8478819,1,39,202.6766220607,41.05127854222,8,2,84434788,2,21.6,20.685,1.5819,2.2617700000000003,30,1,0
257,742822, 2019-04-25 ,2458598.8478819,1,49,204.1387116792,43.79923415121,1,2,84434788,2,21.55,20.4671,1.713,2.29504,30,1,0
258,742823, 2019-04-25 ,2458598.8478819,1,8,200.2451865266,38.10062014382,8,2,84434788,2,21.68,20.6161,1.5717,2.33053,30,1,0
259,742824, 2019-04-25 ,2458598.8478819,1,61,196.4285446539,43.76481861841,1,2,84434788,2,21.27,20.3241,1.9751,2.43652,30,1,0
260,742825, 2019-04-25 ,2458598.8478819,1,38,201.5306096979,41.06386261618,2,2,84434788,2,21.59,20.5504,1.6057,2.26456,30,1,0
261,742826, 2019-04-25 ,2458598.8478819,1,1,203.8567781295,38.06527746395,8,2,84434788,2,21.52,20.5761,1.6609,2.32511,30,1,0
262,742827, 2019-04-25 ,2458598.8478819,1,34,203.995483847,41.0197258687,5,2,84434788,2,21.58,20.7148,1.6184,2.27846,30,1,0
263,742828, 2019-04-25 ,2458598.8478819,1,37,201.5399764216,41.93025305362,1,2,84434788,2,21.6,20.6552,1.5441,2.20808,30,1,0
264,742829, 2019-04-25 ,2458598.8478819,1,26,199.1241167341,39.13867099766,0,2,84434788,2,21.61,20.6529,1.5825,2.25058,30,0,44
265,742830, 2019-04-25 ,2458598.8478819,1,47,197.7619545871,41.02736143108,0,2,84434788,2,21.55,20.6182,1.6434,2.2840000000000003,30,1,56
266,742831, 2019-04-25 ,2458598.8478819,1,56,200.1965255492,43.84512101973,2,2,84434788,2,21.51,20.5478,1.7607,2.31149,30,1,0
267,742832, 2019-04-25 ,2458598.8478819,1,51,205.2706344184,42.89423034692,15,2,84434788,2,21.51,20.73,1.6231,2.41046,30,1,0
268,742833, 2019-04-25 ,2458598.8478819,1,59,200.2079220459,42.97872972533,7,2,84434788,2,21.58,20.6597,1.6101,2.26456,30,1,0
269,742834, 2019-04-25 ,2458598.8478819,1,58,199.0270911129,42.96453773509,6,2,84434788,2,21.57,20.6009,1.6209,2.27569,30,1,0
270,742835, 2019-04-25 ,2458598.8478819,1,30,196.7288847832,39.0769235714,3,2,84434788,2,21.49,20.4901,1.6845,2.28676,30,1,0
271,742836, 2019-04-25 ,2458598.8478819,1,6,201.4915803247,37.233160501,9,2,84434788,2,21.63,20.556,1.6174,2.33324,30,1,0
272,742837, 2019-04-25 ,2458598.8478819,1,16,205.0721130669,39.93897334186,5,2,84434788,2,21.47,20.6175,1.6997,2.31695,30,1,0
273,742838, 2019-04-25 ,2458598.8478819,1,17,203.9456743417,39.97526398358,6,2,84434788,2,21.59,20.6971,1.6051,2.29779,30,1,0
274,742839, 2019-04-25 ,2458598.8478819,1,19,205.0184421834,39.07375027702,6,2,84434788,2,21.43,20.6491,1.7162,2.48782,30,1,0
275,742840, 2019-04-25 ,2458598.8478819,1,53,201.5673265843,43.8429248626,1,2,84434788,2,21.55,20.5267,1.7324,2.31695,30,1,0
276,742841, 2019-04-25 ,2458598.8478819,1,13,196.7885344482,38.033449416,2,2,84434788,2,21.47,20.4995,1.6537,2.27291,30,1,0
277,742842, 2019-04-25 ,2458598.8478819,1,54,201.5541032059,42.97659764844,4,2,84434788,2,21.64,20.5817,1.5629,2.2617700000000003,30,1,0
278,742843, 2019-04-25 ,2458598.8478819,1,63,197.6687780719,42.93780161992,6,2,84434788,2,21.5,20.7351,1.6631,2.39996,30,1,0
279,742844, 2019-04-25 ,2458598.8478819,1,32,205.1966338267,41.8482163106,2,2,84434788,2,21.51,20.6056,1.6351,2.26735,30,1,0
280,742845, 2019-04-25 ,2458598.8478819,1,15,197.9191300627,37.20026363646,0,2,84434788,2,21.58,20.7242,1.5819,2.35748,30,0,44
281,742846, 2019-04-25 ,2458598.8478819,1,14,196.8355218488,37.16821189297,1,2,84434788,2,21.41,20.4173,1.7286,2.29779,30,1,0
282,742847, 2019-04-25 ,2458598.8478819,1,48,205.3340288816,43.75919935413,4,2,84434788,2,21.45,20.4758,1.7389,2.35211,30,1,0
283,742848, 2019-04-25 ,2458598.8478819,1,60,197.6240289971,43.8034627294,0,2,84434788,2,21.44,20.4414,1.8682,2.36817,30,1,56
284,742849, 2019-04-25 ,2458598.8478819,1,45,196.559788922,41.8551520225,1,2,84434788,2,21.42,20.4667,1.7653,2.32782,30,1,0
285,742850, 2019-04-25 ,2458598.8478819,1,55,202.7347371794,42.9610936918,2,2,84434788,2,21.67,20.6074,1.4828,2.35748,30,1,0
286,742851, 2019-04-25 ,2458598.8478819,1,4,202.5979002317,38.08757022851,4,2,84434788,2,21.55,20.6419,1.6258,2.27291,30,1,0
287,742852, 2019-04-25 ,2458598.8478819,1,27,200.2382374988,39.15096150326,9,2,84434788,2,21.64,20.6896,1.5555,2.27013,30,1,0
288,742853, 2019-04-25 ,2458598.8478819,1,7,202.5765355081,37.22137387115,7,2,84434788,2,21.56,20.5425,1.6742,2.31695,30,1,0
289,742854, 2019-04-25 ,2458598.8478819,1,2,203.817437408,37.19965929834,4,2,84434788,2,21.45,20.4906,1.7567,2.36016,30,1,0
290,742855, 2019-04-25 ,2458598.8478819,1,21,201.5191516338,40.01262204331,7,2,84434788,2,21.6,20.5539,1.5849,2.40522,30,1,0
291,742856, 2019-04-25 ,2458598.8478819,1,42,199.0778419012,41.05414642822,2,2,84434788,2,21.56,20.6453,1.6386,2.27846,30,1,0
292,742857, 2019-04-25 ,2458598.8478819,1,25,199.1010424901,40.00481961229,3,2,84434788,2,21.58,20.6549,1.6261,2.27291,30,1,0
293,742858, 2019-04-25 ,2458598.8478819,1,3,204.9007991214,37.16358969987,4,2,84434788,2,21.3,20.3527,1.8855,2.42613,30,1,0
294,742859, 2019-04-25 ,2458598.8478819,1,18,203.9059580754,39.10952946226,6,2,84434788,2,21.56,20.6658,1.6857,2.32511,30,1,0
295,742860, 2019-04-25 ,2458598.8478819,1,44,197.7192225704,41.8929864958,2,2,84434788,2,21.57,20.6334,1.6311,2.26456,30,1,0
296,742861, 2019-04-25 ,2458598.8478819,1,22,201.51019980490003,39.14627083856,6,2,84434788,2,21.66,20.5971,1.5614,2.35748,30,1,0
297,742862, 2019-04-25 ,2458598.8478819,1,11,200.250096429,37.23424887436,2,2,84434788,2,21.63,20.635,1.6002,2.27569,30,1,0
298,742863, 2019-04-25 ,2458598.8478819,1,29,196.6751645775,39.94200784187,0,2,84434788,2,21.43,20.5616,1.7142,2.30602,30,1,56
299,742864, 2019-04-25 ,2458598.8478819,1,35,205.1395012638,40.9830587586,4,2,84434788,2,21.52,20.6021,1.6838,2.33324,30,1,0
300,742865, 2019-04-25 ,2458598.8478819,1,0,204.95283524400003,38.02869924956,5,2,84434788,2,21.4,20.4606,1.7458,2.35748,30,1,0
301,742866, 2019-04-25 ,2458598.8478819,1,43,200.223884088,41.06578833241,1,2,84434788,2,21.6,20.6869,1.6322,2.25338,30,1,0
302,742867, 2019-04-25 ,2458598.8478819,1,20,202.6471525807,40.00016048238,5,2,84434788,2,21.59,20.633000000000003,1.5930000000000002,2.30328,30,1,0
303,742868, 2019-04-25 ,2458598.8478819,1,31,197.84125123650003,39.11265126888,5,2,84434788,2,21.52,20.5662,1.6263,2.26735,30,1,0
304,742869, 2019-04-25 ,2458598.8478819,1,46,196.617875124,40.99010976851,0,2,84434788,2,21.45,20.4848,1.7238,2.29504,30,1,56
305,742870, 2019-04-25 ,2458598.8478819,1,5,201.5000435065,38.09948150456,1,2,84434788,2,21.61,20.5637,1.5441,2.31967,30,1,0
306,742871, 2019-04-25 ,2458598.8478819,1,41,199.0543921306,41.92025236383,2,2,84434788,2,21.54,20.6671,1.6809,2.28123,30,1,0
307,742872, 2019-04-25 ,2458598.8478819,1,40,200.2157116819,41.93208303578,4,2,84434788,2,21.63,20.6687,1.5803,2.2365,30,1,0
308,742873, 2019-04-25 ,2458598.8478819,1,57,198.9987780786,43.83066610486,3,2,84434788,2,21.43,20.6296,1.8202,2.33865,30,1,0
309,742874, 2019-04-25 ,2458598.8478819,1,23,202.6241651828,39.13404814814,5,2,84434788,2,21.6,20.6408,1.5994,2.31967,30,1,0
310,742875, 2019-04-25 ,2458598.8478819,1,52,202.7649326263,43.82711994576,2,2,84434788,2,21.56,20.5934,1.6761,2.28123,30,1,0
311,742876, 2019-04-25 ,2458598.8478819,1,9,199.1472664899,38.09149875543,2,2,84434788,2,21.65,20.5367,1.5775,2.27569,30,1,0
312,742877, 2019-04-25 ,2458598.8478819,1,33,204.037401395,41.88545015452,0,2,84434788,2,21.58,20.6474,1.5979,2.27013,30,0,44
313,742878, 2019-04-25 ,2458598.8478819,1,62,196.4900577994,42.89979564789,3,2,84434788,2,21.37,20.4277,1.7722,2.32782,30,1,0
314,742879, 2019-04-25 ,2458598.8478819,1,50,204.0921050595,42.93361954226,5,2,84434788,2,21.65,20.64,1.5693,2.27846,30,1,0
315,742880, 2019-04-25 ,2458598.8478819,1,28,197.8014251277,39.97833531605,3,2,84434788,2,21.57,20.6314,1.6253,2.2840000000000003,30,1,0
316,742881, 2019-04-25 ,2458598.8478819,1,12,197.8849084742,38.06603344682,7,2,84434788,2,21.63,20.5508,1.5415,2.25898,30,1,0
317,742882, 2019-04-25 ,2458598.8478819,1,10,199.1650692755,37.22530981316,4,2,84434788,2,21.62,20.5771,1.5698,2.23367,30,1,0
318,742883, 2019-04-25 ,2458598.8478819,1,36,202.7013160278,41.91741872912,3,2,84434788,2,21.62,20.6729,1.4753,2.23932,30,1,0
319,742884, 2019-04-25 ,2458598.8478819,1,24,200.2291931199,40.01725864643,5,2,84434788,2,21.58,20.5183,1.6318,2.39469,30,1,0
320,742885, 2019-04-25 ,2458598.8483449,1,48,213.9528736195,43.75875586377,4,2,84434834,2,21.46,20.5694,1.595,2.26735,30,1,0
321,742886, 2019-04-25 ,2458598.8483449,1,19,213.6352648423,39.0733787397,5,2,84434834,2,21.55,20.7557,1.7535,2.44945,30,1,0
322,742887, 2019-04-25 ,2458598.8483449,1,31,206.45808385830003,39.11399202838,5,2,84434834,2,21.65,20.7218,1.4532,2.21379,30,1,0
323,742888, 2019-04-25 ,2458598.8483449,1,33,212.6554364144,41.88526375411,9,2,84434834,2,21.63,20.6855,1.5252,2.25618,30,1,0
324,742889, 2019-04-25 ,2458598.8483449,1,10,207.7812118828,37.22630190721,3,2,84434834,2,21.71,20.5876,1.4235,2.20522,30,1,0
325,742890, 2019-04-25 ,2458598.8483449,1,15,206.5352624193,37.20151277864,4,2,84434834,2,21.72,20.7288,1.3905,2.13833,30,1,0
326,742891, 2019-04-25 ,2458598.8483449,1,5,210.1165770941,38.09987801308,4,2,84434834,2,21.69,20.5838,1.4823,2.28953,30,1,0
327,742892, 2019-04-25 ,2458598.8483449,1,7,211.192771607,37.22153874714,9,2,84434834,2,21.68,20.5877,1.5841,2.30602,30,1,0
328,742893, 2019-04-25 ,2458598.8483449,1,9,207.7637888097,38.09250760746,0,2,84434834,2,21.71,20.6197,1.4258,2.35748,30,0,44
329,742894, 2019-04-25 ,2458598.8483449,1,18,212.5228839829,39.10937429691,5,2,84434834,2,21.63,20.6664,1.6306,2.42873,30,1,0
330,742895, 2019-04-25 ,2458598.8483449,1,2,212.4335785149,37.1995162475,6,2,84434834,2,21.53,20.5779,1.6112,2.29504,30,1,0
331,742896, 2019-04-25 ,2458598.8483449,1,54,210.1726401034,42.97705117765,14,2,84434834,2,21.71,20.6157,1.3745,2.29779,30,1,0
332,742897, 2019-04-25 ,2458598.8483449,1,61,205.04742984900005,43.7664773978,1,2,84434834,2,21.39,20.383,1.8017,2.35211,30,1,0
333,742898, 2019-04-25 ,2458598.8483449,1,0,213.569329565,38.0282583634,3,2,84434834,2,21.48,20.5035,1.7421,2.31967,30,1,0
334,742899, 2019-04-25 ,2458598.8483449,1,52,211.3838446109,43.82732892701,2,2,84434834,2,21.62,20.6307,1.4913,2.24777,30,1,0
335,742900, 2019-04-25 ,2458598.8483449,1,50,212.710619532,42.93343288112,4,2,84434834,2,21.67,20.6918,1.5343,2.25898,30,1,0
336,742901, 2019-04-25 ,2458598.8483449,1,28,206.418664165,39.97962202649,2,2,84434834,2,21.63,20.6703,1.6397,2.34674,30,1,0
337,742902, 2019-04-25 ,2458598.8483449,1,55,211.3532595893,42.96124209337,8,2,84434834,2,21.69,20.6777,1.4069,2.27291,30,1,0
338,742903, 2019-04-25 ,2458598.8483449,1,24,208.8464590116,40.0179783235,9,2,84434834,2,21.63,20.5934,1.5502,2.49796,30,1,0
339,742904, 2019-04-25 ,2458598.8483449,1,57,207.6177606346,43.83172413255,5,2,84434834,2,21.61,20.6139,1.5753,2.25338,30,1,0
340,742905, 2019-04-25 ,2458598.8483449,1,4,211.2143565533,38.08772911443,7,2,84434834,2,21.68,20.66,1.4979,2.2840000000000003,30,1,0
341,742906, 2019-04-25 ,2458598.8483449,1,3,213.5169261697,37.16315815717,3,2,84434834,2,21.32,20.3894,1.8254,2.38676,30,1,0
342,742907, 2019-04-25 ,2458598.8483449,1,51,213.8890947081,42.89380599177,10,2,84434834,2,21.54,20.7362,1.5687,2.39205,30,1,0
343,742908, 2019-04-25 ,2458598.8483449,1,36,211.3194396954,41.91756074269,2,2,84434834,2,21.66,20.7114,1.4639,2.2365,30,1,0
344,742909, 2019-04-25 ,2458598.8483449,1,25,207.7182934743,40.0057712073,6,2,84434834,2,21.62,20.6907,1.6023,2.31149,30,1,0
345,742910, 2019-04-25 ,2458598.8483449,1,39,211.2942503371,41.05144424894,9,2,84434834,2,21.67,20.6614,1.6508,2.35211,30,1,0
346,742911, 2019-04-25 ,2458598.8483449,1,37,210.1580926798,41.93064567138,0,2,84434834,2,21.65,20.6669,1.4282,2.26456,30,0,44
347,742912, 2019-04-25 ,2458598.8483449,1,53,210.1862411132,43.84333056783,3,2,84434834,2,21.68,20.6389,1.4643,2.20235,30,1,0
348,742913, 2019-04-25 ,2458598.8483449,1,49,212.7576586435,43.79904755565,3,2,84434834,2,21.6,20.5464,1.5337,2.22518,30,1,0
349,742914, 2019-04-25 ,2458598.8483449,1,26,207.7410398435,39.1396218102,6,2,84434834,2,21.65,20.7242,1.4947,2.2365,30,1,0
350,742915, 2019-04-25 ,2458598.8483449,1,46,205.235528997,40.99171463255,3,2,84434834,2,21.49,20.5178,1.79,2.28676,30,1,0
351,742916, 2019-04-25 ,2458598.8483449,1,22,210.1270833179,39.14672876094,7,2,84434834,2,21.69,20.4989,1.4832,2.38941,30,1,0
352,742917, 2019-04-25 ,2458598.8483449,1,63,206.28733618400005,42.93913070166,4,2,84434834,2,21.56,20.6209,1.6395,2.34943,30,1,0
353,742918, 2019-04-25 ,2458598.8483449,1,12,206.5013225938,38.06730037527,0,2,84434834,2,21.68,20.7316,1.3974,2.10859,30,0,44
